Gene = RapGAP1
index = 1409
Annotated 5SS: [  744 42706 79168 79715]
Annotated 3SS: [42506 77454 79225 79799]
SMsplice 5SS: [  744 42706 78679 79168 79715]
SMsplice 3SS: [42506 77454 78739 79225 79799]
top_k =  100
Partition function (log Z): -78.2491259209026

Sorted 5' Splice Sites (High to Low Probability):
Position 744: 1.0000000000000075
Position 5506: 1.3990008320971201e-11
Position 175: 6.905140303680542e-12
Position 273: 3.121784544617426e-12
Position 109: 1.0785363138602263e-12
Position 264: 7.717526425638161e-13
Position 364: 6.26569094769161e-13
Position 346: 2.9537533843717785e-13
Position 147: 2.349229309973242e-13
Position 353: 2.0252074928164747e-13
Position 384: 1.0124499526012462e-13
Position 154: 6.023041959265408e-14
Position 402: 5.232517347927567e-14
Position 214: 4.8521992956056736e-14
Position 368: 4.1764338176886904e-14
Position 1344: 3.1565565440524525e-14
Position 1696: 2.5911335021320827e-14
Position 1364: 1.2988106915480928e-14
Position 905: 1.0172264577402194e-14
Position 186: 9.666129538764548e-15
Position 1127: 8.884225724267042e-15
Position 973: 3.434445170122073e-15
Position 748: 3.1177771847163513e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 26711: 0.9898380812586336
Position 23319: 0.010156902363487973
Position 17703: 4.0608947407593484e-06
Position 15985: 4.5793530654124336e-07
Position 14732: 2.3639119108524163e-07
Position 14773: 1.1137852485831686e-07
Position 14231: 1.0071153634803943e-07
Position 13575: 2.5190669029622258e-08
Position 13345: 2.2649252020751434e-08
Position 9384: 8.402798988027919e-10
Position 7055: 1.2943508632420702e-10
Position 9060: 1.275933780701374e-10
Position 8572: 4.705865522027165e-11
Position 4856: 2.2087853360428245e-11
Position 7980: 2.11857194131059e-11
Position 7781: 1.5658136860198287e-11
Position 7105: 1.0771963692405365e-11
Position 6229: 9.579913983893165e-12
Position 6879: 5.6346759727579016e-12
Position 466: 4.815702887056724e-12
Position 5556: 4.039770544253145e-12
Position 434: 2.6623499883946894e-12
Position 405: 2.3936703093804224e-12
Position 5770: 2.295994643196209e-12
Position 402: 1.8848421932457467e-12
Position 1575: 1.3938565336329962e-12
Position 847: 1.3772568700672437e-12
Position 368: 8.302264434414568e-13
Position 411: 5.615341861452918e-13
Position 3860: 3.459228395371212e-13
Position 4368: 2.517866876554752e-13
Position 3630: 2.4890464803708126e-13
Position 2226: 2.408211630485102e-13
Position 4154: 2.355931164828137e-13
Position 1192: 2.2913423276248564e-13
Position 1049: 2.2856175014651087e-13
Position 344: 1.9548582470448594e-13
Position 816: 1.327089153491901e-13
Position 382: 1.1421912991904445e-13
Position 1167: 1.0651544895429112e-13
Position 2255: 1.0246179606795987e-13
Position 214: 9.06029849408333e-14
Position 2577: 7.066943701195356e-14
Position 2778: 3.912350687222268e-14
Position 1522: 2.4108425874920885e-14
Position 2276: 1.9633680141418142e-14
Position 853: 1.0852620326077622e-14
Position 1617: 9.910557509023399e-15
Position 991: 9.177643074564805e-15
Position 1389: 8.04557644939228e-15
Position 1206: 8.002201865720122e-15
Position 894: 7.360524173071845e-15
Position 1127: 6.1144368031547334e-15
Position 823: 5.656986099500361e-15
Position 384: 7.284596116721633e-16
Position 476: 7.017323991203998e-16
Position 173: 1.4629556903961272e-16
Position 346: 1.4215813680487013e-16
