Gene = Plp
index = 1385
Annotated 5SS: [ 4933 12140 13100 13392 13779 18805 20041 20400 22196 24793 27047 27223]
Annotated 3SS: [10129 12205 13250 13562 18678 18876 20231 21529 24090 24890 27111 27745]
SMsplice 5SS: [  477 11018 12140 13100 13392 13779 18805 20041 20400 24793 27047 27223]
SMsplice 3SS: [10129 11356 12205 13250 13679 18678 18876 20231 24090 24890 27111 27745]
top_k =  100
Partition function (log Z): 21.159476099713935

Sorted 5' Splice Sites (High to Low Probability):
Position 24793: 0.9999998267754737
Position 18805: 0.9999791743983585
Position 12140: 0.9969650435293479
Position 20400: 0.9960598840687627
Position 20041: 0.9908476793930736
Position 27047: 0.9867133954458743
Position 477: 0.9861979038189386
Position 13100: 0.984745191653034
Position 13392: 0.9584665799814612
Position 13779: 0.9397578617649816
Position 27223: 0.9007803723933724
Position 11018: 0.7729092090196134
Position 22196: 0.563052879401157
Position 256: 0.2743977913926158
Position 21418: 0.2418775188209617
Position 19271: 0.13631329770206443
Position 22391: 0.08932678401903393
Position 15643: 0.05505100747909801
Position 27196: 0.03238439138625587
Position 21740: 0.022620943127036643
Position 311: 0.022586822859593896
Position 17242: 0.018689853818702314
Position 19454: 0.016303356851056452
Position 14671: 0.011528618834619626
Position 12287: 0.010712579650341857
Position 27239: 0.009217010201957088
Position 12332: 0.006874801211160041
Position 27387: 0.006569176957976921
Position 19038: 0.006195662459027319
Position 988: 0.005847654545672074
Position 12938: 0.005556980041636558
Position 12305: 0.005118181026867119
Position 12420: 0.003939899080181732
Position 13329: 0.003501049682269681
Position 25503: 0.003302852125861532
Position 13375: 0.002931546004945587
Position 12345: 0.0021625632429667445
Position 12392: 0.0015817214742956463
Position 13104: 0.0012044197963871207
Position 149: 0.0011108598265036288
Position 13420: 0.0008617749720199725
Position 23: 0.0005930697946582543
Position 155: 0.0004375593321813079
Position 258: 0.00040581245879252315
Position 171: 0.00019318792602106795
Position 123: 0.00012748978136965222
Position 19127: 9.043633291093962e-05
Position 13827: 7.934796230224948e-05
Position 19052: 7.73581226014599e-05
Position 45: 4.030068694362951e-05
Position 25033: 3.607880900643986e-05
Position 203: 2.9727601297119414e-05
Position 314: 2.1790251406245604e-05
Position 18809: 2.0825601642895702e-05
Position 176: 1.958040934046484e-05
Position 95: 1.5852820677466116e-05
Position 74: 7.2352311424640075e-06
Position 6: 6.966618159837959e-06
Position 585: 5.981221503733481e-06
Position 12: 4.9660045353772155e-06
Position 631: 3.1600365160396802e-06
Position 13680: 2.215655736661115e-06
Position 79: 2.018064991852236e-06
Position 10383: 1.4037277495988976e-06
Position 40: 9.254459519534007e-07
Position 12832: 4.997591916361247e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 27111: 0.9988631251549794
Position 12205: 0.9953182505240143
Position 18678: 0.9939826859035137
Position 24890: 0.9908595068050498
Position 13250: 0.9762628004498574
Position 24090: 0.96972507429124
Position 20231: 0.9602379927125058
Position 10129: 0.9575019329289509
Position 18876: 0.9537240932066151
Position 27745: 0.752428976204008
Position 11356: 0.5297426592994232
Position 13679: 0.4601905766763137
Position 13562: 0.42455528114524305
Position 21512: 0.3184313014274576
Position 375: 0.286590256081111
Position 11381: 0.19889400836363444
Position 20704: 0.1945860659855703
Position 21529: 0.1811285161941834
Position 19342: 0.09148251840359349
Position 22261: 0.08926981689339934
Position 11522: 0.07780203232204944
Position 20584: 0.07763721763850141
Position 27306: 0.06337266052244099
Position 14326: 0.04874767294778868
Position 27748: 0.04487015789059505
Position 19585: 0.04121676224155653
Position 20252: 0.037928540819775695
Position 18909: 0.03214766188872526
Position 12703: 0.024665121422928555
Position 22723: 0.02391006850468224
Position 27947: 0.02001640863203946
Position 20901: 0.019928184553610555
Position 15538: 0.017825231707501776
Position 27690: 0.01776266301950472
Position 27722: 0.017386709588813387
Position 17150: 0.014936214834888838
Position 27631: 0.012511092388960345
Position 13688: 0.0123050917407332
Position 19512: 0.011462110988060298
Position 13601: 0.01024095967396722
Position 13166: 0.009204942305066365
Position 13301: 0.008740580869342346
Position 21571: 0.008724007918191654
Position 18949: 0.007867419868842257
Position 27970: 0.007832546302027777
Position 20633: 0.007783928739318529
Position 28217: 0.006101565902563388
Position 10042: 0.005935023362650595
Position 17165: 0.005865138305756299
Position 20717: 0.00460876349141247
Position 20616: 0.004169050853618467
Position 12274: 0.0040651216574076
Position 18906: 0.0036915266182665457
Position 27267: 0.0036294265828246126
Position 19109: 0.0036222209011851133
Position 22288: 0.003579705222515696
Position 20605: 0.0034191701591668195
Position 19359: 0.0032446325139915745
Position 28319: 0.0030387439057849523
Position 676: 0.002895721617690172
Position 22667: 0.002841945882672549
Position 20642: 0.0024965697288481395
Position 17467: 0.002129050817498564
Position 17988: 0.0017767639570454418
Position 18895: 0.0017554514116464458
Position 814: 0.0012591230243492611
Position 13199: 0.0011170638478098663
Position 20963: 0.0009238985658234555
Position 20087: 0.0006632454742862277
Position 609: 0.000645189214024826
Position 79: 0.00034405133376906296
Position 25083: 0.000329694420711478
Position 681: 0.000322314857871004
Position 12456: 0.0002995433653225187
Position 12652: 0.0002890846092691664
Position 20249: 0.0002566787147225798
Position 13266: 0.00017998606290005968
Position 20151: 0.00016677358106083573
Position 19202: 0.00013471167811744247
Position 13745: 6.280860959828861e-05
Position 14345: 6.721658427056455e-06
