Gene = wls
index = 1935
Annotated 5SS: [1489]
Annotated 3SS: [2016]
SMsplice 5SS: [1489]
SMsplice 3SS: [2016]
top_k =  100
Partition function (log Z): -6.193791065909757

Sorted 5' Splice Sites (High to Low Probability):
Position 1489: 0.9910222033887423
Position 708: 0.33083869491209106
Position 1807: 0.22815669266889677
Position 1917: 0.15506616573613782
Position 2691: 0.079139655513504
Position 1956: 0.019715534708638943
Position 1801: 0.011960011962550365
Position 417: 0.005395569175809957
Position 277: 0.004804838815339322
Position 540: 0.00309714550384796
Position 449: 0.002394037242021957
Position 659: 0.002243980067942463
Position 712: 0.0015574509106404057
Position 255: 0.0015470396888003595
Position 1099: 0.0013239252858522877
Position 71: 0.0010435197651883082
Position 152: 0.0009734505080528503
Position 1516: 0.0008116172189307252
Position 529: 0.0007974306320479115
Position 1749: 0.0007668717175559522
Position 728: 0.0007002496593982579
Position 281: 0.0004861251767787117
Position 2504: 0.00046385453268444146
Position 382: 0.00044278203612025416
Position 2480: 0.00043941083818979025
Position 453: 0.00028400747915444634
Position 84: 0.0002669956840115951
Position 144: 0.00017376058921482454
Position 656: 0.00016553256491407418
Position 121: 0.0001234386494789363
Position 1637: 5.553192058680258e-05
Position 402: 2.316910334315495e-05
Position 481: 7.816470681767307e-06
Position 64: 4.821701359433618e-06
Position 371: 4.63960473811081e-06
Position 182: 3.1650503871483935e-06
Position 208: 3.0808541837347845e-06
Position 28: 2.090490973937761e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 2016: 0.8819583977970058
Position 1546: 0.23086832155511297
Position 936: 0.17625189554794923
Position 778: 0.13625229649474557
Position 1669: 0.12826803240654705
Position 1710: 0.09431326225931291
Position 2745: 0.07202918684461705
Position 2036: 0.0469779265652236
Position 2067: 0.015519455863894735
Position 836: 0.01494866309890054
Position 1178: 0.011438885163947244
Position 1719: 0.007901812395631083
Position 1852: 0.006604870124004631
Position 2854: 0.0028249255744699966
Position 467: 0.002676060457768364
Position 2922: 0.0017786447585831605
Position 2878: 0.0015015993287657067
Position 867: 0.0014958479836547699
Position 1977: 0.0014834278225095304
Position 1423: 0.0012901832023310038
Position 515: 0.0012427446052661766
Position 720: 0.0011934819600025112
Position 134: 0.0010786039987373567
Position 1055: 0.0010464843691091728
Position 2978: 0.0010052990070681257
Position 2584: 0.000903265370874232
Position 539: 0.0008509114419954885
Position 254: 0.000815968200263048
Position 961: 0.000788971800629959
Position 878: 0.0002878890221974566
Position 914: 0.00027897610969696766
Position 518: 0.00023033940547849364
Position 139: 0.00014776151004951415
Position 596: 4.45778409643614e-05
Position 350: 7.3379414834970714e-06
