Gene = Rnf146
index = 1429
Annotated 5SS: [ 465  923 1752]
Annotated 3SS: [ 791 1597 2497]
SMsplice 5SS: [ 465  923 1752]
SMsplice 3SS: [ 791 1597 1831]
top_k =  100
Partition function (log Z): -0.6992452163486318

Sorted 5' Splice Sites (High to Low Probability):
Position 465: 0.99800139758628
Position 1752: 0.9977143513085454
Position 923: 0.9719617350746906
Position 2189: 0.2720614111051081
Position 3046: 0.23085035829317305
Position 3883: 0.07978720667046064
Position 1372: 0.02900383502039968
Position 1426: 0.023402766839482992
Position 2410: 0.020217087999733936
Position 1430: 0.017478582904970588
Position 2397: 0.012957113737635077
Position 1413: 0.012193976617434498
Position 206: 0.008819640512853976
Position 3471: 0.0080486701740457
Position 927: 0.007798773991628134
Position 2193: 0.004903672932202566
Position 913: 0.003099922793183399
Position 1280: 0.0022666267336924014
Position 66: 0.00223211167799544
Position 722: 0.0015976207728795157
Position 1317: 0.0012878001334553804
Position 706: 0.0012089113098181128
Position 1970: 0.0011620767192069518
Position 1974: 0.0008742607963997055
Position 1732: 0.0006684249562585315
Position 442: 0.0005939410933816776
Position 18: 0.0004050731355443454
Position 453: 0.0002097594581800103
Position 1976: 0.00020587803341508528
Position 576: 0.00016475792273235284
Position 70: 0.0001301357607453043
Position 374: 0.00010375981039760682
Position 562: 7.466341339240097e-05
Position 1946: 5.243464061703922e-05
Position 494: 3.844456768070189e-05
Position 1756: 3.114329959183843e-05
Position 2081: 2.997929571054282e-05
Position 74: 2.1053930619540217e-05
Position 59: 1.738730781948022e-05
Position 474: 1.7121742487690624e-05
Position 94: 1.4555644226912383e-05
Position 32: 1.407238583411015e-05
Position 2048: 3.985139488934568e-06
Position 239: 1.969320689161128e-08
Position 455: 1.713983956581684e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 791: 0.9440050474459533
Position 1597: 0.889308549686374
Position 1831: 0.35639282949618034
Position 2242: 0.3475581184626601
Position 3105: 0.23448968787095492
Position 2052: 0.17536746402456835
Position 3975: 0.11941783156664747
Position 2497: 0.10757029393498876
Position 2214: 0.09476358909210453
Position 5359: 0.06661264934739915
Position 5075: 0.06520796034297786
Position 1081: 0.04592366229183731
Position 827: 0.03835320096371492
Position 1021: 0.03682871498266332
Position 1547: 0.035750623851694786
Position 2011: 0.032020646487901275
Position 1036: 0.02048820925299591
Position 1397: 0.009506630345238446
Position 1867: 0.007197069908585035
Position 254: 0.006758048701582318
Position 542: 0.006173350919788132
Position 1255: 0.00612508405330505
Position 3410: 0.00595785841516542
Position 797: 0.005791238836488803
Position 1102: 0.0055992530292627695
Position 1672: 0.00552752440387485
Position 3594: 0.0049621083595110275
Position 1519: 0.0046892982964260865
Position 3327: 0.004669992131531908
Position 1230: 0.004662015882776854
Position 3087: 0.003017624172037341
Position 1506: 0.002571884695663347
Position 2581: 0.002438207585777976
Position 1207: 0.002123530772734103
Position 275: 0.002046109221309409
Position 160: 0.0020395519464816375
Position 649: 0.0015231178157957604
Position 2178: 0.0012799938585451823
Position 1201: 0.0011553833416955816
Position 514: 0.001148198198535917
Position 2223: 0.0010289610206875698
Position 520: 0.0008015916690012441
Position 1418: 0.0007713886697381132
Position 668: 0.0007388629308344786
Position 812: 0.0006607931083555528
Position 1312: 0.00017508702901832923
Position 66: 0.0001343732428569076
Position 1143: 0.00013188188671181092
Position 170: 0.00011622203962348711
Position 107: 4.7105269392577084e-05
Position 595: 3.793574245927591e-05
Position 175: 1.5662385325987545e-05
Position 618: 1.2155212435442709e-05
Position 878: 1.0116192032665292e-05
Position 332: 5.359543012961684e-06
Position 212: 4.320183476972705e-06
Position 630: 4.183047211797135e-06
Position 608: 2.4392631189309073e-06
Position 182: 2.413864566012271e-06
Position 201: 2.1710659057220907e-06
Position 437: 9.36411114618682e-07
Position 627: 4.0598413828408947e-07
Position 186: 1.9639552339831577e-10
Position 350: 1.253041240069432e-10
