Gene = nudE
index = 1824
Annotated 5SS: [ 115  844 1066 1456 1778 2194]
Annotated 3SS: [ 484  911 1181 1519 2101 2319]
SMsplice 5SS: [ 844 1066 1456 1778 2194 2419]
SMsplice 3SS: [ 911 1181 1519 2101 2319 2909]
top_k =  100
Partition function (log Z): 11.243802010321954

Sorted 5' Splice Sites (High to Low Probability):
Position 844: 0.9991833432526884
Position 1066: 0.986881144052082
Position 1456: 0.9743504688123473
Position 2194: 0.9242113498250624
Position 1778: 0.6229589889225802
Position 34: 0.30336257552141727
Position 1669: 0.18999588516741778
Position 2845: 0.17591443422359757
Position 115: 0.08008465926726262
Position 2251: 0.06847107043252479
Position 1646: 0.06507798759311534
Position 2660: 0.06225695683657862
Position 157: 0.030536684479620883
Position 1738: 0.02478479315401428
Position 2627: 0.01900271591673383
Position 15: 0.011689634890901171
Position 1266: 0.010856965691161404
Position 1863: 0.010808808093975159
Position 1733: 0.010681703967453413
Position 73: 0.0075136234733103584
Position 1708: 0.005734931650919584
Position 2015: 0.005542195243366983
Position 1714: 0.00523484779457438
Position 1004: 0.004933379062925556
Position 2002: 0.004343600003783419
Position 2785: 0.004197975850091654
Position 28: 0.003777534705861753
Position 2255: 0.0037691367798282243
Position 3035: 0.0036748762553768526
Position 210: 0.0032374388752235213
Position 7: 0.002641438639903383
Position 1947: 0.0025928580377013993
Position 1125: 0.0021239624666910756
Position 417: 0.0020586545281222873
Position 2710: 0.001948989286439648
Position 2471: 0.0018979630152305017
Position 1868: 0.0014909577432416594
Position 1606: 0.0014403109607836278
Position 1038: 0.0013499717805257549
Position 2522: 0.0012795106159733016
Position 332: 0.0010817720842522163
Position 337: 0.000918100389820895
Position 522: 0.000890531028046691
Position 319: 0.0008730812277828062
Position 93: 0.0008597865252716637
Position 2683: 0.0007401964765590269
Position 122: 0.0006421371494692641
Position 2080: 0.00047756369416652696
Position 1398: 0.0004421207629768316
Position 2178: 0.000438245629327725
Position 2369: 0.00040224309322082173
Position 143: 0.0003646764992825003
Position 2423: 0.00034299147284214127
Position 1119: 0.00031012353041195024
Position 1268: 0.00019136898883361514
Position 1056: 0.00011757957615550771
Position 1239: 9.772811842006918e-05
Position 1309: 7.178938532117445e-05
Position 618: 4.930681481565745e-05
Position 933: 7.171329711242964e-06
Position 632: 5.120304885663012e-06
Position 31: 1.790838658825779e-06
Position 119: 8.426729866406728e-07
Position 106: 3.318531213066122e-07
Position 113: 2.9591311382395386e-07
Position 296: 2.2891790788597404e-07
Position 220: 2.2646800579710785e-07
Position 19: 1.5261364872066787e-07
Position 287: 1.1845581957138287e-07
Position 942: 8.139951650817521e-08
Position 135: 3.815603732553141e-08
Position 214: 1.8712969005662376e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 911: 0.9994517332498947
Position 1181: 0.9799311369073926
Position 1519: 0.9778926550258344
Position 2101: 0.943744583462246
Position 2909: 0.7499111046003205
Position 2319: 0.5119947803900214
Position 210: 0.15415410522321607
Position 390: 0.12004594404891131
Position 156: 0.08233570573066022
Position 96: 0.05642363558315174
Position 2039: 0.009235971658405553
Position 761: 0.00815795818983147
Position 1113: 0.007063916294087215
Position 570: 0.006369265082487269
Position 714: 0.005371799058972488
Position 484: 0.005361297692867209
Position 2005: 0.0032752815690326137
Position 2729: 0.003265666640805299
Position 789: 0.0027768984305950786
Position 1333: 0.0022996417358509915
Position 1187: 0.0019092444511246236
Position 1338: 0.001901134855312043
Position 3097: 0.0018383400654894437
Position 2141: 0.0017006329878796241
Position 1229: 0.0016188912014847817
Position 3245: 0.0013979944231729405
Position 624: 0.0012182324348998345
Position 2861: 0.001212167391076109
Position 728: 0.0010923913120569212
Position 734: 0.0010498644481658347
Position 433: 0.001025424224244996
Position 240: 0.0010228859226987775
Position 652: 0.0009389852834893156
Position 135: 0.0009135194851902956
Position 618: 0.0008750761522861555
Position 3593: 0.0004385417667144662
Position 1119: 0.00043614650222459546
Position 1561: 0.0003906122691763676
Position 311: 0.00029890655419049887
Position 106: 0.00024406318161783547
Position 919: 0.0002291752537828942
Position 113: 0.0001641032816650935
Position 1157: 0.00015065566520817216
Position 1912: 5.911881969699701e-05
Position 892: 2.0888535895387284e-05
Position 954: 1.1002336536631398e-05
Position 1152: 7.211402855732087e-07
Position 122: 2.316940158740737e-07
Position 887: 2.8205467251946248e-08
Position 119: 1.4130429045474086e-08
Position 930: 1.2403707821515407e-08
