Gene = GlcAT-S
index = 1189
Annotated 5SS: [1372 4949 5273 5840]
Annotated 3SS: [4675 5009 5487 5896]
SMsplice 5SS: [1141 4949 5273 5840]
SMsplice 3SS: [4675 5009 5487 5896]
top_k =  100
Partition function (log Z): 2.4568937332506704

Sorted 5' Splice Sites (High to Low Probability):
Position 4949: 0.9969277855933423
Position 5840: 0.9758898650687433
Position 5273: 0.7551818384790683
Position 1141: 0.5428872448207959
Position 38: 0.31080539799678797
Position 5225: 0.19970628103334287
Position 156: 0.1468757045320032
Position 45: 0.0808364018172357
Position 1868: 0.067445765778193
Position 183: 0.014136455407965352
Position 5178: 0.01126258329763072
Position 6292: 0.00730230954430317
Position 5229: 0.00674236618282605
Position 5331: 0.004684945151480725
Position 6007: 0.004128991318319587
Position 5834: 0.0037032868094863487
Position 6130: 0.002504540053137472
Position 326: 0.002089610614583395
Position 6012: 0.0020868353707832136
Position 448: 0.0020502256678932343
Position 473: 0.0018786472370386446
Position 6335: 0.0014062474761480212
Position 5079: 0.0013056280545546927
Position 726: 0.0012040934957693631
Position 5358: 0.001166850979894097
Position 5249: 0.0009826037200226388
Position 5318: 0.0008683374650738807
Position 5583: 0.0006233493976711554
Position 1237: 0.0005928992340996921
Position 678: 0.0005504585106050062
Position 5740: 0.00041337072622113204
Position 5264: 0.00030116189191024215
Position 5355: 0.00017894277345077188
Position 6546: 0.00016619878878319831
Position 5378: 0.0001487700750944923
Position 1372: 3.150199294057749e-05
Position 5107: 1.9157820705208176e-05
Position 1877: 1.2315442224089751e-05
Position 5844: 1.3523715539574153e-06
Position 5210: 8.831907824284692e-07
Position 5261: 7.546646998347873e-08
Position 142: 5.564662261817949e-09
Position 124: 2.061158970499732e-09
Position 116: 1.6179247764195463e-11
Position 97: 7.350017053881234e-12
Position 86: 4.6492607587131864e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 5009: 0.9997214108462937
Position 4675: 0.9776738908006678
Position 5896: 0.9711435360398349
Position 5487: 0.838746791159683
Position 5441: 0.09519252388191961
Position 105: 0.06543234363360799
Position 868: 0.04293110145669009
Position 244: 0.025965854641951197
Position 5493: 0.023195038394242366
Position 4370: 0.01925604634400869
Position 5560: 0.01506302043707681
Position 6075: 0.008956755947620382
Position 1802: 0.007450147503383662
Position 5228: 0.005659467496675121
Position 874: 0.00560468744895981
Position 6354: 0.00538734195775089
Position 1772: 0.004195469105499486
Position 1348: 0.004181684952925318
Position 281: 0.003819609337291579
Position 5990: 0.003737383816130809
Position 1395: 0.0033083703894046844
Position 6400: 0.003092033194882891
Position 6200: 0.002971113475577267
Position 5642: 0.002783765652620709
Position 592: 0.0024324185220805992
Position 1307: 0.0019285461828515303
Position 722: 0.0018124702718139388
Position 1366: 0.0012899291809773314
Position 5341: 0.0011340683957359458
Position 374: 0.0010438477184146948
Position 6206: 0.0008871264872307278
Position 5715: 0.0007936336760338025
Position 6364: 0.0007033729836027172
Position 5954: 0.0005719154786810595
Position 5998: 0.0003180112565076568
Position 5034: 0.00027643760237032884
Position 5386: 0.0002736739868671931
Position 6617: 0.00016619878878319831
Position 354: 9.212558592355866e-08
Position 251: 7.828114426735114e-08
Position 507: 7.387172663838618e-08
Position 142: 3.34221506041421e-09
Position 116: 1.450760839176947e-09
Position 124: 5.337660202597673e-10
Position 148: 2.446488034742665e-10
Position 156: 1.8342502346511414e-12
Position 166: 1.9566452316403016e-16
