Gene = Slob
index = 1505
Annotated 5SS: [  640 12290 13381 19079 19534 23543 23841 24108 25775 26121 26332 30155]
Annotated 3SS: [12203 13303 18614 19413 23334 23603 23925 25563 25994 26188 29067 30291]
SMsplice 5SS: [  640  5646  5843 12290 13381 19079 19534 19935 23543 23841 24108 25775
 26121 26332 30155]
SMsplice 3SS: [ 4822  5713 12203 13303 18614 19413 19856 23334 23603 23925 25563 25877
 26188 29944 30303]
top_k =  100
Partition function (log Z): 34.47651010554363

Sorted 5' Splice Sites (High to Low Probability):
Position 24108: 0.9999913310346069
Position 26332: 0.9997935192622237
Position 26121: 0.9994991268523274
Position 23543: 0.9994606883132328
Position 23841: 0.9991303532720542
Position 25775: 0.9867958614674682
Position 5646: 0.9828511204074942
Position 12290: 0.9658644369105356
Position 19079: 0.94544151657345
Position 13381: 0.8972584910577934
Position 19534: 0.8808456260055516
Position 640: 0.8778945687693469
Position 30155: 0.8235010198447416
Position 19935: 0.6636371283644107
Position 5843: 0.6150960456157463
Position 20669: 0.47437394523186505
Position 5789: 0.38490395438424924
Position 4196: 0.35570350287522745
Position 20025: 0.27829822079413863
Position 24389: 0.27586929639080804
Position 67: 0.26351650836256724
Position 5406: 0.2391003587513763
Position 31739: 0.23766889098989755
Position 20925: 0.18680494930908087
Position 32059: 0.15924249403249596
Position 457: 0.14713458343946534
Position 1142: 0.1240392042966602
Position 5293: 0.08251771027634497
Position 1675: 0.07933893946971621
Position 19530: 0.036350384882661776
Position 5275: 0.033977825648770034
Position 3584: 0.026474490984915867
Position 20397: 0.01870708181134294
Position 19991: 0.015399015292578372
Position 27146: 0.013061406555799564
Position 24561: 0.012444989161885415
Position 25779: 0.011189162761943683
Position 401: 0.008362856755367725
Position 26: 0.0075445688259832555
Position 24752: 0.006995792582046083
Position 1418: 0.005696744359994045
Position 24767: 0.005681038193136385
Position 52: 0.004060669621652236
Position 24532: 0.0034703256617766133
Position 26824: 0.002939115923589159
Position 25890: 0.001974653078997938
Position 25794: 0.0011797092807010478
Position 493: 0.0009747459538635578
Position 25895: 0.0009189657123913721
Position 23860: 0.0006728350491456625
Position 25784: 0.0005621937392391275
Position 19924: 0.0005436684977296849
Position 758: 0.0005381540464495892
Position 26125: 0.0004243176179339186
Position 298: 0.0003988658282924726
Position 26011: 0.00012701545625236715
Position 23793: 0.00010731744310361264
Position 70: 9.8331013865523e-05
Position 150: 6.847803547281452e-05
Position 26477: 4.584698903587522e-05
Position 23845: 3.384020363048603e-05
Position 118: 2.3778130812936985e-05
Position 23818: 2.130042486810007e-05
Position 23774: 1.4784390393467461e-05
Position 23983: 8.464938094586199e-06
Position 24112: 8.290955798604703e-06
Position 23963: 7.045537507520227e-06
Position 221: 4.473335350408006e-06
Position 229: 2.293402606716114e-06
Position 26633: 1.170250870766257e-06
Position 24: 4.3309852690100576e-07
Position 23992: 3.0954230001339554e-07
Position 10: 5.763838069729256e-09
Position 23729: 6.825302168884577e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4822: 0.9999999999999934
Position 26188: 0.9999090649643957
Position 23925: 0.9996787243249269
Position 19856: 0.9980436479541791
Position 23603: 0.9950619727558208
Position 25563: 0.9909644910535226
Position 5713: 0.9907672835636867
Position 18614: 0.9897577801476499
Position 12203: 0.9658644369105388
Position 13303: 0.8856183704403859
Position 29067: 0.8042869498368248
Position 23334: 0.7497592173722543
Position 25877: 0.7082908264203871
Position 30303: 0.5463976799000092
Position 19413: 0.4992889541642125
Position 20080: 0.42908616882996514
Position 31878: 0.4142378971945158
Position 5559: 0.34767973152030524
Position 25994: 0.29434273202306765
Position 30262: 0.2735253094297143
Position 23301: 0.25014716286928795
Position 4069: 0.2327748872794119
Position 19151: 0.19660353291253177
Position 32111: 0.15924249403249596
Position 3403: 0.1494031065807317
Position 1002: 0.14151071046585434
Position 19240: 0.12887270452130395
Position 24309: 0.1268880979366122
Position 20547: 0.09938274207307253
Position 24219: 0.07855965572190747
Position 20507: 0.07655924890030717
Position 24242: 0.07188806054070823
Position 262: 0.058383785246399124
Position 554: 0.05346043851179178
Position 280: 0.049477362854108344
Position 19327: 0.04253122773697522
Position 515: 0.041306394119342754
Position 109: 0.03241832090348843
Position 24291: 0.029429950513473066
Position 1130: 0.029299416769230445
Position 1249: 0.027276904315616506
Position 203: 0.02606081772053129
Position 576: 0.022028241926643446
Position 27568: 0.020520856703692178
Position 20759: 0.017808881430684056
Position 20666: 0.016621787287383585
Position 345: 0.012386109083780468
Position 26951: 0.008973058557966056
Position 221: 0.008671767388513427
Position 1203: 0.008466722921858325
Position 13325: 0.007398292938841458
Position 122: 0.0062800918007481195
Position 17555: 0.005583327978989017
Position 23624: 0.004477807358331797
Position 12851: 0.0042418276785677125
Position 24260: 0.0031708396995027864
Position 26692: 0.00280074497898369
Position 26529: 0.0024274532794651155
Position 26879: 0.0016534780203770704
Position 26899: 0.0015072266502017234
Position 25296: 0.001115824147933728
Position 911: 0.0008220584859345052
Position 25110: 0.0008049610692002016
Position 24508: 0.0007745524991148086
Position 25323: 0.000472509184163513
Position 639: 0.0003721523813209311
Position 118: 0.0003654230627227564
Position 973: 0.00034962883545399125
Position 26717: 0.0003205638380583697
Position 23931: 0.0003162344840589738
Position 27605: 0.0002986832034845662
Position 20192: 0.00026153282555352536
Position 24906: 0.0002510717237877029
Position 908: 0.00024192481560036103
Position 26083: 0.00019591320552414792
Position 461: 0.00014479296813581084
Position 396: 0.0001357453594641262
Position 314: 6.66240704630408e-05
Position 26211: 6.0519610379760035e-05
Position 868: 5.26714194572374e-05
Position 606: 4.5381155038519916e-05
