Gene = Obp73a
index = 1344
Annotated 5SS: [243 577]
Annotated 3SS: [ 301 1193]
SMsplice 5SS: [ 243  577 1393]
SMsplice 3SS: [  301  1193 10289]
top_k =  100
Partition function (log Z): -11.2711597217

Sorted 5' Splice Sites (High to Low Probability):
Position 577: 0.9790682290842642
Position 243: 0.5262090677712544
Position 1393: 0.40675014246725844
Position 1358: 0.28560365403537846
Position 232: 0.19238629881191951
Position 1989: 0.13113735846774804
Position 1900: 0.0901222963806055
Position 236: 0.07108852038397315
Position 1419: 0.03577920016776049
Position 221: 0.02427238448070184
Position 527: 0.009835437954107603
Position 591: 0.005089235829474634
Position 1562: 0.0045535398191656334
Position 953: 0.002163995509960817
Position 1322: 0.0019251630408566689
Position 1485: 0.0014033932078643565
Position 1412: 0.0008374758971858788
Position 188: 0.0007855113238864966
Position 259: 0.0006634915511034846
Position 914: 0.0006555329560076084
Position 435: 0.0005374530444930776
Position 193: 0.0002425469275295703
Position 581: 0.00022267734423866086
Position 926: 0.00022200912941251421
Position 197: 0.0001700276067477497
Position 98: 2.2843647692806636e-05
Position 733: 2.1200973190432324e-05
Position 208: 1.2577214577135416e-05
Position 157: 1.1362902603971047e-05
Position 37: 3.367126701106693e-09
Position 91: 2.938199880519437e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5544: 0.8995540428251321
Position 1193: 0.8710104600069524
Position 301: 0.7784632803103015
Position 1623: 0.09258497042719256
Position 4189: 0.027132055724424967
Position 3310: 0.026880273355140854
Position 431: 0.01534535616435347
Position 1883: 0.01243174214080385
Position 471: 0.011451093816614626
Position 1571: 0.008602533639694033
Position 3460: 0.00685551696401159
Position 1533: 0.005757491388900831
Position 324: 0.004569863758257283
Position 777: 0.004560159172880838
Position 1631: 0.0015554161600671171
Position 2065: 0.0014654363598144986
Position 2055: 0.0009408663732249742
Position 712: 0.000816770136609632
Position 327: 0.0008053998681079582
Position 1517: 0.0003228951375754691
Position 435: 0.0002174538538228708
Position 1160: 0.00018112922148179637
Position 1070: 0.00013722961039792857
Position 321: 0.00011072313023163981
Position 1238: 3.3228204843304504e-05
Position 1140: 6.838410044325467e-06
Position 342: 2.0696286088830759e-07
Position 399: 1.0000784990327448e-07
Position 174: 9.727494931543589e-08
Position 151: 3.829746539459531e-09
