Gene = Glg1
index = 1190
Annotated 5SS: [1111 2523 2997 3548 6981]
Annotated 3SS: [1312 2598 3178 6610 9045]
SMsplice 5SS: [1111 2523 2985 3548 6981]
SMsplice 3SS: [1312 2598 3178 6610 9045]
top_k =  100
Partition function (log Z): 4.095645418486249

Sorted 5' Splice Sites (High to Low Probability):
Position 3548: 0.9997942989106009
Position 1111: 0.9934709963951028
Position 2523: 0.9357540585159523
Position 2985: 0.8500625795014749
Position 6981: 0.690841150181239
Position 3925: 0.24686469078374268
Position 7185: 0.12319947840530027
Position 2935: 0.10895443903751524
Position 4260: 0.0738916163429003
Position 5562: 0.06683459659868399
Position 1461: 0.05902171566649894
Position 5354: 0.030488611234030703
Position 2282: 0.02647881884570274
Position 2231: 0.021166046858507936
Position 4003: 0.020466859152492318
Position 2744: 0.018337553963853788
Position 2980: 0.015303189144173519
Position 9780: 0.014090272237759533
Position 3245: 0.010863796665537653
Position 2871: 0.009106971861016956
Position 6164: 0.008990774407834409
Position 4999: 0.008794869682403464
Position 161: 0.007068077604407543
Position 5483: 0.006845931358981712
Position 5369: 0.0053854697563201406
Position 4960: 0.002744982046184954
Position 1728: 0.0021323273616893285
Position 1712: 0.00190828398107173
Position 1522: 0.0018482472098117564
Position 4112: 0.0016962363797942343
Position 1223: 0.0014215337217676342
Position 4119: 0.0013280375595247829
Position 4070: 0.0012267541216529432
Position 35: 0.001092089867937278
Position 4105: 0.0007502969630640972
Position 708: 0.0007064568304172764
Position 3001: 0.0005615150450963155
Position 1517: 0.0005489800893487342
Position 2790: 0.0004317429924027406
Position 1929: 0.0003423899303425558
Position 936: 0.0003396097031877881
Position 194: 0.0003323466359450667
Position 1446: 0.00032481649466281664
Position 2941: 0.00022339180569361716
Position 7219: 0.00021370249482283434
Position 7334: 0.00021245405030310342
Position 1734: 0.00020855461396955717
Position 1947: 0.00018054298843872172
Position 1756: 0.0001742820771311748
Position 2803: 0.00013366471119803097
Position 3970: 0.00012862151673688493
Position 3407: 0.00012445871131679955
Position 2740: 0.00012238491992570572
Position 2787: 9.181150176726396e-05
Position 24: 8.631871382341243e-05
Position 2723: 8.5800434905045e-05
Position 297: 8.277103913782808e-05
Position 31: 8.18419347985002e-05
Position 3567: 7.705869120641694e-05
Position 922: 7.199004156011538e-05
Position 3410: 5.9958029490852405e-05
Position 3493: 5.9519346384861905e-05
Position 333: 3.33675914526407e-05
Position 200: 2.186980191532834e-05
Position 1976: 1.9888075268694035e-05
Position 1871: 1.6554578372782977e-05
Position 203: 1.3371966112694985e-05
Position 1115: 8.212479425169683e-06
Position 3552: 5.491308569894348e-06
Position 991: 2.907990593504482e-06
Position 2240: 2.5991273746348917e-06
Position 1203: 2.24266092822107e-06
Position 1907: 1.4689738789263114e-06
Position 1898: 1.0925931583665619e-06
Position 502: 5.111276290095683e-07
Position 609: 4.48683139886613e-07
Position 350: 1.934124728993001e-09
Position 490: 1.9324764600839724e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3178: 0.9940266032229681
Position 2598: 0.9716566538142395
Position 1312: 0.9429495290037865
Position 6610: 0.9116538301600463
Position 9045: 0.6770891066933843
Position 3708: 0.33726519965305507
Position 7049: 0.1674146068044307
Position 5236: 0.08147891571130818
Position 2365: 0.02810648617193589
Position 2622: 0.026255654648263283
Position 9961: 0.026021520681758996
Position 1174: 0.022085433661399458
Position 7028: 0.02026357031373216
Position 8638: 0.019459887962465516
Position 3722: 0.017637106124340766
Position 5249: 0.015233363728031347
Position 2031: 0.012365136014728034
Position 1604: 0.010837889969997409
Position 1384: 0.00989911494094598
Position 5610: 0.009427448065043307
Position 1318: 0.009290807251289654
Position 3304: 0.008918822596139705
Position 2333: 0.008146005261817238
Position 5294: 0.004845647366772141
Position 4030: 0.004843558522180324
Position 3058: 0.004737990289602973
Position 4658: 0.003585976480482335
Position 1636: 0.0033381192876381157
Position 1531: 0.0026213422291431693
Position 9625: 0.0025234486892187703
Position 2053: 0.002146980342950473
Position 2803: 0.002138801802482477
Position 3330: 0.0019653040744393533
Position 7687: 0.001933364068643711
Position 2793: 0.001591963366380782
Position 981: 0.0012381152237675222
Position 3770: 0.001117518837510385
Position 3786: 0.001062454022905941
Position 3906: 0.0010438849019687075
Position 2870: 0.0010320114163200015
Position 4073: 0.0007209116583318251
Position 1005: 0.0006281206644240178
Position 267: 0.0005289944989963272
Position 3210: 0.0003663271586685556
Position 88: 0.00030542456044464143
Position 626: 0.0002708802794806616
Position 85: 0.0002452901364746134
Position 582: 0.0002157308959777606
Position 96: 0.0002132420968546844
Position 373: 0.00020518217094428676
Position 370: 0.00020283370790306202
Position 390: 0.0002014271876395939
Position 6629: 0.0002009512995459043
Position 3468: 0.00015774038774541972
Position 1180: 0.0001360041394706839
Position 4429: 8.291445820871401e-05
Position 4465: 7.210462523728363e-05
Position 129: 4.982697292949439e-05
Position 778: 4.902785033229286e-05
Position 126: 4.343288929821208e-05
Position 3319: 4.103322750830432e-05
Position 684: 3.4860721759321026e-05
Position 527: 3.094357140007941e-05
Position 300: 3.0884061440938794e-05
Position 3098: 2.0677849685416128e-05
Position 681: 1.539108762378356e-05
Position 477: 8.395614680013779e-06
Position 632: 8.250553737988077e-06
Position 386: 7.75528633508341e-06
Position 1255: 6.802994753314921e-06
Position 3816: 5.722274201772143e-06
Position 3964: 1.9230615244232e-06
Position 1263: 1.6920220100698295e-06
Position 3734: 1.6103441453106798e-06
Position 3857: 1.1848057379740553e-06
