Gene = ICA69
index = 1217
Annotated 5SS: [ 933 1242]
Annotated 3SS: [1001 1302]
SMsplice 5SS: [ 933 1242]
SMsplice 3SS: [1001 1302]
top_k =  100
Partition function (log Z): -0.9833974950117677

Sorted 5' Splice Sites (High to Low Probability):
Position 933: 0.9834138318958707
Position 1242: 0.9625918826584711
Position 15: 0.05134959011618271
Position 1139: 0.019221824622770427
Position 1229: 0.009771613738872153
Position 907: 0.00808035008463544
Position 474: 0.0027441268876615813
Position 50: 0.0020630396657384726
Position 95: 0.0018902602706142744
Position 879: 0.0012595263769635441
Position 1212: 0.0008125420164128631
Position 671: 0.0007789581093386964
Position 1226: 0.00072385981313332
Position 619: 0.0006631051914292583
Position 847: 0.0005481651138424954
Position 210: 0.0004604158198058911
Position 1194: 0.0004236364788120693
Position 396: 0.00039305867018151716
Position 857: 0.0002809451456907046
Position 1367: 0.00017467202140314934
Position 24: 0.00015102261242708393
Position 565: 9.536514452163765e-05
Position 303: 8.174633434312339e-05
Position 1150: 7.428572708810855e-05
Position 885: 5.7531059636503305e-05
Position 1436: 4.665444658235819e-05
Position 578: 4.420392083692226e-05
Position 563: 4.060265436997129e-05
Position 1574: 3.3577993334453904e-05
Position 809: 2.8950294446089698e-05
Position 317: 2.7223953044913838e-05
Position 1152: 2.6193726694893193e-05
Position 366: 2.368213608805196e-05
Position 645: 1.9994999761280245e-05
Position 399: 1.65554164900417e-05
Position 1067: 1.5824107538460616e-05
Position 681: 1.363378268818265e-05
Position 359: 1.0222758767165006e-05
Position 708: 6.673558804522074e-06
Position 1034: 6.105657808336616e-06
Position 1568: 5.1622455988764605e-06
Position 476: 3.118891226267765e-07
Position 675: 1.0910594699840074e-07
Position 569: 8.322481321855523e-08
Position 169: 6.707280743568869e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1001: 0.9963267168178475
Position 1302: 0.9865308748764827
Position 135: 0.03212245550402221
Position 161: 0.01439894078484075
Position 1188: 0.007162748710753504
Position 533: 0.002753209820575422
Position 395: 0.0015748243575067588
Position 1017: 0.0015180693904912968
Position 200: 0.001448890677427944
Position 320: 0.0013259667795163296
Position 300: 0.0007299430781034886
Position 1308: 0.0005516972443383047
Position 557: 0.0004776449737100893
Position 258: 0.00034195995171425
Position 1014: 0.0002723735001438368
Position 455: 0.00022738646854131915
Position 665: 0.0002158291713109766
Position 560: 0.00020054436055069638
Position 1425: 0.00012532278165026999
Position 1514: 6.8966740410443e-05
Position 1654: 3.249734064062442e-05
Position 1314: 1.893988337954778e-05
Position 1521: 1.3638469340443072e-05
Position 1484: 1.1735785344128505e-05
Position 1422: 1.0929890423298533e-05
Position 1737: 9.081162325534233e-06
