Gene = eIF3i
index = 1685
Annotated 5SS: [ 85 752]
Annotated 3SS: [261 806]
SMsplice 5SS: [ 85 752]
SMsplice 3SS: [261 806]
top_k =  100
Partition function (log Z): -2.4926151284173925

Sorted 5' Splice Sites (High to Low Probability):
Position 752: 0.9967591115442368
Position 85: 0.5344856871728209
Position 452: 0.06808356354181662
Position 171: 0.05684564861667123
Position 179: 0.012031918021134546
Position 131: 0.009912336661281645
Position 473: 0.008240705433644475
Position 173: 0.006485473828043001
Position 184: 0.0028178995997746575
Position 15: 0.002099630393182776
Position 1082: 0.0020574988609093126
Position 1111: 0.0018105863418027615
Position 96: 0.0017914427865869313
Position 182: 0.0013968912494520187
Position 504: 0.0009574049143045068
Position 111: 0.0007666160472250252
Position 843: 0.0007205952123933857
Position 1244: 0.0005700478164718058
Position 544: 0.0003767881112709398
Position 756: 0.00023278168296884879
Position 31: 0.00021928358226545733
Position 1013: 0.00012921978420355257
Position 227: 0.00011453507575151086
Position 925: 0.0001116805282892438
Position 857: 8.883083399463338e-05
Position 961: 8.494423654093115e-05
Position 1316: 2.8985799371228832e-05
Position 13: 5.489387089411091e-06
Position 25: 3.106970522530662e-06
Position 49: 2.8564580886200227e-06
Position 241: 2.3542935859355208e-06
Position 89: 2.087650646723984e-06
Position 725: 2.9493953101418766e-07
Position 416: 1.3725141927424386e-07
Position 720: 6.9357055593922e-08
Position 717: 2.879684915439568e-08
Position 369: 4.991168229043712e-09
Position 426: 2.4182846664013797e-09
Position 421: 1.8026395543203165e-09
Position 18: 7.589545172862239e-10
Position 34: 2.942170845971368e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 806: 0.9972896603389064
Position 261: 0.5907421371068339
Position 537: 0.043022097171684766
Position 140: 0.020684654136894808
Position 669: 0.017012279114133142
Position 579: 0.011647146327262683
Position 279: 0.009151895340589303
Position 1188: 0.0045705416732186544
Position 583: 0.004360604291597195
Position 348: 0.0021533465980577505
Position 309: 0.0017740844744563002
Position 171: 0.0014670702907644709
Position 215: 0.0008435813875872512
Position 554: 0.0007698048318073452
Position 904: 0.0007209050119972898
Position 856: 0.0005647404763515219
Position 504: 0.0005148845476769538
Position 847: 0.0005081430763594837
Position 563: 0.0004948418781291272
Position 1308: 0.00032575528328890877
Position 882: 0.00031389929483208564
Position 1377: 0.0003044129337222035
Position 111: 5.746030958296281e-08
