Gene = Ufd1-like
index = 1582
Annotated 5SS: [295]
Annotated 3SS: [351]
SMsplice 5SS: [295]
SMsplice 3SS: [351]
top_k =  100
Partition function (log Z): -5.857413265850283

Sorted 5' Splice Sites (High to Low Probability):
Position 295: 0.9956872550656293
Position 949: 0.13102842989547628
Position 529: 0.08233488103875451
Position 936: 0.003278635735427356
Position 1180: 0.0010767748880783476
Position 996: 0.0008983098718885507
Position 1147: 0.0005510422271159659
Position 308: 0.0004941480670096557
Position 467: 0.0004919232402498186
Position 34: 0.00048085172007225857
Position 299: 0.00018798417664738702
Position 106: 6.344553819938885e-05
Position 9: 5.218093218173575e-05
Position 11: 2.3074470114623438e-05
Position 524: 1.7236790322999216e-05
Position 698: 1.5769066452263025e-05
Position 722: 1.0334669699798517e-05
Position 711: 8.439792564019514e-06
Position 276: 8.393224527332023e-06
Position 459: 8.204050492881145e-06
Position 17: 6.337261750822363e-06
Position 119: 5.724884424197977e-06
Position 429: 4.24880153411825e-06
Position 306: 2.8600475106578163e-06
Position 233: 2.1672637487345167e-06
Position 243: 2.022078834644127e-06
Position 170: 8.100336598068192e-07
Position 197: 2.1562586343633188e-07
Position 328: 1.0069944778980472e-07
Position 351: 7.250675865234042e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 351: 0.9924132405345487
Position 601: 0.08197416177732922
Position 1017: 0.05772407777570689
Position 1031: 0.0517100219040063
Position 1240: 0.01497717611166241
Position 1217: 0.005822505012307511
Position 1072: 0.0036062481189159776
Position 1078: 0.001707683267554131
Position 676: 0.0015726239387448228
Position 587: 0.0011895724286916248
Position 401: 0.0010636474598988985
Position 995: 0.0008513327861756285
Position 1189: 0.0006635723134248544
Position 142: 0.00027016369719032226
Position 419: 0.00021944829122170955
Position 1101: 0.00020777591496245885
Position 827: 0.00016387899960711288
Position 181: 0.0001460668562671452
Position 81: 0.00011196003770670091
Position 1226: 9.165588543959505e-05
Position 1195: 8.468810778745461e-05
Position 104: 5.736326194056882e-05
Position 753: 3.5786255662429784e-05
Position 119: 2.7505621511425687e-05
Position 632: 2.6440909523288224e-05
Position 848: 5.7404421968583056e-06
Position 258: 4.746425050506149e-06
Position 166: 3.736799115644463e-06
Position 96: 3.509557393245939e-06
Position 133: 2.5156751020096663e-06
Position 69: 1.2147399817526602e-06
Position 434: 6.301691864080616e-07
Position 233: 5.544248042842219e-07
Position 150: 4.374129082042107e-07
Position 157: 1.5340615952334067e-07
Position 284: 3.734475083357028e-08
