Gene = SmydA-3
index = 1509
Annotated 5SS: [ 119 1547 3299 3639]
Annotated 3SS: [1099 2968 3411 3692]
SMsplice 5SS: [ 119 3299 3639]
SMsplice 3SS: [2968 3411 3692]
top_k =  100
Partition function (log Z): 3.3099284223700196

Sorted 5' Splice Sites (High to Low Probability):
Position 3299: 0.9951550135133042
Position 3639: 0.9444525401483741
Position 1547: 0.3834379241259898
Position 119: 0.2794965368558257
Position 338: 0.17021276316587905
Position 1971: 0.11406773191512502
Position 1497: 0.09835618170701065
Position 845: 0.09726182520757744
Position 988: 0.09369590933585006
Position 780: 0.08597312762396482
Position 340: 0.06441155593655143
Position 2745: 0.05840987033900699
Position 1834: 0.046165082952736816
Position 821: 0.036443207687178826
Position 313: 0.03338276999358964
Position 29: 0.02255692000889508
Position 2143: 0.01676503986319208
Position 2148: 0.015940484664525485
Position 698: 0.012351024505601644
Position 1761: 0.010953629210743967
Position 560: 0.009622329228798403
Position 681: 0.006757556909347559
Position 311: 0.0062805390331552415
Position 509: 0.006196761003316796
Position 330: 0.005530572078035873
Position 214: 0.005408309187434198
Position 633: 0.005180814224339256
Position 1461: 0.004650261923899578
Position 977: 0.0039006411333235846
Position 3597: 0.0037797737804140122
Position 9: 0.0036367049105860555
Position 1641: 0.002725579081550859
Position 342: 0.0021580966693762788
Position 3782: 0.002152126686479742
Position 3306: 0.002037538885703393
Position 641: 0.0016132845635841216
Position 1591: 0.00153526517785777
Position 3318: 0.0011280184673761195
Position 3156: 0.001071798454597169
Position 126: 0.0006667977710744506
Position 164: 0.0006411124660359162
Position 592: 0.0003385973124227274
Position 344: 0.00026496145073577745
Position 66: 0.00024419665799599413
Position 3215: 0.00016720420023956303
Position 4309: 0.00013383418300291598
Position 3171: 0.00012921271045185874
Position 3523: 4.452705646894234e-05
Position 3303: 3.9284068044133816e-05
Position 3081: 3.758347658987238e-05
Position 3153: 3.5870123409296597e-05
Position 209: 8.41996003452153e-06
Position 12: 3.0094327762628447e-06
Position 324: 1.919820805219403e-06
Position 140: 5.572550629665017e-07
Position 3620: 3.61968333874775e-07
Position 34: 1.1278466391729736e-07
Position 3601: 8.292025630986435e-08
Position 3160: 3.6467758211316306e-08
Position 3664: 9.927270934269744e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2968: 0.999825721017096
Position 3411: 0.9981239424965196
Position 3692: 0.9269381869273081
Position 1099: 0.641545345764423
Position 2221: 0.02947897034507495
Position 1889: 0.012340766664763747
Position 950: 0.010980965869455073
Position 3705: 0.008984912111040669
Position 282: 0.008719604121313966
Position 3884: 0.0076775955039781775
Position 3738: 0.006098873281818418
Position 714: 0.0023971670200481354
Position 557: 0.0011113966755968315
Position 3383: 0.0011034556999098004
Position 761: 0.0004140239506400006
Position 767: 0.000378621296269522
Position 4443: 0.0002765324129877004
Position 4342: 0.0002654912837275719
Position 4154: 0.00025418478801564624
Position 3465: 0.00023586882568583153
Position 3585: 0.00014615345328228033
Position 3660: 0.000139448739125394
Position 3349: 9.642491280227055e-05
Position 1115: 5.540241077634822e-05
Position 3496: 2.3746601872236287e-05
