Gene = Fitm
index = 1170
Annotated 5SS: [191 869]
Annotated 3SS: [264 927]
SMsplice 5SS: [191 869]
SMsplice 3SS: [264 927]
top_k =  100
Partition function (log Z): -3.5064383403431147

Sorted 5' Splice Sites (High to Low Probability):
Position 191: 0.9751752412428837
Position 869: 0.8990863171340079
Position 873: 0.016560008375160355
Position 562: 0.015972156542395605
Position 195: 0.015075196151317867
Position 570: 0.004736427354078726
Position 377: 0.0036119188235261214
Position 1908: 0.0027134460453555388
Position 447: 0.0023817595051255666
Position 1731: 0.0012353534555336416
Position 581: 0.0011879379670034192
Position 1293: 0.0011685060800638405
Position 1736: 0.0011097032005881503
Position 1254: 0.000698497995653614
Position 888: 0.0006540245018403362
Position 353: 0.0005341935281353996
Position 585: 0.00045625772367040887
Position 505: 0.00042228086415106015
Position 598: 0.0003271985736940307
Position 525: 0.00014704614350218804
Position 362: 0.0001261451136108537
Position 514: 9.824625194309618e-05
Position 109: 7.481279737843059e-05
Position 58: 5.7457636610548066e-05
Position 179: 3.367352071790623e-05
Position 302: 2.1874525973797666e-05
Position 210: 1.438241648002419e-05
Position 7: 1.2649212146226764e-06
Position 14: 1.6919482102222145e-07
Position 199: 9.827944109573321e-08
Position 33: 5.488533132558134e-08
Position 151: 3.8429096272748775e-08
Position 113: 2.62086104443784e-08
Position 184: 1.832220417564307e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 264: 0.9569963460654048
Position 927: 0.8800693029466632
Position 627: 0.036129851729832886
Position 1018: 0.030345008097825213
Position 422: 0.020570743059644625
Position 956: 0.006102407062660149
Position 1775: 0.0036260485118871444
Position 1964: 0.0020319221177448263
Position 282: 0.0013442615624878957
Position 663: 0.0011309245811720768
Position 1810: 0.0010937028419480603
Position 1430: 0.0007631801244091562
Position 581: 0.0007327678937468743
Position 1970: 0.0006815239276107124
Position 328: 0.0005455661410587057
Position 302: 0.000377096261853037
Position 675: 0.0003768011702545821
Position 1817: 0.00030555240581038747
Position 793: 0.0002462016612447171
Position 294: 8.492528519006234e-05
Position 565: 5.351718342758355e-05
Position 109: 3.2642727448679185e-05
Position 534: 3.2514078199378905e-05
Position 151: 6.153958520493243e-06
Position 122: 1.5083029571068988e-06
Position 78: 1.1179629079421236e-06
Position 135: 1.4157984280652337e-07
Position 99: 4.46936703879059e-09
