Gene = TfIIEalpha
index = 1553
Annotated 5SS: [ 185 1370]
Annotated 3SS: [ 262 1437]
SMsplice 5SS: [ 185 1370]
SMsplice 3SS: [ 262 1437]
top_k =  100
Partition function (log Z): 0.38513921924276595

Sorted 5' Splice Sites (High to Low Probability):
Position 185: 0.9933109815695329
Position 1370: 0.8300436760281138
Position 566: 0.08951562141436746
Position 1292: 0.04467967699455672
Position 330: 0.042003431016501405
Position 194: 0.004896502304478821
Position 379: 0.00395021752824984
Position 1010: 0.00248096776552882
Position 580: 0.0020735472373129018
Position 1596: 0.0011147036326297382
Position 427: 0.001070352929390468
Position 1093: 0.0008136916330882087
Position 876: 0.0005639035624010499
Position 343: 0.0005064472714130007
Position 325: 0.00041657041129841124
Position 653: 0.0004003868838709585
Position 683: 0.00039685693943235326
Position 489: 0.00038814741449787876
Position 525: 0.0002755546472215149
Position 671: 0.00020046501633914592
Position 1300: 0.00015329795186201683
Position 627: 0.00014703385179374676
Position 895: 0.00014562730316908265
Position 1636: 0.00010269989635121283
Position 922: 8.071564620435563e-05
Position 1107: 8.053902882786503e-05
Position 890: 6.146479232446872e-05
Position 189: 6.114187959769285e-05
Position 1236: 4.977605155799332e-05
Position 692: 4.123372791444354e-05
Position 622: 4.030864303566848e-05
Position 353: 3.213155971400222e-05
Position 1661: 2.1178096197721616e-05
Position 98: 2.859829002232936e-06
Position 171: 2.5035044439194703e-06
Position 180: 1.8338331306404757e-06
Position 165: 3.3168931994107795e-07
Position 149: 2.752735706115054e-07
Position 376: 1.15714006462861e-07
Position 619: 3.423296445785681e-08
Position 1138: 2.847963451512376e-08
Position 30: 1.4652902310344133e-08
Position 229: 2.526087213126086e-10
Position 50: 2.196045888625649e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 262: 0.9939560378912589
Position 1437: 0.9820499754102445
Position 864: 0.007224232769874937
Position 1251: 0.006304662007614535
Position 791: 0.006178070116374364
Position 1470: 0.005768041628752398
Position 1325: 0.0053309334665523934
Position 1129: 0.005194558531973065
Position 847: 0.001725285574440412
Position 1185: 0.0016947319186917142
Position 627: 0.00127944134104143
Position 1218: 0.0010515113169915261
Position 633: 0.0009550482713241581
Position 1691: 0.0006401865862161428
Position 1719: 0.00036625033980203627
Position 1647: 0.0001562447494598107
Position 298: 5.1019021841230715e-05
Position 447: 4.8586723294267435e-05
Position 606: 4.222275337486663e-05
Position 1672: 4.162314179725401e-05
Position 1708: 3.4276807903429955e-05
Position 402: 1.9447990454549965e-05
Position 450: 7.703519636666549e-06
Position 483: 5.863102385690618e-06
Position 307: 8.629683392882964e-07
Position 229: 3.025508537553051e-08
Position 149: 6.213607056948818e-11
Position 313: 3.424560554524676e-11
Position 353: 7.07139288791073e-12
Position 318: 1.2674853633138945e-12
Position 80: 3.1091442125994695e-13
Position 218: 2.0791858751696632e-13
