Gene = TMS1
index = 1539
Annotated 5SS: [ 159 1082 1257 1500 1772 2235]
Annotated 3SS: [ 525 1146 1315 1561 2071 2298]
SMsplice 5SS: [ 159 1082 1257 1500 1772 2235]
SMsplice 3SS: [ 525 1146 1315 1561 1836 2298]
top_k =  100
Partition function (log Z): 20.441676743628193

Sorted 5' Splice Sites (High to Low Probability):
Position 2235: 0.9974820667231152
Position 1082: 0.9974137666387427
Position 1257: 0.997403384030686
Position 1500: 0.9928062190940673
Position 1772: 0.984783121901019
Position 159: 0.8024951397353781
Position 187: 0.19176183792991403
Position 23: 0.061101330795895206
Position 1922: 0.029029008302523186
Position 2009: 0.02360799037190938
Position 777: 0.01287879757867767
Position 631: 0.01287538864493468
Position 612: 0.012057210651559735
Position 2001: 0.006824121798377001
Position 2021: 0.005417116567809611
Position 1735: 0.0035935604486814535
Position 808: 0.00336888269860112
Position 2229: 0.002144990780030797
Position 2344: 0.0017157769405473729
Position 2568: 0.0014110394784996772
Position 2607: 0.0008360204854822704
Position 461: 0.000806780005743796
Position 799: 0.0006524259920898461
Position 994: 0.0006223751078943845
Position 2411: 0.0005575224842896945
Position 2373: 0.0004987792546672918
Position 2571: 0.0004690700993046302
Position 788: 0.0003831644190385644
Position 990: 0.00033266834140899975
Position 2520: 0.00029884821791791385
Position 640: 0.0002468121456306789
Position 2573: 0.0002389927644661585
Position 1463: 0.0002296229754460014
Position 1477: 0.0001660910586333954
Position 30: 9.570534099168029e-05
Position 95: 8.38521731201052e-05
Position 2447: 7.308071545437809e-05
Position 2468: 7.118900733397815e-05
Position 2375: 3.1428864985308435e-05
Position 1191: 2.6699299090778047e-05
Position 1456: 2.5156204636104466e-05
Position 1266: 2.228130449304949e-05
Position 1261: 2.2132128789126574e-05
Position 1382: 1.528438326290929e-05
Position 1263: 1.5005524440394909e-05
Position 1769: 1.2330391351749676e-05
Position 1317: 7.2042068228256335e-06
Position 1692: 5.101120180006335e-06
Position 2457: 5.024291853287907e-06
Position 1202: 4.4801139442614014e-06
Position 1339: 3.1966677047772353e-06
Position 415: 3.0107266474345847e-06
Position 1778: 2.251898042643904e-06
Position 391: 2.2392815877176136e-06
Position 1288: 1.6139647169889544e-06
Position 1368: 1.0224771651494452e-06
Position 10: 8.048602546693526e-07
Position 1707: 5.693890847777812e-07
Position 63: 1.0154032799689952e-07
Position 84: 8.991022861995273e-08
Position 145: 3.661558472535814e-08
Position 232: 3.0326382971039364e-08
Position 1465: 2.9119837794011335e-08
Position 1484: 2.2388243481225844e-08
Position 107: 4.6925551779295225e-09
Position 2182: 3.835956589173547e-09
Position 1162: 1.6396549194869187e-11
Position 1448: 1.6067186751932445e-11
Position 1165: 1.3188587243644916e-11
Position 1530: 3.991671546362977e-12
Position 1045: 4.6895410703398225e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 2298: 0.9996706973126728
Position 1315: 0.9976250726720574
Position 1146: 0.9974524839337735
Position 525: 0.9936671454755432
Position 1561: 0.9810847952342366
Position 1836: 0.3717637863315935
Position 2080: 0.2300003171535995
Position 2071: 0.22185198471727435
Position 2083: 0.19793794768159848
Position 84: 0.057634322814833674
Position 897: 0.027679639176894852
Position 2092: 0.027411501218609385
Position 725: 0.00810309170819634
Position 675: 0.007223550485114754
Position 1563: 0.00560572155640284
Position 2655: 0.004525774948908751
Position 1579: 0.003104655711234497
Position 1816: 0.0023656980741206743
Position 2098: 0.0019452346085020206
Position 1567: 0.0014325956381900742
Position 2462: 0.0012250083117934536
Position 867: 0.0011724912323257833
Position 1627: 0.0011670660077889449
Position 225: 0.0008723651833018315
Position 457: 0.0008538469304128942
Position 2433: 0.0006511384655997837
Position 1032: 0.00049892923534122
Position 1150: 0.0003838107160156992
Position 553: 0.0002741207766421312
Position 1380: 0.00025384013663697606
Position 1649: 0.0002448878467374735
Position 1162: 0.00018957080964716427
Position 1721: 0.00018376169358644149
Position 1901: 0.00018052477926198073
Position 1400: 0.00017362275657893135
Position 107: 0.0001346280349428123
Position 1438: 0.00010681459220598241
Position 95: 8.317114802907181e-05
Position 370: 8.157874137539537e-05
Position 222: 8.028229886972762e-05
Position 150: 4.925967364336083e-05
Position 1295: 2.758106079764242e-05
Position 308: 1.8954831055336542e-05
Position 1599: 1.4214718768332318e-05
Position 1408: 1.3303460902710806e-05
Position 1317: 1.0597182888871437e-05
Position 1760: 4.219260543750635e-06
Position 1339: 3.869939659721511e-06
Position 158: 7.419843188285677e-07
Position 474: 4.7030171123925026e-07
Position 338: 2.186097844604224e-07
Position 58: 5.5097114513864944e-11
Position 129: 4.661310853601282e-11
Position 182: 1.461187159998661e-12
