Gene = Atac3
index = 34
Annotated 5SS: [ 447  858 1126 1289 1571 1960 2113 2238]
Annotated 3SS: [ 503  912 1267 1452 1633 2017 2167 2297]
SMsplice 5SS: [ 194  664  858 1126 1571 1960 2113 2238]
SMsplice 3SS: [ 314  728  912 1452 1633 2050 2167 2297]
top_k =  100
Partition function (log Z): 17.89366136948362

Sorted 5' Splice Sites (High to Low Probability):
Position 1571: 0.9986988294840998
Position 858: 0.9971767758821553
Position 1126: 0.9819200841659659
Position 1960: 0.9748211667996898
Position 2238: 0.9096206140461117
Position 194: 0.8571953699030742
Position 664: 0.8529410085514375
Position 2113: 0.72981396166978
Position 447: 0.3779784534965328
Position 2779: 0.2318281568464242
Position 245: 0.037522290232626127
Position 1100: 0.016531460865554185
Position 2793: 0.016386525822393392
Position 36: 0.014124233607805915
Position 459: 0.0056680686910318325
Position 1289: 0.004713587324291361
Position 299: 0.002025182163993907
Position 76: 0.0019754573050938724
Position 59: 0.0012616305604471365
Position 1696: 0.0012432767569645845
Position 543: 0.0011429302513986917
Position 833: 0.00046742357197657273
Position 470: 0.00043552037553917084
Position 1992: 0.0004290076573619224
Position 1316: 0.00035845289097062084
Position 1974: 0.00017043649984159053
Position 840: 0.00013648132852754621
Position 198: 0.0001123364145283291
Position 1575: 0.0001014636671479861
Position 1979: 8.392190286485856e-05
Position 1130: 6.573854493446707e-05
Position 17: 5.2291910246385087e-05
Position 1179: 5.212056129906893e-05
Position 759: 5.1929751057982534e-05
Position 2117: 4.923953246425347e-05
Position 1527: 2.988327981426585e-05
Position 1855: 2.3071818126627415e-05
Position 1498: 2.130937756717715e-05
Position 107: 5.730322909796598e-06
Position 41: 4.2779252020647505e-06
Position 1531: 1.1262230696574606e-08
Position 216: 3.773138564827825e-09
Position 1309: 2.0963235543205124e-09
Position 1107: 5.574298246270664e-10
Position 221: 4.765282780350315e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 912: 0.9983293105667771
Position 1633: 0.9913518995132068
Position 728: 0.8847963391796905
Position 2167: 0.734432393791778
Position 1452: 0.7213730924827425
Position 2050: 0.642001890049296
Position 314: 0.5804320998423818
Position 2297: 0.4756050712395503
Position 2303: 0.4141981393905357
Position 503: 0.33113061042278563
Position 1411: 0.2646380864931425
Position 2017: 0.26411201907979115
Position 3002: 0.20585020136045676
Position 358: 0.15112838425860903
Position 2012: 0.06032697686168024
Position 264: 0.05629205802795367
Position 335: 0.05467932150211102
Position 513: 0.035322693790122775
Position 274: 0.02827927959984116
Position 2839: 0.023540407098589348
Position 1455: 0.010137701985120552
Position 2897: 0.00961330317678013
Position 299: 0.00882834326121751
Position 2832: 0.007580178756525134
Position 123: 0.007516948059832543
Position 2475: 0.007315869332986997
Position 2320: 0.006644360784749802
Position 2394: 0.005248815875707655
Position 524: 0.005101293200258197
Position 1267: 0.005053574132129463
Position 1749: 0.0031351890396444405
Position 2972: 0.002761917709729593
Position 1690: 0.002552885938634614
Position 94: 0.0024693955216448355
Position 2070: 0.0018660551167732436
Position 193: 0.0018357296307811583
Position 1674: 0.0014770177215354576
Position 2925: 0.0014469046098821783
Position 1777: 0.0012791704967644803
Position 783: 0.001248776705272128
Position 370: 0.0009431563537807364
Position 107: 0.0009190926828488127
Position 1178: 0.0008764376122385332
Position 578: 0.0006622807154515109
Position 1415: 0.0006409496612960732
Position 1315: 0.0005389315823601676
Position 2089: 0.0003559944119942334
Position 2204: 0.0002875514011954378
Position 981: 0.00026556628947588295
Position 1896: 0.00022450647762060875
Position 1332: 0.00020615770176944407
Position 1701: 0.00013701248845208227
Position 2112: 9.426965880713501e-05
Position 1780: 6.700767246986802e-05
Position 419: 2.5417304384306067e-05
Position 2327: 2.1939521910517473e-05
Position 1861: 1.843487440063284e-05
Position 133: 1.7988724478698527e-05
Position 165: 2.207278899200725e-06
Position 232: 1.1114084712513848e-06
Position 198: 4.955866757478654e-10
