Gene = Bacc
index = 45
Annotated 5SS: [ 396 1216 3726]
Annotated 3SS: [ 926 3562 3799]
SMsplice 5SS: [1216 3726]
SMsplice 3SS: [3562 3799]
top_k =  100
Partition function (log Z): -2.1927532428434056

Sorted 5' Splice Sites (High to Low Probability):
Position 3726: 0.9912731221970235
Position 1216: 0.8776316178726791
Position 4030: 0.19075507925672047
Position 1795: 0.13697482169372563
Position 2927: 0.11045142347758849
Position 447: 0.08086563021073441
Position 1127: 0.07900970204162303
Position 3375: 0.0674782984302814
Position 2600: 0.02616782139072475
Position 1833: 0.0224162584736986
Position 3393: 0.02183100821732642
Position 267: 0.02168040557088622
Position 3356: 0.021253874817661556
Position 2891: 0.018605372387295226
Position 4187: 0.013155728619809256
Position 2127: 0.012443389103178043
Position 396: 0.011087259974582648
Position 3846: 0.01022676228288659
Position 1240: 0.007572166174643756
Position 2321: 0.006711186583716501
Position 3699: 0.006380256548651633
Position 865: 0.00579804801271964
Position 1943: 0.005229058069107714
Position 393: 0.005095582100093863
Position 364: 0.004319426794622158
Position 127: 0.0036515823056352333
Position 1575: 0.003353230611237128
Position 3857: 0.002390381587515523
Position 794: 0.0021770318163241995
Position 2226: 0.001949239839769222
Position 852: 0.0018546466294260663
Position 1255: 0.0017507511430004776
Position 674: 0.001436017148973172
Position 816: 0.001204520410862262
Position 1509: 0.0005374063632120479
Position 434: 0.0005047226708703379
Position 101: 0.0003550106871848763
Position 798: 0.00025243622602374576
Position 735: 0.0002502620179547625
Position 275: 0.00012291814127342361
Position 466: 8.224779195872785e-05
Position 3679: 5.576825617737573e-05
Position 3720: 4.878807149779327e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 3562: 0.9937211758881295
Position 3799: 0.9431094591441931
Position 1604: 0.24360999447191972
Position 4144: 0.14080961702361977
Position 2995: 0.11158459863136087
Position 926: 0.06788325846366901
Position 4774: 0.060968053822403105
Position 2188: 0.04633608140340291
Position 2533: 0.02594113543795074
Position 4252: 0.023448144976637886
Position 2659: 0.015571229235993172
Position 3962: 0.011943429424734385
Position 4311: 0.010513972532957121
Position 993: 0.009973299745484674
Position 511: 0.009215087727379442
Position 498: 0.00795488482203595
Position 2403: 0.006886835735968737
Position 5059: 0.006536113783526642
Position 4391: 0.0058556150892375685
Position 3959: 0.004760581077957763
Position 3575: 0.004734223099322952
Position 335: 0.004609131818359846
Position 4271: 0.004373494299761488
Position 526: 0.0034600417795785463
Position 1367: 0.0032846313866935553
Position 469: 0.0024076006899374346
Position 955: 0.00231500426470367
Position 4965: 0.0018042071070886766
Position 1050: 0.0012482135029446787
Position 1403: 0.0006084010395398544
Position 3501: 0.00028330910505290933
Position 3912: 0.00016319853816448978
Position 187: 0.00013460895168130162
Position 1701: 0.00011566035043812828
Position 937: 6.912049828991884e-05
Position 1182: 4.6858114655579265e-05
Position 1634: 4.198972447756306e-05
Position 1496: 3.799606470632119e-05
Position 175: 3.0003246917520878e-05
