Gene = BHD
index = 43
Annotated 5SS: [1252 1444]
Annotated 3SS: [1340 1501]
SMsplice 5SS: [1252 1444]
SMsplice 3SS: [1340 1501]
top_k =  100
Partition function (log Z): -3.8725347967230817

Sorted 5' Splice Sites (High to Low Probability):
Position 1252: 0.9805256478391977
Position 1444: 0.9549638402399819
Position 8: 0.08075707217151663
Position 373: 0.059068595230178864
Position 453: 0.014009996873544216
Position 817: 0.003433422782514299
Position 984: 0.0022920740401335283
Position 398: 0.002139512391028374
Position 28: 0.001949394058191798
Position 1003: 0.0014368487799718466
Position 1560: 0.0011066446869848641
Position 1421: 0.0005962101419346355
Position 960: 0.0002297993137947537
Position 1448: 0.00022882436528261674
Position 518: 0.00010509950902962816
Position 996: 8.69790538134178e-05
Position 1217: 6.84642098890163e-05
Position 1435: 3.091843843365239e-05
Position 1569: 2.220833478434492e-05
Position 19: 3.244311021965972e-06
Position 102: 2.496312710520759e-07
Position 82: 1.0510654391644256e-07
Position 136: 1.0471321527774417e-07
Position 191: 8.790947693313141e-08
Position 361: 5.8406509168020824e-08
Position 1215: 3.180695007250494e-08
Position 354: 3.00174953759805e-08
Position 1115: 2.9489826780819782e-08
Position 1032: 2.9165361100853817e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1340: 0.9430117354559673
Position 1501: 0.9321531903246021
Position 66: 0.05361230036402216
Position 1369: 0.040489233435876265
Position 1146: 0.02979254752856575
Position 75: 0.020892139241359655
Position 1537: 0.01651813664755747
Position 1346: 0.010416339890025113
Position 539: 0.007672625361162768
Position 512: 0.0072793159267293935
Position 1108: 0.005750850897234214
Position 1506: 0.005542891907141127
Position 85: 0.005015560388822523
Position 1043: 0.00484541648509706
Position 424: 0.004214839023467809
Position 1642: 0.00292500575754306
Position 467: 0.0024021200944551583
Position 876: 0.0021016272860266407
Position 839: 0.001463970571861594
Position 753: 0.0011533680495278088
Position 929: 0.001153285142924584
Position 485: 0.001029213551935612
Position 1165: 0.0010141653788383524
Position 989: 0.0006976714570045708
Position 856: 0.0004882438238228441
Position 90: 0.0003905290307762101
Position 1472: 0.0003462195007431973
Position 268: 0.0002592392616642695
Position 518: 0.00012556381351926915
Position 1394: 0.00011150635458682115
Position 1414: 8.678196097809133e-05
Position 1544: 5.595185741858983e-05
Position 1574: 1.8027359228069968e-05
Position 1648: 1.2079514239554128e-05
Position 271: 7.263590294167243e-06
Position 161: 5.350166474723185e-06
Position 108: 6.356106439111862e-07
Position 128: 1.9840389787378032e-07
Position 206: 1.9122417929776157e-07
Position 87: 8.406112449707462e-08
Position 248: 6.279419769886551e-08
Position 203: 3.028810600401145e-08
Position 301: 1.4234234171126611e-08
