Gene = geko
index = 1714
Annotated 5SS: [ 619 4302]
Annotated 3SS: [4099 5519]
SMsplice 5SS: [ 619 4302]
SMsplice 3SS: [4099 5519]
top_k =  100
Partition function (log Z): -1.796611798670663

Sorted 5' Splice Sites (High to Low Probability):
Position 4302: 0.9970482758306288
Position 619: 0.9879165782286833
Position 5737: 0.06787636802130093
Position 5266: 0.0556775383664949
Position 5022: 0.05155661599101695
Position 5695: 0.04542226360237381
Position 1721: 0.038453733400202895
Position 1989: 0.018007205928370205
Position 513: 0.010692040924873154
Position 4700: 0.009587050051388537
Position 1870: 0.009290251155320249
Position 5727: 0.00898028583933575
Position 289: 0.007407505865427836
Position 4479: 0.00448561194269601
Position 1006: 0.0029075948412570266
Position 79: 0.002419447884222786
Position 5701: 0.002380975166719463
Position 5760: 0.0023068793668268675
Position 5032: 0.0018673922746522457
Position 51: 0.0015636158593359416
Position 33: 0.0014384102539784327
Position 1145: 0.00136969093871442
Position 5896: 0.0009540005172243525
Position 62: 0.0009437026620997862
Position 167: 0.0008809022095697676
Position 48: 0.0007956145514732364
Position 197: 0.0004853265841240676
Position 1552: 0.00039139435644352627
Position 90: 0.0003051113972377914
Position 96: 0.00024185592401726526
Position 1071: 0.00016976229953189745
Position 1503: 0.00012964239064456646
Position 104: 0.00010157778814670292
Position 767: 8.921975815884869e-05
Position 112: 8.639181342155226e-05
Position 1104: 6.693202049675614e-05
Position 1125: 6.67381741243029e-05
Position 277: 6.47113972106693e-05
Position 128: 6.277339121187166e-05
Position 936: 4.18877560778756e-05
Position 191: 3.796817311377573e-05
Position 1154: 2.711622929893784e-05
Position 171: 1.8510337460126877e-05
Position 4367: 1.4786321098224035e-05
Position 68: 1.3273407252196926e-05
Position 839: 1.7884190315642374e-06
Position 954: 4.3293845807163736e-07
Position 581: 2.701824533123267e-07
Position 350: 1.825804043736957e-07
Position 745: 5.563221443499607e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5519: 0.9619403613348512
Position 4099: 0.8965338943593328
Position 5818: 0.12601407062894995
Position 4126: 0.07272688828641027
Position 4918: 0.04106674747036966
Position 1061: 0.03304948582320599
Position 4436: 0.030902487139983136
Position 4123: 0.018289868097354788
Position 4515: 0.0148297787750243
Position 4946: 0.013636236558035747
Position 1614: 0.013011439199960584
Position 377: 0.011720196862740269
Position 5485: 0.010957068024527348
Position 4569: 0.010405237280442164
Position 5466: 0.009570955029131257
Position 4546: 0.009118099462318393
Position 1205: 0.008254283027762247
Position 5021: 0.007883241766292499
Position 4566: 0.007259183498832777
Position 1400: 0.007258240954653987
Position 1648: 0.0050438277263928424
Position 3858: 0.004907008366985976
Position 112: 0.004158996702082938
Position 5945: 0.0029198672990808274
Position 3307: 0.002141654241909193
Position 3864: 0.001786001892779263
Position 4799: 0.001508954014379673
Position 912: 0.001287665622535645
Position 1359: 0.0012562971766060865
Position 5322: 0.00121504663794109
Position 350: 0.0009167874073033369
Position 5916: 0.0009005933689102839
Position 3375: 0.0005346149595535342
Position 5851: 0.0005115955861450394
Position 889: 0.0005005037662486022
Position 2267: 0.00032354831371740774
Position 953: 5.5354393634980343e-05
Position 5133: 4.596777856751395e-05
Position 4349: 3.405323978867448e-05
Position 2927: 2.665707516055903e-05
Position 3090: 2.3917549265908267e-05
Position 2659: 2.2927547380399063e-05
Position 4359: 1.9164016682943084e-05
Position 842: 1.7844903935219676e-05
Position 2209: 1.6357670976565954e-05
Position 4384: 1.0487053012252225e-05
Position 288: 1.0222581798270422e-05
Position 202: 9.769232022465815e-06
Position 2455: 6.246911177644783e-06
Position 517: 2.070467258448332e-06
Position 2541: 2.0595629162443735e-06
Position 275: 1.5597335262805432e-06
Position 175: 1.4334202121698197e-06
Position 570: 3.6685652031569926e-07
Position 1415: 2.42202397193462e-08
