Gene = Grasp65
index = 1201
Annotated 5SS: [164]
Annotated 3SS: [599]
SMsplice 5SS: [164]
SMsplice 3SS: [599]
top_k =  100
Partition function (log Z): -4.559218328589735

Sorted 5' Splice Sites (High to Low Probability):
Position 164: 0.9775199839650967
Position 441: 0.015601279909925504
Position 265: 0.008185628848824662
Position 1042: 0.006043106127442606
Position 375: 0.003116803423578988
Position 2091: 0.0025989508810679695
Position 1775: 0.0025027608968062895
Position 201: 0.0019365492459840366
Position 1596: 0.001860215045501667
Position 788: 0.0013572925073631575
Position 1079: 0.0013320439953631309
Position 1349: 0.0009364274530916213
Position 959: 0.0005971533864619564
Position 1529: 0.00023535753497739293
Position 274: 0.00012487788922775625
Position 503: 0.00011361476610300952
Position 445: 9.996104098232359e-05
Position 2026: 8.820253570938022e-05
Position 168: 8.622764534770942e-05
Position 170: 7.288227788623038e-05
Position 248: 4.342561251968779e-06
Position 470: 8.968298535238989e-07
Position 349: 1.734644771442286e-07
Position 363: 5.2948800466971834e-08
Position 70: 5.2767950568996265e-08
Position 185: 1.6462745930569935e-09
Position 61: 2.961618705640405e-12
Position 3: 2.9005297825548035e-12
Position 50: 2.4150457824411745e-12
Position 142: 1.843855004561135e-12
Position 29: 1.5240262581693407e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 599: 0.9896355151131191
Position 1657: 0.006461512991503113
Position 1168: 0.0057419551241802026
Position 2162: 0.005230602295837627
Position 307: 0.0025286603417675356
Position 231: 0.0023404054681861975
Position 1831: 0.001988099332963404
Position 432: 0.0013523555546158307
Position 349: 0.0012481185660431291
Position 542: 0.0012297114711577164
Position 1856: 0.0011208315588408355
Position 1702: 0.0006294406878464538
Position 562: 0.0005401231553860908
Position 1027: 0.0005190156069572688
Position 506: 0.0004910685441326052
Position 622: 0.00042698141073890274
Position 2198: 0.00040750660245396017
Position 264: 0.0003363759174610388
Position 643: 0.0003224449112593379
Position 546: 0.000283339889029262
Position 363: 0.00022973057342392766
Position 509: 0.00022284163748674331
Position 485: 0.00021257444903197844
Position 565: 0.00020645191131086094
Position 923: 0.00019261395626914306
Position 1450: 0.00018173148034454495
Position 616: 0.00014151867218070965
Position 774: 9.416014541484461e-05
Position 274: 3.933543479259747e-05
Position 238: 3.093442888053306e-05
Position 279: 2.8849605958427093e-05
Position 248: 3.276842245631668e-08
