Gene = Cyp6a16
index = 1117
Annotated 5SS: [ 508 1127]
Annotated 3SS: [ 563 1717]
SMsplice 5SS: [ 508 1127]
SMsplice 3SS: [ 563 1717]
top_k =  100
Partition function (log Z): -5.301131235196555

Sorted 5' Splice Sites (High to Low Probability):
Position 1127: 0.690418340316751
Position 508: 0.6366884591038484
Position 1140: 0.2299294667116254
Position 1284: 0.21110963394255597
Position 2547: 0.09351437367296693
Position 513: 0.058106501732263054
Position 681: 0.05570459632979905
Position 777: 0.04388061493313632
Position 496: 0.03044993600546583
Position 2635: 0.013000999015946549
Position 2011: 0.011959150626276978
Position 1371: 0.006183991214364058
Position 1298: 0.004758382531099454
Position 479: 0.0027265893419405694
Position 1526: 0.0013486592947765546
Position 2005: 0.0007566973207472948
Position 715: 0.0005847338686238468
Position 501: 0.000508112058350352
Position 223: 0.00031307320818573366
Position 289: 0.0001289067871890257
Position 1496: 9.380029386740158e-05
Position 386: 9.116412838816477e-05
Position 1333: 4.30056228212448e-05
Position 162: 4.2429851504885675e-05
Position 71: 3.6287920052627346e-05
Position 280: 3.1482681577549934e-05
Position 360: 1.6597426673347292e-05
Position 166: 1.0750274735850344e-05
Position 435: 7.535401650842506e-06
Position 1131: 6.256672071895909e-06
Position 316: 5.715633161982729e-06
Position 3: 4.513398563869485e-06
Position 422: 2.333572808311497e-06
Position 215: 1.8618144209442737e-06
Position 8: 1.175529305434261e-06
Position 238: 1.0919137365531014e-06
Position 143: 9.64554824839696e-07
Position 402: 6.165359785469798e-07
Position 460: 5.96295693597353e-07
Position 441: 5.388635038531538e-07
Position 451: 4.320109612929827e-07
Position 259: 3.4739164824756855e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1717: 0.9915922862527294
Position 563: 0.6937608312792698
Position 1207: 0.1106923142606339
Position 1191: 0.09450750930507412
Position 2687: 0.06370984515237368
Position 822: 0.03929283873585244
Position 2624: 0.03701478777766874
Position 737: 0.020231931558924637
Position 751: 0.009415820364653533
Position 2360: 0.007939195788496264
Position 2594: 0.0057907397588710064
Position 1060: 0.0043962025036364885
Position 2073: 0.0031362996679333605
Position 806: 0.002629844236189043
Position 1198: 0.001646789922362643
Position 1193: 0.0012579875151087555
Position 1029: 0.001183592920311804
Position 898: 0.0009743808449378734
Position 646: 0.0008780938554348434
Position 2307: 0.000695879052836017
Position 2328: 0.0004767343060427036
Position 2274: 0.0004677391317159339
Position 372: 0.000418454597097808
Position 649: 8.04759038961944e-05
Position 706: 6.795218528710437e-05
Position 578: 6.028338824061222e-05
Position 622: 5.8505462243039475e-05
Position 422: 4.0612113340780144e-05
Position 155: 3.323879446737566e-05
Position 209: 7.544109651726197e-06
Position 215: 6.877688822484025e-06
Position 471: 1.0763108006723207e-06
Position 59: 1.057482448253724e-06
Position 120: 9.115128616436042e-07
Position 222: 6.730473528037793e-07
Position 285: 5.710202969766066e-07
Position 435: 5.48683605569039e-07
Position 329: 2.893123942525964e-07
