Gene = l(2)05287
index = 1742
Annotated 5SS: [ 260  707 1476 1719 2959 3393]
Annotated 3SS: [ 322  820 1539 1783 3021 7016]
SMsplice 5SS: [ 260  707 1476 1719 2959 3393]
SMsplice 3SS: [ 322  820 1539 1783 3021 7016]
top_k =  100
Partition function (log Z): 23.531465373501874

Sorted 5' Splice Sites (High to Low Probability):
Position 1719: 0.9999855581857261
Position 3393: 0.9993086088069303
Position 2959: 0.9974609076814901
Position 707: 0.9965671800460805
Position 1476: 0.9936010875588762
Position 260: 0.969921683870017
Position 2692: 0.37643616752986137
Position 53: 0.2442213448384487
Position 1251: 0.08154681284285363
Position 1257: 0.06744456605813137
Position 1230: 0.05488201231420843
Position 2662: 0.028515817893788823
Position 1908: 0.02643333881011161
Position 217: 0.026297047552510427
Position 1089: 0.024984048739755325
Position 7379: 0.011165185662068224
Position 1913: 0.00897961772367648
Position 2037: 0.007372971372114784
Position 1363: 0.006608158906719481
Position 1190: 0.0061345088547041385
Position 5651: 0.005737717493874049
Position 1227: 0.004953013441227729
Position 36: 0.003657632938184627
Position 1955: 0.003494283403980148
Position 505: 0.0024956285451694146
Position 647: 0.0020903819365890954
Position 3214: 0.001774245087652596
Position 2937: 0.001735984498482039
Position 160: 0.0016333136986531535
Position 3208: 0.0015002213047704148
Position 1210: 0.0013875821059461404
Position 1145: 0.0012010821893412987
Position 483: 0.0010409868720285145
Position 3839: 0.0010149374423442735
Position 1212: 0.0006047645728738255
Position 670: 0.0004498537087773371
Position 463: 0.00042911007667996936
Position 86: 0.00041536689670704723
Position 240: 0.0003511444150618088
Position 293: 0.00034840075990063744
Position 1410: 0.000270962658982338
Position 639: 0.00023969308345513635
Position 26: 0.00023556919477585485
Position 2024: 0.00013552549058023749
Position 72: 0.00011650215948313078
Position 711: 8.14038707397991e-05
Position 2340: 8.027805928843734e-05
Position 2307: 7.576804721738945e-05
Position 225: 6.515481649208903e-05
Position 1899: 5.885521407263404e-05
Position 2280: 4.783875690670976e-05
Position 1469: 4.5707407207532906e-05
Position 1491: 4.0401751635375286e-05
Position 203: 3.2845335720395976e-05
Position 1462: 2.669486338238102e-05
Position 75: 2.2997136721732362e-05
Position 586: 1.586637813163397e-05
Position 654: 8.722244945134765e-06
Position 1648: 8.448353540199067e-06
Position 631: 7.645699389072534e-06
Position 461: 4.841929370986169e-06
Position 3584: 4.112500872173488e-06
Position 1960: 3.904943066515971e-06
Position 3614: 2.094702644074326e-06
Position 1678: 1.8655026724409102e-06
Position 3547: 1.8096513936371786e-06
Position 1119: 4.208160927852781e-07
Position 1650: 3.8468188332565953e-07
Position 987: 3.76684240131541e-07
Position 90: 3.308255863169135e-07
Position 1663: 2.78124327538738e-07
Position 651: 2.416857605019087e-07
Position 507: 1.6243669351342363e-07
Position 487: 9.94658912283629e-08
Position 469: 9.270300823985094e-08
Position 2659: 7.569967663181862e-08
Position 1860: 7.036277647269587e-08
Position 2447: 7.031421347555631e-08
Position 1902: 6.001552103294645e-08
Position 197: 2.250977104141253e-08
Position 2239: 2.2090655757998196e-08
Position 286: 1.4733043015612616e-08
Position 297: 1.0529240848255029e-08
Position 190: 6.040540596267927e-10
Position 150: 8.710509578608502e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1539: 0.9989356340909573
Position 322: 0.9966401337263371
Position 3021: 0.9963458182759375
Position 820: 0.9950678494160364
Position 1783: 0.9944272969178476
Position 7016: 0.7973285639631649
Position 2762: 0.34855815566648024
Position 1325: 0.24162607860502636
Position 113: 0.20824143402445983
Position 6914: 0.05672901980246841
Position 2746: 0.04118191104628697
Position 117: 0.039008304276534816
Position 2018: 0.03815242874530585
Position 3661: 0.033405672508299046
Position 5449: 0.021802639951690506
Position 5711: 0.01702584715079824
Position 5358: 0.013090035749955388
Position 5902: 0.011188332538376871
Position 5031: 0.009412356785495991
Position 2104: 0.009393441386554997
Position 6228: 0.009345069547338956
Position 3506: 0.009109492928866869
Position 7436: 0.008999103161214505
Position 2876: 0.007413590883148139
Position 2727: 0.007283214255005667
Position 4568: 0.004576268271658629
Position 3480: 0.004556341576213496
Position 840: 0.0037388270678120317
Position 4978: 0.003729341018397605
Position 585: 0.0032350072773201016
Position 4635: 0.0031038111495091457
Position 3035: 0.00310317165106568
Position 1853: 0.002843366624392736
Position 3267: 0.0027805852391758266
Position 4765: 0.002548027250426955
Position 356: 0.002209256360047809
Position 7440: 0.0021660825008537232
Position 4037: 0.002134264042804474
Position 1428: 0.002034555424034779
Position 4456: 0.0020046650965494855
Position 3603: 0.0018170274013845657
Position 1266: 0.0016819860036919754
Position 1832: 0.0015795160916602029
Position 3905: 0.0014841796752397907
Position 3722: 0.0009334426170228502
Position 3618: 0.0007448815723984721
Position 3062: 0.0005042916157936662
Position 3281: 0.0004938811532471832
Position 1615: 0.0003794975999209671
Position 286: 0.00028857267243682965
Position 350: 0.000285411899634257
Position 1160: 0.0002638977476162657
Position 597: 0.00019922792369316477
Position 130: 0.00018259989252135617
Position 370: 0.00016070823355955133
Position 164: 0.00011583634066451496
Position 125: 6.224283132310114e-05
Position 203: 4.925602677294124e-05
Position 95: 4.4076791465990067e-05
Position 90: 2.1999371980843443e-05
Position 3182: 2.1613939788459975e-05
Position 3146: 1.58436063859087e-05
Position 3067: 7.89720182184325e-06
Position 84: 7.225590785454902e-06
Position 1283: 3.7701488007194495e-07
Position 968: 3.3644351514745604e-08
Position 72: 3.4465804937945673e-10
