Gene = Ge-1
index = 1185
Annotated 5SS: [ 595  872 1535 1847 3481 3827 4124 4353 4936]
Annotated 3SS: [ 662 1133 1592 1903 3588 3882 4186 4412 5010]
SMsplice 5SS: [ 231  595  872 1535 1847 3481 3827 4124 4353 4936]
SMsplice 3SS: [ 313  662 1133 1592 1903 3588 3882 4186 4412 5010]
top_k =  100
Partition function (log Z): 30.969841768568166

Sorted 5' Splice Sites (High to Low Probability):
Position 1847: 0.9998380368650278
Position 872: 0.9961357160794064
Position 3481: 0.9936320168642535
Position 4124: 0.9896834715301529
Position 4353: 0.9875405032159816
Position 4936: 0.9832420493635332
Position 3827: 0.9830223423078407
Position 595: 0.9744112992835425
Position 231: 0.7130685220898929
Position 1535: 0.38287524763293523
Position 1508: 0.19878579816919867
Position 4616: 0.08611274107165254
Position 1257: 0.07022852133430857
Position 3923: 0.06074536956908423
Position 1283: 0.048797572419312
Position 2877: 0.02938568804323098
Position 3934: 0.021235586980540674
Position 2663: 0.017958796277887355
Position 2703: 0.010793613400136579
Position 4958: 0.009984483315485088
Position 1226: 0.009957727998094416
Position 85: 0.008429976091821945
Position 2517: 0.007565258361787744
Position 1263: 0.007067989073171907
Position 4109: 0.006124172781765117
Position 4357: 0.006097353430175046
Position 2099: 0.004054373805893932
Position 599: 0.0037979731897411044
Position 4128: 0.003103362117539166
Position 4871: 0.0026363836593601185
Position 858: 0.002186307097171274
Position 590: 0.0021090803638826325
Position 235: 0.0018265263336971027
Position 372: 0.001702256996394242
Position 2244: 0.001582537087479731
Position 876: 0.001502405377882181
Position 4337: 0.0011966037454988583
Position 1384: 0.0011699345961777576
Position 430: 0.000906476034201847
Position 608: 0.0008918148219108411
Position 191: 0.0007422805653032288
Position 2913: 0.0004507707167933551
Position 5331: 0.000416766081057456
Position 237: 0.0003656426081887843
Position 5271: 0.00026533935238244697
Position 313: 0.0002539314766340603
Position 2008: 0.0002170844431089905
Position 331: 0.00020759496909420058
Position 1038: 0.00016992844115298458
Position 246: 0.00016724250647099953
Position 4517: 0.00013366073687656442
Position 4071: 0.00011352582045432368
Position 216: 0.00010775144653626965
Position 176: 0.00010647203458619236
Position 4210: 9.154657084279623e-05
Position 165: 6.590302520283588e-05
Position 4088: 6.568086974049816e-05
Position 252: 6.363610401136792e-05
Position 46: 4.3382450330426235e-05
Position 68: 4.111210688933084e-05
Position 243: 2.743034516852289e-05
Position 444: 2.1854679607375222e-05
Position 5438: 1.8050566851149168e-05
Position 1719: 1.2059127090723099e-05
Position 1851: 9.162641155827714e-06
Position 792: 4.888910207480822e-06
