Gene = Est-Q
index = 1156
Annotated 5SS: [ 302  889 1695 1943]
Annotated 3SS: [ 744 1042 1751 2000]
SMsplice 5SS: [ 302  889 1695 1943]
SMsplice 3SS: [ 744 1042 1751 2000]
top_k =  100
Partition function (log Z): 3.2455445653673975

Sorted 5' Splice Sites (High to Low Probability):
Position 1695: 0.9943498535764699
Position 1943: 0.9921245287455861
Position 889: 0.9213791486012435
Position 302: 0.8519141775039261
Position 2467: 0.35714985491537843
Position 629: 0.13311215882121977
Position 623: 0.11573899203485508
Position 456: 0.05853605808362881
Position 874: 0.011946166866927725
Position 2031: 0.011547730859584156
Position 1485: 0.010520356458250908
Position 2465: 0.00921064328025831
Position 517: 0.007254187073681621
Position 505: 0.007174231976910789
Position 346: 0.006429810274120989
Position 1787: 0.00609751502402468
Position 540: 0.005933642118025297
Position 320: 0.004921160574471608
Position 200: 0.003964246648851919
Position 167: 0.0032742098015790993
Position 1401: 0.0025618412806130125
Position 39: 0.002095751928851563
Position 870: 0.0013740222530983814
Position 181: 0.0013200366803569688
Position 1821: 0.0012151163997865554
Position 614: 0.0011223905508976274
Position 811: 0.0010181241858624422
Position 2278: 0.0005152306283734564
Position 1835: 0.000487609828864099
Position 294: 0.00048239454061079444
Position 65: 0.0004297480466865856
Position 359: 0.00040170387625135213
Position 141: 0.00030895509650605816
Position 2317: 0.00026807777879161917
Position 566: 0.00026260192402332314
Position 59: 0.00025067442105232283
Position 397: 0.00019046823607320282
Position 2477: 0.00010470393286719352
Position 86: 8.440343805890974e-05
Position 2099: 6.767420949864878e-05
Position 2247: 5.945657556718627e-05
Position 2429: 4.22178064210008e-05
Position 1947: 3.519931854945943e-05
Position 2253: 2.8400984815301457e-05
Position 2305: 2.723854911691223e-05
Position 116: 1.023716850233391e-05
Position 173: 8.681175819476264e-06
Position 79: 8.166789888759599e-06
Position 151: 7.909753961154485e-06
Position 318: 3.2355742439794134e-06
Position 34: 2.1793489898467888e-06
Position 250: 1.5781713914151544e-06
Position 1699: 1.362859207388872e-06
Position 1614: 1.3094979980912539e-06
Position 1677: 1.0898348309182545e-06
Position 830: 9.919223202754262e-07
Position 25: 9.552734405215345e-07
Position 48: 6.91585135395757e-07
Position 1917: 2.317498497285365e-07
Position 1876: 1.5089514524686023e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2000: 0.9899016483682739
Position 1751: 0.9796397929210747
Position 744: 0.9705108954330591
Position 1042: 0.8016629740270045
Position 2528: 0.3594232767936594
Position 397: 0.12256247248558143
Position 969: 0.07535976959567245
Position 358: 0.07023859039385813
Position 374: 0.0179162081625555
Position 1546: 0.017483948591492795
Position 932: 0.017152321502704626
Position 1888: 0.013292345038093402
Position 2092: 0.01202476243282033
Position 1162: 0.010937942856534398
Position 1053: 0.010875502495545334
Position 2533: 0.006746675930112104
Position 571: 0.006688389944106012
Position 1819: 0.006212505559193226
Position 694: 0.006021382128759762
Position 1609: 0.005610664976706897
Position 1138: 0.002883825696771692
Position 510: 0.0027299610990456627
Position 1468: 0.002561345565591599
Position 1777: 0.0024001132870477195
Position 1416: 0.0019662569879537748
Position 505: 0.001956971207695743
Position 1315: 0.0016660457717423065
Position 516: 0.001639477341539612
Position 2063: 0.001638721790432152
Position 1810: 0.0014937410259010346
Position 455: 0.0014831920274133792
Position 2514: 0.00141867025772966
Position 224: 0.0007892577399735691
Position 1057: 0.0005880281195375283
Position 1151: 0.0005854370583229224
Position 2024: 0.0004990058505428943
Position 2343: 0.0003735715451580509
Position 161: 0.0002792835703139335
Position 1894: 0.00016566463354122118
Position 346: 8.470982495718986e-07
