Gene = Claspin
index = 1079
Annotated 5SS: [1628 1938 2652 4012 4322 4715]
Annotated 3SS: [1689 1988 2709 4068 4378 4776]
SMsplice 5SS: [  83 1628 1938 2652 4012 4322 4715]
SMsplice 3SS: [ 170 1689 1988 2709 4068 4378 4776]
top_k =  100
Partition function (log Z): 17.423236865131617

Sorted 5' Splice Sites (High to Low Probability):
Position 1628: 0.9934449220448232
Position 1938: 0.9930279502675359
Position 4012: 0.9926338033137634
Position 4715: 0.9729226762875978
Position 2652: 0.9654232173065532
Position 4322: 0.8612436326917854
Position 83: 0.6814457767134803
Position 2194: 0.4429645719079843
Position 75: 0.22837880084271836
Position 4940: 0.163482704833478
Position 4311: 0.12588378485595222
Position 2938: 0.07134464093102684
Position 2972: 0.05406409048962644
Position 3123: 0.04705268705216021
Position 2750: 0.039366248470580206
Position 110: 0.02678938522971408
Position 4927: 0.024471985138448366
Position 2207: 0.014497429005723428
Position 81: 0.013191713551000888
Position 2248: 0.012373091542902387
Position 87: 0.010559302516129201
Position 103: 0.010531480296511143
Position 4428: 0.007391092388106802
Position 4016: 0.005961035499698398
Position 2234: 0.005815996512663964
Position 1897: 0.005694280860134403
Position 411: 0.005004779417395156
Position 2230: 0.004922517893615846
Position 635: 0.004745692912958267
Position 744: 0.0044651396036426046
Position 4487: 0.003980923923583196
Position 1619: 0.0029306375680424857
Position 4828: 0.0027012338650838075
Position 2105: 0.0026109652450155892
Position 4221: 0.0022564648083800427
Position 4550: 0.0021276675569025
Position 473: 0.0014048913505351726
Position 710: 0.0008065612294036085
Position 1893: 0.000462787067382526
Position 1065: 0.0004420772571717689
Position 4872: 0.0004266438708581564
Position 375: 0.00029980532189330215
Position 2579: 0.0002730719236947464
Position 1478: 0.00019990053152991747
Position 73: 0.00014445615071491627
Position 1050: 6.87306949047763e-05
Position 4660: 4.784733141727425e-05
Position 4194: 3.386890385175775e-05
Position 3489: 2.8775923419461286e-05
Position 3096: 1.8521816271598763e-05
Position 1942: 1.750376322389688e-05
Position 2805: 1.057122425673674e-05
Position 2927: 3.115292642943167e-06
Position 4178: 9.155795919644052e-07
Position 2552: 7.662667447545594e-07
Position 4334: 6.019137969542847e-07
Position 4264: 1.8835821587743726e-07
Position 4239: 4.6889758799785477e-08
Position 581: 1.7127901982275447e-08
Position 1776: 5.9751831994595394e-09
Position 2185: 6.601448714329167e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4068: 0.9999994338238296
Position 1689: 0.9858055651770887
Position 4378: 0.9788008157421687
Position 1988: 0.9712659333483435
Position 4776: 0.9688871821923803
Position 170: 0.9657398514335378
Position 2709: 0.9024552189079788
Position 2360: 0.3175143218416982
Position 3791: 0.2483583822222787
Position 5002: 0.19239020863953996
Position 2254: 0.07373648298679449
Position 2380: 0.06457991906194654
Position 3301: 0.01943876078290693
Position 2578: 0.018091652571701866
Position 2334: 0.011573376652345816
Position 4381: 0.010494597902712823
Position 4601: 0.007120343364601114
Position 2299: 0.006320340489507133
Position 139: 0.004427546208429099
Position 1722: 0.0043671012044133465
Position 4474: 0.004347321486611913
Position 2681: 0.004292991146643107
Position 3280: 0.00409405590770014
Position 2475: 0.0036809570742732307
Position 784: 0.003409984606679398
Position 1743: 0.003118248421398394
Position 764: 0.0030581698552444338
Position 2821: 0.002846216845529591
Position 1696: 0.0028061212190088154
Position 935: 0.002675506849119356
Position 5006: 0.0026673789283434006
Position 2734: 0.0025826346297653136
Position 2034: 0.002437375247671889
Position 811: 0.002417325223380873
Position 2272: 0.0018332124606420877
Position 1701: 0.0014703916041588563
Position 2518: 0.001354916186979697
Position 488: 0.0013015399414126301
Position 2383: 0.0009840895918946917
Position 907: 0.0008621095612726263
Position 2365: 0.0007537292380301221
Position 691: 0.0006515109202936457
Position 4582: 0.0005864774487703373
Position 179: 0.000569627150517836
Position 1785: 0.0005346381712873075
Position 4519: 0.00039221122379338265
Position 4526: 0.0003872985624831214
Position 1138: 0.00037490449758641425
Position 4471: 0.00035676715848282687
Position 4486: 0.0003163253516976721
Position 147: 0.00030378260623039016
Position 429: 0.00029987635503092103
Position 802: 0.0002634102749469253
Position 2001: 0.00024400009842665072
Position 992: 0.00024337206265171015
Position 5090: 0.00022591737139025813
Position 740: 0.0001225963289875742
Position 2143: 0.00010660054697804045
Position 2104: 2.7445094549953623e-05
Position 2050: 6.763648770463419e-06
Position 2014: 6.268639709041937e-06
Position 2017: 5.886414425477937e-06
Position 2148: 4.329968553208984e-06
Position 2070: 2.657301431596269e-06
Position 185: 1.7992268421218648e-08
