Gene = pbl
index = 1834
Annotated 5SS: [  533  4833  9815  9996 10340 11875 13232 13652 14657 14833 15043]
Annotated 3SS: [ 4615  9678  9888 10089 10500 13099 13300 13714 14721 14892 15101]
SMsplice 5SS: [  533  4833  9815  9996 10340 13232 13652 14657 14833 15043 15514]
SMsplice 3SS: [ 4615  9678  9888 10089 13099 13300 13714 14721 14892 15101 15593]
top_k =  100
Partition function (log Z): 41.18461511091361

Sorted 5' Splice Sites (High to Low Probability):
Position 13232: 0.999999999999997
Position 14833: 0.9999179948200486
Position 14657: 0.9994710590302941
Position 10340: 0.9977904919331885
Position 13652: 0.9973614302351248
Position 9815: 0.9957074606931985
Position 4833: 0.9886966071204922
Position 15043: 0.9318235227146457
Position 9996: 0.8407623512061437
Position 1561: 0.8061137288846719
Position 2399: 0.6818591210710844
Position 15514: 0.6511505365303514
Position 533: 0.6021103195819355
Position 1955: 0.47442380731754386
Position 13428: 0.4712571713277981
Position 1845: 0.3712701789121343
Position 2794: 0.3534409593682688
Position 8759: 0.25048619340686373
Position 10031: 0.15722043455998877
Position 3707: 0.13215700119448723
Position 11803: 0.09392898262241413
Position 13410: 0.0929713815704399
Position 10888: 0.07439164723901087
Position 11875: 0.02722625657806243
Position 1102: 0.027035306323877937
Position 231: 0.019346826808542328
Position 15692: 0.01916419256621619
Position 13817: 0.01704587371711594
Position 233: 0.016814025307328166
Position 235: 0.01649091081487824
Position 237: 0.015289226539089045
Position 14491: 0.014854601477035788
Position 625: 0.013510227740300196
Position 15423: 0.010846615218172692
Position 247: 0.010349317403282262
Position 1074: 0.010179276473691818
Position 15367: 0.009655564988421253
Position 1849: 0.00799305033870334
Position 618: 0.007744029248834585
Position 1044: 0.004863119407417391
Position 9836: 0.0038781379145174503
Position 15216: 0.003710471065064411
Position 15047: 0.0036810391503574054
Position 362: 0.00346245745638237
Position 15266: 0.0028362338340277168
Position 15430: 0.0028175454414529864
Position 10928: 0.002758044129860132
Position 941: 0.002751666654387247
Position 1988: 0.001989091585206564
Position 15171: 0.001921271830141162
Position 10388: 0.001584297584712876
Position 9990: 0.0013970403013989908
Position 13656: 0.0012710313306224519
Position 725: 0.0008950868829959427
Position 715: 0.000874542945190554
Position 10224: 0.00018567184534482842
Position 14664: 9.01284343311003e-05
Position 14282: 8.602231535346839e-05
Position 14837: 8.18154005859535e-05
Position 10402: 6.292357652110308e-05
Position 15186: 4.047612254402352e-05
Position 15264: 2.3682056155273978e-05
Position 14186: 2.0012962178669195e-05
Position 10274: 1.3273717495791474e-05
Position 14606: 4.1306488864415155e-06
Position 15045: 7.27589173989759e-07
Position 15017: 2.439877701197683e-07
Position 14893: 1.0503020383369933e-07
Position 14776: 8.474915340447368e-08
Position 10038: 1.3283376212017157e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 14892: 0.9998069776752643
Position 14721: 0.9995823068468025
Position 9888: 0.9981593899035021
Position 9678: 0.9961927619442269
Position 13714: 0.9898148201399137
Position 4615: 0.9873124424471357
Position 13099: 0.9636829964300577
Position 10089: 0.9515985364786549
Position 13300: 0.9443581428598052
Position 15101: 0.8634730763523201
Position 1628: 0.8276382351977409
Position 15593: 0.7257759361431609
Position 13479: 0.29529960307407876
Position 2181: 0.2875543163875509
Position 13500: 0.28059759122926964
Position 1188: 0.2708932362000389
Position 8100: 0.25048619340686323
Position 2541: 0.21582851777793582
Position 10500: 0.2049833221687901
Position 2100: 0.1839466860856492
Position 2297: 0.1689114480810373
Position 1217: 0.09139701374870839
Position 3410: 0.08763126413883787
Position 1460: 0.07964598537459316
Position 806: 0.07713916782693639
Position 2586: 0.0663216742950151
Position 1485: 0.06358457978703226
Position 2260: 0.057739029028781357
Position 10049: 0.04734252952188985
Position 2504: 0.030223603690839144
Position 12210: 0.029551176689905354
Position 15104: 0.029437086239701937
Position 13334: 0.02492518289135619
Position 15754: 0.019014826845155236
Position 2575: 0.015245734612498289
Position 14577: 0.014635513227082404
Position 1741: 0.012958744514155164
Position 13359: 0.011697395693954005
Position 13954: 0.010578855726830193
Position 1560: 0.010007075855134223
Position 1708: 0.009195922998280159
Position 13729: 0.008813573315176758
Position 1271: 0.008660220723332017
Position 1590: 0.008317238292037328
Position 13311: 0.00734503316054148
Position 14014: 0.006371012467665708
Position 1797: 0.005066642910766791
Position 1954: 0.003056940733337334
Position 9075: 0.002429577045710755
Position 3873: 0.001384164673355949
Position 8819: 0.0012930430777577068
Position 9894: 0.0012613875837115588
Position 14751: 0.0004138124166898254
Position 10289: 0.0002929439072709078
Position 15828: 0.0001493657210609699
Position 10457: 8.743528058884954e-05
Position 9977: 3.1927153169363485e-05
Position 14975: 1.4854117827310384e-05
