Gene = mv
index = 1809
Annotated 5SS: [  304  1376  1535  1766  1943  4607  6178  6677  7720  9350  9580 10367
 10560 11371 11931 12895 13418]
Annotated 3SS: [ 1115  1457  1602  1831  2022  5394  6233  6732  7774  9408  9640 10425
 10616 11429 11995 12949 13478]
SMsplice 5SS: [  277  1376  1535  1766  1943  2307  6178  6677  7720  9350  9580 10367
 10560 11125 11371 11931 12895 13418]
SMsplice 3SS: [ 1115  1457  1602  1831  2022  5394  6233  6732  7774  9408  9640 10425
 10616 11196 11429 11995 12949 13478]
top_k =  100
Partition function (log Z): 55.963211996874165

Sorted 5' Splice Sites (High to Low Probability):
Position 7720: 0.9999985744921074
Position 11931: 0.9992153576672326
Position 1766: 0.9987778260143328
Position 1535: 0.9967503622882915
Position 9580: 0.9952730146391024
Position 6178: 0.9913650642583463
Position 10367: 0.9866775767148281
Position 12895: 0.9844912010964377
Position 11371: 0.9823478575794465
Position 9350: 0.9800698462365852
Position 10560: 0.970553182193412
Position 1376: 0.9630789159880431
Position 13418: 0.9587155973801935
Position 6677: 0.9381412431477699
Position 2307: 0.8510562999162934
Position 11125: 0.8229164489764121
Position 4607: 0.5354365788584441
Position 277: 0.5191719636976566
Position 1947: 0.4143328903858283
Position 304: 0.3328875043498184
Position 10756: 0.313196327038802
Position 10736: 0.2927449216501859
Position 980: 0.19797203117751688
Position 12662: 0.1036313088699943
Position 903: 0.08016141603719094
Position 418: 0.07727096776518334
Position 1972: 0.07189111637125899
Position 13149: 0.0705646477896134
Position 13414: 0.036516946108471525
Position 6844: 0.034992919801592325
Position 8847: 0.03284148495863593
Position 10564: 0.02918177018522227
Position 11529: 0.025179555738825063
Position 8009: 0.022622029041068654
Position 1931: 0.013398021200823507
Position 10352: 0.013211180560204884
Position 10713: 0.013094939785224398
Position 12648: 0.012546622184671972
Position 9313: 0.012525310995979339
Position 11375: 0.012391941872245276
Position 13238: 0.011945459866358036
Position 11083: 0.010130028626158107
Position 91: 0.006869824732169257
Position 11835: 0.00527771624062877
Position 10939: 0.005090264918312804
Position 1918: 0.004269256834466798
Position 11332: 0.0038144500393735583
Position 1332: 0.003517346345673352
Position 7025: 0.003153997085839712
Position 13399: 0.002773250422618089
Position 13601: 0.0024157063378206782
Position 923: 0.002266111169400036
Position 7976: 0.002161796298986991
Position 266: 0.0020176515275637853
Position 9569: 0.0019569306727792264
Position 269: 0.0018427496367816032
Position 10929: 0.001771343442727951
Position 327: 0.0011957081970795833
Position 13588: 0.0008777820008406057
Position 73: 0.0008120710759883484
Position 1726: 0.0007563828163685149
Position 489: 0.0006055387046230769
Position 1382: 0.0005753146044166393
Position 9584: 0.0005382117308526334
Position 9565: 0.00047890583118026666
Position 9248: 0.0004540234473852209
Position 461: 0.00044338001029560785
Position 1380: 0.00038214863230079344
Position 1280: 0.00036265643115954274
Position 13384: 0.0002775577108202311
Position 208: 0.00016153802029330943
Position 9694: 0.00016017418013742786
Position 183: 0.0001542099149044521
Position 10526: 8.38995414704382e-05
Position 467: 6.09485778542541e-05
Position 10337: 5.6967186395467697e-05
Position 1560: 5.558966835266705e-05
Position 1565: 4.566896862517195e-05
Position 481: 4.3809508243093485e-05
Position 76: 4.308540322073941e-05
Position 12791: 3.3672071185057325e-05
Position 2195: 2.223063061166301e-05
Position 58: 1.141051859699118e-05
Position 10371: 9.789494677508063e-06
Position 1695: 9.717422672896605e-06
Position 1472: 6.638327883372598e-06
Position 1481: 4.165948159637268e-06
Position 1652: 1.5839453463607015e-06
Position 9946: 1.4203051552212352e-06
Position 9317: 9.423121151008478e-07
Position 297: 6.307880870202422e-07
Position 10590: 3.575405194314368e-07
Position 242: 2.2871108211184834e-07
Position 344: 2.885256830658035e-08
Position 144: 1.843316482068151e-08
Position 9493: 1.6623243981482577e-08
Position 178: 1.0353614446347809e-08
Position 154: 8.201104479658023e-09
Position 1851: 1.7824074043414858e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 11995: 0.9999999999999968
Position 10425: 0.9997004458330763
Position 7774: 0.9994537155195551
Position 5394: 0.9989862383958448
Position 1602: 0.9988215669211288
Position 1831: 0.9970811907867198
Position 9408: 0.9954848099390488
Position 13478: 0.9905397963141837
Position 12949: 0.9846539590008676
Position 10616: 0.9820132861614709
Position 11429: 0.9673830944762324
Position 1115: 0.9626483525572326
Position 1457: 0.9578604094010323
Position 6732: 0.9355982195522857
Position 9640: 0.9021710506704084
Position 6233: 0.8688621926529124
Position 11196: 0.6763265488771018
Position 10840: 0.6306899703558236
Position 2022: 0.48344176470508604
Position 4272: 0.35479813492293727
Position 11229: 0.1474248061074678
Position 800: 0.13447940084250576
Position 12720: 0.10875768511514564
Position 527: 0.07258324728505641
Position 6254: 0.07029084927415186
Position 9679: 0.05354321772894018
Position 9785: 0.03903654240938966
Position 13205: 0.03903598505368478
Position 6909: 0.03500485335412343
Position 3332: 0.03132427544104818
Position 13247: 0.03102939493600898
Position 8911: 0.030533480554377643
Position 11488: 0.02988360823932581
Position 344: 0.028530855090744912
Position 6241: 0.023227866538027477
Position 11816: 0.023136592361294873
Position 8068: 0.02264273684235027
Position 6281: 0.022582152959940923
Position 1078: 0.014300166999145457
Position 11052: 0.012193414606222305
Position 2510: 0.012074798321876749
Position 13298: 0.011944862737943342
Position 7197: 0.008434561729479479
Position 13500: 0.008243420236253284
