Gene = mfr
index = 1789
Annotated 5SS: [ 794 1225 1407 1650 2148 3459 3684 4950 5148 5607 5853 6254 6413]
Annotated 3SS: [ 865 1282 1471 1698 2199 3511 3736 5010 5424 5731 5962 6311 6476]
SMsplice 5SS: [ 348  794 1225 1650 2148 3459 3684 4950 5148 5607 5883 6254 6413]
SMsplice 3SS: [ 460  865 1282 1698 2199 3511 3736 5010 5424 5731 5962 6311 6528]
top_k =  100
Partition function (log Z): 13.84698217129246

Sorted 5' Splice Sites (High to Low Probability):
Position 6254: 0.9861796330722636
Position 1225: 0.9583312113859582
Position 3684: 0.950217300193993
Position 794: 0.9403923764344255
Position 5148: 0.8848210879975493
Position 4950: 0.8510694891314938
Position 5607: 0.8395244831650408
Position 3459: 0.8332236918605641
Position 2148: 0.7953179180206509
Position 1650: 0.7407240877854413
Position 6413: 0.718237371483933
Position 5883: 0.6137129108458101
Position 348: 0.5828212959704911
Position 5853: 0.3683064916757707
Position 1407: 0.2683756855019752
Position 5518: 0.11231878875519649
Position 291: 0.09528708177309571
Position 282: 0.08654475286729556
Position 359: 0.03776083314860754
Position 1386: 0.03650130174608859
Position 1196: 0.03545075986027183
Position 5167: 0.035204741186832665
Position 248: 0.029807571445316497
Position 715: 0.027021712395750574
Position 199: 0.026587481456873268
Position 362: 0.020997743703010167
Position 295: 0.019788866265790555
Position 2105: 0.013692076359615571
Position 6132: 0.013027209828748889
Position 3468: 0.011761554349562983
Position 1318: 0.011709246888772683
Position 6103: 0.010088170606950218
Position 93: 0.006906622306837078
Position 796: 0.006801496403186711
Position 415: 0.0042972102730032295
Position 4461: 0.0038983889203678423
Position 5877: 0.0032190763755831596
Position 6112: 0.002873832216912381
Position 1351: 0.001683983452590842
Position 692: 0.001520490044240979
Position 3923: 0.0011983823845975001
Position 1391: 0.001098628053773011
Position 184: 0.0010489224608647577
Position 6210: 0.0008411228539479867
Position 719: 0.0006232933341340685
Position 6260: 0.0006156837647851434
Position 268: 0.0004522845403084853
Position 965: 0.00031142719842866675
Position 815: 0.0002511555551564748
Position 800: 0.00020027810017957736
Position 962: 0.0001425041031229062
Position 888: 0.0001067583182751037
Position 946: 0.0001060363883590301
Position 115: 9.375790788480934e-05
Position 101: 6.877880379221013e-05
Position 1189: 6.632165828142501e-05
Position 528: 6.051900788065615e-05
Position 131: 5.3728181540881094e-05
Position 1229: 4.712443272977609e-05
Position 1237: 4.259877318368201e-05
Position 993: 9.868092313885274e-07
Position 156: 9.855919276665088e-07
Position 48: 2.5079410748757065e-07
Position 5: 1.3009756508057487e-07
Position 134: 5.339533976896265e-08
Position 642: 9.905097018002292e-09
Position 698: 4.160724220394914e-09
Position 66: 7.341077532988504e-10
Position 21: 2.1395481398848815e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5424: 0.990528628106438
Position 3511: 0.9883146736137923
Position 5962: 0.9765731296618189
Position 865: 0.9637211507991318
Position 6311: 0.9409006201903874
Position 2199: 0.8545080626711578
Position 5010: 0.8408076824067487
Position 5731: 0.8376386415435193
Position 460: 0.8048945455544618
Position 1282: 0.6823941908170882
Position 3736: 0.5810390252335653
Position 6528: 0.564526960361068
Position 1471: 0.46693991578796457
Position 1698: 0.4612750917363239
Position 3754: 0.1720135622610498
Position 6476: 0.15545264760226768
Position 4336: 0.12159913448086916
Position 1811: 0.09023406761803879
Position 5790: 0.08859482290274481
Position 641: 0.07409093159619526
Position 1455: 0.07048831201309701
Position 1450: 0.055791666424941745
Position 1266: 0.03264361262623011
Position 6479: 0.027049563348688507
Position 6034: 0.022505280903278396
Position 6323: 0.019336563982745598
Position 415: 0.018154556839923362
Position 6175: 0.01629722711896426
Position 5678: 0.01474971368406727
Position 597: 0.013019342414006882
Position 993: 0.007274720283507466
Position 3807: 0.0052095745844454215
Position 1318: 0.004518510994310611
Position 3746: 0.004430729597204097
Position 6181: 0.0043827243009845265
Position 5446: 0.0037572761616154384
Position 773: 0.00298566008702237
Position 6151: 0.002389675490413117
Position 3804: 0.002063902095247527
Position 5687: 0.0017315812783454802
Position 6302: 0.0015270414320213595
Position 464: 0.0012454859313289382
Position 1027: 0.0011940574120872167
Position 2250: 0.001034565433166582
Position 5208: 0.0009881747146700264
Position 1006: 0.0007508245987152133
Position 1129: 0.0005846981151104612
Position 1367: 0.000506385738953867
Position 168: 0.00019673307609713398
Position 965: 0.00017792530890031586
Position 557: 0.00017103247892468528
Position 525: 0.0001150670272810704
Position 268: 5.42099602993562e-05
Position 248: 5.298567472119057e-05
Position 198: 5.283361985862159e-06
Position 3867: 2.8750757478564655e-06
Position 328: 1.9072657091913161e-06
Position 228: 8.228997525585248e-07
