Gene = Mul1
index = 1293
Annotated 5SS: [ 183  831 1097]
Annotated 3SS: [ 246  888 1363]
SMsplice 5SS: [ 183  831 1097]
SMsplice 3SS: [ 246  888 1363]
top_k =  100
Partition function (log Z): 2.775260070785302

Sorted 5' Splice Sites (High to Low Probability):
Position 183: 0.9819969186316887
Position 831: 0.9481231641622875
Position 1097: 0.9458028798343541
Position 385: 0.044480052619713814
Position 1073: 0.03115108201870094
Position 1310: 0.017109952645800116
Position 1557: 0.012808092048204923
Position 1523: 0.010281120964134253
Position 838: 0.0064924866541220105
Position 835: 0.004534929758240262
Position 1515: 0.004469706479637338
Position 804: 0.004068659697871463
Position 1070: 0.003282248758659493
Position 427: 0.002452472937813182
Position 325: 0.0021482263256161187
Position 174: 0.0018313765146534065
Position 1521: 0.0009350665036120061
Position 1305: 0.0009143117710140784
Position 146: 0.0006506766751146798
Position 187: 0.0005909497648559972
Position 1902: 0.0005823541345607105
Position 1935: 0.0005648894319153928
Position 1263: 0.0005076601270902367
Position 574: 0.0004477470676263654
Position 1075: 0.0003117743400674901
Position 1156: 0.00024889721993679
Position 1183: 0.00019709796379447094
Position 673: 0.000154527456893984
Position 468: 0.00012411598279084805
Position 524: 0.00011429680288195881
Position 1921: 0.0001003620513338754
Position 1775: 6.083900291140172e-05
Position 707: 6.028589899472693e-05
Position 640: 4.741831774957813e-05
Position 1939: 3.7855248254765014e-05
Position 406: 2.9856535704253767e-05
Position 28: 2.48000244841453e-05
Position 340: 2.3159893889360477e-05
Position 786: 1.9809759514643503e-05
Position 383: 1.8223513249839017e-05
Position 509: 1.7890009430764238e-05
Position 504: 1.5976546884201835e-05
Position 626: 1.3090962209805058e-05
Position 49: 1.2463071074090519e-05
Position 355: 1.1016678440165818e-05
Position 1268: 1.655312177705228e-06
Position 1051: 6.514503348938264e-07
Position 1038: 6.453045348095102e-07
Position 1035: 6.197891557709956e-07
Position 1014: 6.153435050127557e-07
Position 571: 4.276717084748387e-07
Position 644: 3.151880802437665e-07
Position 376: 3.0636479774330803e-07
Position 1446: 1.0642744565183572e-07
Position 136: 6.497405326561862e-08
Position 150: 5.6670849736944446e-08
Position 44: 2.799735320958902e-08
Position 389: 2.5121343473912288e-08
Position 134: 4.655108090011215e-09
Position 207: 3.713965696530584e-09
Position 38: 3.1899527736503624e-09
Position 111: 1.949958589976992e-10
Position 286: 4.425823344035533e-11
Position 621: 8.825642089238188e-12
Position 99: 3.5264725725189266e-12
Position 214: 4.453077184451339e-14
Position 228: 1.0545013301045869e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 888: 0.9954301826692997
Position 1363: 0.9795511793169123
Position 246: 0.9789580999181139
Position 1663: 0.014141463311602912
Position 648: 0.011295271034086259
Position 1244: 0.010307025820934
Position 1660: 0.008630057285325324
Position 744: 0.006992498650489783
Position 1585: 0.0058322147008840345
Position 1969: 0.004954018839450288
Position 1263: 0.0037881036302953894
Position 516: 0.0026371207222969147
Position 1215: 0.0010954677013789856
Position 1449: 0.0006096262601912322
Position 2010: 0.0006027446801701588
Position 895: 0.0005878649727721177
Position 1813: 0.0004981971632078518
Position 1414: 0.0003516956651406293
Position 967: 0.0003118159209973739
Position 468: 0.0003045588410821972
Position 970: 0.0002765645784599474
Position 402: 0.0002662289824756661
Position 946: 0.0002324666048456063
Position 909: 9.555371852429513e-05
Position 717: 6.865286211637057e-05
Position 340: 5.605786158246885e-05
Position 214: 1.022152417751235e-06
Position 228: 2.4764390471705933e-07
Position 274: 1.5813395380439653e-07
Position 300: 1.5259089455000515e-07
