Gene = comm3
index = 1654
Annotated 5SS: [13581 15865]
Annotated 3SS: [14957 33739]
SMsplice 5SS: [563]
SMsplice 3SS: [33739]
top_k =  100
Partition function (log Z): -33.34421342377585

Sorted 5' Splice Sites (High to Low Probability):
Position 563: 0.9999999991611432
Position 8835: 0.0006709576370783543
Position 8981: 0.00013517039580893787
Position 792: 3.263674413224671e-06
Position 5193: 2.6000865268780533e-06
Position 1868: 2.22589356928599e-06
Position 6423: 2.061479084736971e-06
Position 57: 2.9699888433689887e-08
Position 2423: 1.6892754030322147e-08
Position 1872: 1.3298955381734604e-08
Position 95: 1.2963287928821875e-08
Position 768: 1.2242512373450592e-08
Position 128: 7.744462984591443e-09
Position 1330: 7.371506585828681e-09
Position 163: 6.971623161887201e-09
Position 80: 4.860502505185308e-09
Position 100: 4.052971532973397e-09
Position 132: 4.2048079115789314e-10
Position 518: 1.723518158556853e-10
Position 322: 1.3791848229282813e-10
Position 576: 7.214529427626363e-11
Position 30: 5.2032446210018595e-11
Position 448: 4.848817956636663e-11
Position 3: 4.590653252646432e-11
Position 178: 3.614136352933917e-11
Position 61: 1.6847728503630437e-11
Position 49: 1.5066875318722967e-11
Position 567: 7.451607956333205e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 16215: 0.9064148172674183
Position 14553: 0.08755105721890674
Position 12637: 0.0032987853284230143
Position 8718: 0.0008636178780146918
Position 10047: 0.0007275433994433508
Position 10778: 0.0006479755575202426
Position 10899: 0.000560331320861894
Position 8899: 0.00027540452414726355
Position 9032: 0.0001351703958089375
Position 8964: 0.0001223063916088943
Position 9867: 0.00010203031829215423
Position 9113: 4.466586946428414e-05
Position 6748: 3.528355498870236e-05
Position 6089: 9.463775631772779e-06
Position 628: 8.473304052198492e-06
Position 6778: 4.960538192932237e-06
Position 5323: 3.355196193025563e-06
Position 5369: 3.0440206127431408e-06
Position 4933: 1.935826077004093e-06
Position 5437: 1.9352094622166388e-06
Position 5452: 7.975030181259534e-07
Position 4897: 7.888410058642026e-07
Position 5064: 4.7352998386570523e-07
Position 5104: 4.5080868433927777e-07
Position 2495: 3.947623200886166e-07
Position 5167: 3.4530905445291616e-07
Position 4640: 2.3050734047202248e-07
Position 4762: 1.6917348340067393e-07
Position 2622: 1.464191776273405e-07
Position 1468: 1.192563384334668e-07
Position 1233: 9.545354887162294e-08
Position 2539: 6.624391353168288e-08
Position 160: 4.121112425814668e-08
Position 2137: 2.7402351373266094e-08
Position 2595: 2.2775212237804783e-08
Position 3078: 2.020867065809726e-08
Position 2562: 1.2612237017188109e-08
Position 376: 8.684370192812559e-09
Position 1441: 8.525134269793195e-09
Position 236: 5.316083585295722e-09
Position 223: 3.3504946899887455e-09
Position 899: 2.74561226389752e-09
Position 100: 2.6894860355169174e-09
Position 178: 2.660034332228101e-09
Position 206: 9.325448679196436e-10
Position 507: 8.422618129726356e-10
Position 217: 6.146985382964336e-10
Position 320: 8.562322896474348e-11
Position 80: 5.832903226084335e-11
Position 132: 1.7451036493420407e-11
Position 128: 1.6218543529721184e-11
