Gene = Pldn
index = 1384
Annotated 5SS: [  92  360  503 1174]
Annotated 3SS: [ 149  417 1086 1290]
SMsplice 5SS: [ 503 1174]
SMsplice 3SS: [1086 1290]
top_k =  100
Partition function (log Z): -1.9247706593386518

Sorted 5' Splice Sites (High to Low Probability):
Position 1174: 0.9448483012464894
Position 503: 0.7740486053445755
Position 360: 0.3247063172778165
Position 1028: 0.30494213198537196
Position 92: 0.27595784770970383
Position 537: 0.03573645455935376
Position 39: 0.030481891583688036
Position 1226: 0.027638657612108784
Position 970: 0.014102054976711548
Position 1217: 0.013254569075386354
Position 420: 0.007106366082073333
Position 618: 0.005104724542386785
Position 1501: 0.003603323712937048
Position 532: 0.0028448888785120355
Position 1647: 0.0010857539236790589
Position 369: 0.0007004259809597846
Position 1595: 0.00045400782730792863
Position 51: 0.00045190570407737193
Position 334: 0.00038022660735596164
Position 1416: 0.00030259915208765797
Position 111: 0.00012058857833066876
Position 372: 4.79730487331536e-05
Position 109: 3.606885383795293e-05
Position 131: 3.445034522456879e-05
Position 43: 2.0144292035075276e-05
Position 20: 8.110707010290079e-06
Position 123: 3.9262522659946055e-06
Position 128: 8.536534707270629e-07
Position 288: 6.326013126766386e-07
Position 68: 3.404743288961615e-07
Position 291: 1.1213784388857529e-07
Position 272: 7.796024833910372e-08
Position 262: 4.6792756906566164e-08
Position 151: 9.756823907996861e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1290: 0.9840969992195496
Position 1086: 0.9124301686259746
Position 149: 0.27330600618448986
Position 417: 0.21740937100634442
Position 823: 0.1467606672350755
Position 889: 0.12275897373449458
Position 423: 0.040752412584100554
Position 107: 0.02027219008111285
Position 719: 0.01059884857771352
Position 1270: 0.007571758424756558
Position 178: 0.006255117342115564
Position 1260: 0.005323844272199107
Position 970: 0.003873948443751415
Position 798: 0.0031681467807460383
Position 1642: 0.0027021486969282717
Position 252: 0.001799983222460392
Position 772: 0.0015390729543899597
Position 1729: 0.0014779207227434957
Position 1011: 0.00129193159593233
Position 454: 0.001257833919121469
Position 477: 0.0007452897061750827
Position 1583: 0.0007393384566978141
Position 784: 0.0006293450245085204
Position 1610: 0.0005262767396421099
Position 427: 0.0002715598909674085
Position 226: 0.00015916876561724753
Position 288: 9.599469999693264e-05
Position 406: 8.708092196121778e-05
Position 345: 7.949161473795497e-05
Position 91: 1.8354959923893453e-05
Position 182: 1.6724995189387686e-05
Position 109: 5.449764801449153e-06
Position 651: 2.9604133302793984e-06
