Gene = E(z)
index = 1143
Annotated 5SS: [ 491 1285 1507 1705 2135 2383 3015]
Annotated 3SS: [ 552 1345 1689 2036 2192 2444 3082]
SMsplice 5SS: [  89  491 1285 1507 2135 2383 3015]
SMsplice 3SS: [ 153  552 1345 2036 2192 2444 3082]
top_k =  100
Partition function (log Z): 12.88443696994651

Sorted 5' Splice Sites (High to Low Probability):
Position 2135: 0.9996617853082844
Position 89: 0.9886252465398654
Position 1507: 0.9809170535531865
Position 3015: 0.9559160410295735
Position 1285: 0.9440173385763679
Position 491: 0.9125250476394015
Position 2383: 0.725167096951644
Position 2697: 0.06264734263838038
Position 1986: 0.043912646266074926
Position 1938: 0.03652322866016364
Position 1705: 0.02301969347552431
Position 2343: 0.018466447614113393
Position 984: 0.016116189510234625
Position 2995: 0.01306883574690819
Position 1305: 0.01252008271171945
Position 1289: 0.01164674253109155
Position 656: 0.010904855516262786
Position 2394: 0.00909632641731178
Position 695: 0.007644856503060074
Position 3220: 0.00756954300211582
Position 1046: 0.007095219135744464
Position 2287: 0.007062584513100419
Position 1970: 0.006907486046077427
Position 1848: 0.004410154537812499
Position 3231: 0.003745646658834565
Position 2272: 0.0036824112770607953
Position 70: 0.0018773931224876856
Position 1831: 0.0016343661112208458
Position 878: 0.0008515164595514662
Position 3271: 0.0005801767874392058
Position 2993: 0.00040423039195356373
Position 1859: 0.00038802456296310457
Position 599: 0.0003271822386849094
Position 684: 0.0002927807403179026
Position 1068: 0.00027795568388715413
Position 93: 0.0002747641867911655
Position 788: 0.0002410020960283497
Position 1540: 0.00018973818802852567
Position 73: 0.0001430576786862852
Position 1428: 0.00012075837724229648
Position 60: 7.803225500881748e-05
Position 2128: 7.400190706528863e-05
Position 106: 6.439379640694283e-05
Position 2473: 4.9056354069040105e-05
Position 2291: 1.7968695891866255e-05
Position 2139: 1.5370474545065993e-05
Position 201: 1.5338027414168474e-05
Position 509: 1.0227740934825078e-05
Position 2387: 8.594452590244807e-06
Position 22: 6.480092234266723e-06
Position 42: 3.89438710778338e-06
Position 333: 6.809839145167135e-07
Position 2676: 6.688896400476176e-07
Position 2522: 4.6672242506176103e-07
Position 2584: 4.6534508087512375e-07
Position 476: 1.515788038018609e-07
Position 19: 7.852342871343715e-13
Position 215: 5.323600191456916e-14
Position 153: 4.596043754037801e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2192: 0.9990764306297025
Position 3082: 0.9861135685904872
Position 1345: 0.9724541635547693
Position 2036: 0.9421478644670617
Position 552: 0.877638977035871
Position 2444: 0.7556166993722303
Position 153: 0.679478539208616
Position 257: 0.2818582306309606
Position 1689: 0.14064909954272323
Position 2915: 0.027197994016814695
Position 1084: 0.027137017408093635
Position 2800: 0.022983367620863192
Position 201: 0.016272172004142008
Position 1370: 0.012910682703024616
Position 3345: 0.011750214656633827
Position 1101: 0.010669909324321174
Position 1231: 0.008497412765062513
Position 1978: 0.005606712560934232
Position 1703: 0.004999882937756324
Position 577: 0.004229912696786265
Position 957: 0.0036899313016450297
Position 2068: 0.0036194187230689577
Position 760: 0.003558672462724271
Position 363: 0.002918370486238786
Position 242: 0.0028130603579396285
Position 1968: 0.0024842337976177433
Position 353: 0.002280958253697971
Position 376: 0.0020506482707962335
Position 2835: 0.0020124025243540736
Position 2821: 0.0020053667627760174
Position 1721: 0.0018890271446578074
Position 2071: 0.0011009485467592163
Position 433: 0.0009063690487831328
Position 384: 0.0005034061086908648
Position 2045: 0.0004311450978290143
Position 311: 0.00031651017556186283
Position 2112: 0.00022165344111494664
Position 2350: 0.0001789537562562512
Position 3431: 0.00014515179175576346
Position 2522: 0.00012518762545051456
Position 320: 6.518935543640152e-05
Position 2533: 5.674586069362484e-05
Position 2486: 4.665674820122084e-05
Position 395: 2.9441662311923873e-05
Position 437: 2.8797919988577838e-05
Position 294: 2.7580195640942547e-05
Position 279: 2.3961542367542045e-05
