Gene = CycY
index = 1115
Annotated 5SS: [  56 2187]
Annotated 3SS: [1097 2280]
SMsplice 5SS: [2187]
SMsplice 3SS: [2303]
top_k =  100
Partition function (log Z): -8.21553454546558

Sorted 5' Splice Sites (High to Low Probability):
Position 2187: 0.9720991391840427
Position 56: 0.3851459897904116
Position 1281: 0.23121767553626033
Position 630: 0.08816935847924973
Position 3588: 0.08265711729746088
Position 147: 0.0596177999694947
Position 472: 0.03312886932475812
Position 686: 0.02834034132120281
Position 855: 0.021131573797399165
Position 2660: 0.020989958714679544
Position 550: 0.014166199284462251
Position 316: 0.013448155755351309
Position 3003: 0.012982979508413775
Position 738: 0.011536035193111624
Position 869: 0.007184468696643847
Position 3145: 0.0068965832700216625
Position 294: 0.005477299562006049
Position 2999: 0.005192249733772542
Position 334: 0.004224153535818955
Position 3592: 0.003583621877733704
Position 204: 0.0034004695541476723
Position 928: 0.002704076229575672
Position 752: 0.002423909309139877
Position 194: 0.0013820072725891433
Position 2565: 0.00048703082038793614
Position 263: 0.0003353640627326247
Position 776: 0.0002947150221405831
Position 637: 1.071135767432798e-05
Position 93: 6.0592085203829274e-06
Position 102: 4.174112260401019e-06
Position 95: 8.768510040134571e-07
Position 104: 6.624731985712215e-08
Position 408: 1.046404160112405e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1097: 0.5434765481260584
Position 2303: 0.37759530410611375
Position 2280: 0.3133376261217358
Position 3406: 0.29755079230690495
Position 2002: 0.15481471494500024
Position 3671: 0.0868783471635394
Position 1936: 0.06394046100626555
Position 197: 0.04316893549706649
Position 2083: 0.026876726909728053
Position 2249: 0.022074007709896714
Position 3395: 0.020641165070258358
Position 1471: 0.01673612393010936
Position 698: 0.010937165989601377
Position 794: 0.008698952809504383
Position 2334: 0.008259527391751724
Position 967: 0.006284195873075265
Position 615: 0.003120911306220853
Position 1383: 0.002993845879421979
Position 910: 0.0027401917724184095
Position 2727: 0.00209287789914795
Position 1390: 0.0020405150133415493
Position 686: 0.0018497236767602823
Position 984: 0.00073016160828314
Position 658: 0.0004979386206534423
Position 855: 0.00037879164555905994
Position 328: 0.0002691897291367651
Position 360: 0.00024010229014938083
Position 450: 4.172498177056254e-06
Position 223: 3.4982192388353705e-06
Position 541: 3.4701129273719504e-06
Position 417: 3.0551157840532833e-06
