Gene = ND-13A
index = 1295
Annotated 5SS: [279 552]
Annotated 3SS: [374 614]
SMsplice 5SS: [279 552]
SMsplice 3SS: [374 614]
top_k =  100
Partition function (log Z): 0.9830717073171282

Sorted 5' Splice Sites (High to Low Probability):
Position 279: 0.9845438639315183
Position 552: 0.9675588858059588
Position 140: 0.09987416241180531
Position 25: 0.026794496894637306
Position 261: 0.011147217728942185
Position 557: 0.006226454200993848
Position 539: 0.005643688335200039
Position 537: 0.0017356492061454485
Position 31: 0.0016306023002863965
Position 137: 0.0011544193045367446
Position 99: 0.0010295256412539869
Position 465: 0.0007654024733963698
Position 697: 0.0007475587788724384
Position 526: 0.0006041553196808037
Position 517: 0.0005382826939148491
Position 61: 0.0005319642778217414
Position 108: 0.00046478361374858854
Position 425: 0.0004116797656073827
Position 165: 0.00038498187183451545
Position 297: 0.000259604911599384
Position 91: 0.00022835945841855537
Position 125: 0.00021435805973993977
Position 869: 0.0001375172433110732
Position 50: 0.00012539631547491142
Position 79: 0.00011660541498887849
Position 735: 9.091692913659937e-05
Position 1037: 1.9565501520654724e-05
Position 9: 1.594602334399256e-05
Position 407: 1.2684933107171372e-05
Position 225: 8.53948727273302e-06
Position 101: 5.9191702727244365e-06
Position 11: 2.281109786842945e-06
Position 106: 1.3519939173844191e-06
Position 492: 3.632729794403984e-09
Position 479: 2.4565691143176606e-09
Position 495: 6.131179470938253e-10
Position 342: 2.5139147661574066e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 374: 0.9986995591671538
Position 614: 0.9830677765006391
Position 200: 0.1277057712850796
Position 97: 0.0007819909969019645
Position 774: 0.0007654028075784277
Position 952: 0.000489995744661119
Position 154: 0.00020918336236483515
Position 386: 0.00016896109383579175
Position 800: 0.000155970780863234
Position 840: 0.00014238739368530284
Position 112: 0.00012673838806579826
Position 83: 0.0001244996730683473
Position 91: 0.00011290495482222231
Position 389: 0.00011033273587274768
Position 238: 0.0001073576979059867
Position 223: 7.022865255573526e-05
Position 422: 4.628096593423508e-05
Position 158: 4.198382591875074e-05
Position 995: 2.1982219850212553e-05
Position 1106: 1.9565501520654724e-05
Position 869: 1.7497731780580243e-05
Position 744: 1.1716836523259673e-05
Position 990: 9.92175725449787e-06
Position 70: 7.968369004418212e-06
Position 537: 7.050424995284087e-06
Position 65: 2.0086231621754244e-06
Position 54: 1.790321979420857e-06
