Gene = simj
index = 1873
Annotated 5SS: [  632 21156 21523 22424 22601 22865 23859 24105]
Annotated 3SS: [20270 21224 22336 22498 22665 22925 23939 24186]
SMsplice 5SS: [  632 21156 21523 22424 22601 22865 23859 24131]
SMsplice 3SS: [20270 21224 22312 22498 22665 22925 23939 24186]
top_k =  100
Partition function (log Z): 25.959602485938895

Sorted 5' Splice Sites (High to Low Probability):
Position 632: 0.9999999999999951
Position 21156: 0.9997475189065661
Position 23859: 0.9994589207713083
Position 22601: 0.999086865364953
Position 22865: 0.9989027817444802
Position 22424: 0.9977556369863687
Position 21523: 0.9802433201609672
Position 24131: 0.507435167899957
Position 24042: 0.38706663263201446
Position 24474: 0.16063709122328662
Position 22162: 0.13210664204593314
Position 450: 0.12630133268125363
Position 242: 0.10091510701528594
Position 25633: 0.09309679460505557
Position 442: 0.07632445765543858
Position 24101: 0.0437941531848863
Position 24414: 0.027572921297222292
Position 25237: 0.015441306775698849
Position 24105: 0.014873813102265963
Position 483: 0.013443761373792558
Position 22137: 0.011273247089307523
Position 24109: 0.009703808034688694
Position 496: 0.008428000877034674
Position 246: 0.007871052853417701
Position 457: 0.006981396244150779
Position 234: 0.006595159856817296
Position 24388: 0.006188421265731789
Position 290: 0.005838679421055904
Position 236: 0.004892282712646186
Position 238: 0.004417766716631843
Position 21550: 0.004352549336427441
Position 21789: 0.003039856658218627
Position 264: 0.0026022822247034564
Position 70: 0.002419086089862949
Position 446: 0.0020631598121731284
Position 322: 0.001997440716537977
Position 75: 0.001561707910454646
Position 21533: 0.0011905518954066511
Position 248: 0.0008278277845095521
Position 22851: 0.0006673163152229614
Position 23745: 0.00035161078374517036
Position 22869: 0.00027721947798845507
Position 22957: 0.0002276870545398628
Position 23409: 0.0002251342369863594
Position 310: 0.0002145579028923203
Position 23863: 0.00019093611242831587
Position 23128: 6.632096039176322e-05
Position 21538: 5.291586692256105e-05
Position 23197: 4.912956714474913e-05
Position 23090: 1.941005490843084e-05
Position 23836: 1.71537725236439e-05
Position 23900: 3.2199670921386963e-06
Position 22871: 1.4186796191355428e-09
Position 22843: 3.636479786993189e-10
Position 22734: 1.5004460352937787e-10
Position 22745: 9.515506210228422e-11
Position 22811: 6.185855619954246e-11
Position 22821: 3.4486026666758964e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 20270: 0.9997637295988155
Position 22925: 0.9995051448803083
Position 21224: 0.9980616337906358
Position 22498: 0.9716384151434246
Position 23939: 0.9633116490296315
Position 22665: 0.8716844508108831
Position 24186: 0.7946610721894559
Position 22312: 0.4870660288369288
Position 538: 0.2963365945288197
Position 21587: 0.23019310595970496
Position 22336: 0.18751649898044515
Position 22718: 0.11780509725092184
Position 25439: 0.11307790670432143
Position 25489: 0.10681136498986157
Position 25707: 0.09309679460505557
Position 22041: 0.08894838663481944
Position 25224: 0.07300349662131972
Position 21774: 0.05633445067665587
Position 25089: 0.05412002653479146
Position 369: 0.03724293229806487
Position 23971: 0.035752959497200386
Position 21851: 0.03076581017059592
Position 357: 0.025922943865378783
Position 22474: 0.025245032198312516
Position 24473: 0.024212372279052284
Position 21669: 0.01192091117370097
Position 395: 0.00879925697386072
Position 21622: 0.008540972920666384
Position 21746: 0.0080440467912718
Position 21905: 0.0061373045781296775
Position 21787: 0.005013959686954265
Position 24209: 0.004395340051417775
Position 22693: 0.0042371230039947305
Position 290: 0.003014137908755668
Position 24088: 0.0026403966650152618
Position 22518: 0.0025572509998694442
Position 22680: 0.002520724797980648
Position 21975: 0.002391799978556583
Position 21908: 0.0023430814532005586
Position 22653: 0.0021614801441357102
Position 22353: 0.0019860114653186974
Position 21236: 0.0017383912018550428
Position 21743: 0.0015297801144337924
Position 21795: 0.0012095358990655601
Position 310: 0.001087869643249988
Position 524: 0.0007043103399966032
Position 510: 0.0005870142905336162
Position 21944: 0.0005149689865412789
Position 23983: 0.00043771828158180824
Position 23810: 0.0003393466137535256
Position 22785: 0.00026902900568302756
Position 23017: 0.0002618634045115255
Position 23503: 0.00019085603165514616
Position 21286: 0.0001837643152585858
Position 22934: 0.00016763067060170556
Position 22957: 0.0001535365966428014
Position 22782: 0.00012733009742260011
Position 22523: 0.0001173673909550315
Position 22695: 8.450001567133946e-05
Position 22981: 8.180069026224212e-05
Position 23173: 6.224688464008318e-05
Position 22821: 5.994602997114518e-05
Position 23269: 4.912956714474913e-05
Position 22943: 2.5374941144111254e-05
Position 23148: 1.941005490843084e-05
Position 23029: 1.644342929617498e-05
Position 23951: 1.024163454316976e-05
Position 24025: 1.4323610319377635e-08
