Gene = gkt
index = 1716
Annotated 5SS: [ 199  800 1250 1903]
Annotated 3SS: [ 252  859 1304 1962]
SMsplice 5SS: [ 199  800 1250 1903]
SMsplice 3SS: [ 252  859 1304 1962]
top_k =  100
Partition function (log Z): 9.245781028239426

Sorted 5' Splice Sites (High to Low Probability):
Position 800: 0.9952766594015794
Position 199: 0.994441293447451
Position 1903: 0.9431182534487421
Position 1250: 0.8700992023319679
Position 1231: 0.09850932752794991
Position 2267: 0.04832729477574645
Position 2328: 0.036189175715313056
Position 2090: 0.031918099130147363
Position 933: 0.005578686218670641
Position 1912: 0.005469027087038343
Position 804: 0.0044356835946011445
Position 1776: 0.003502080515402738
Position 203: 0.0031865395582452737
Position 1907: 0.0023120701165392065
Position 2182: 0.0017484865871210105
Position 2153: 0.001300441233090043
Position 417: 0.001042211565998963
Position 1023: 0.00077962676995912
Position 1240: 0.0007341880253664714
Position 2172: 0.0006770175764689504
Position 1184: 0.0006322777762280897
Position 1988: 0.0006130103364007596
Position 1046: 0.0005783334286879795
Position 1141: 0.0004086271061356591
Position 1764: 0.00039966258157379396
Position 1172: 0.00034133761066124996
Position 1770: 0.0002496233590023681
Position 41: 0.0002456649854905371
Position 1900: 0.00021954282593008255
Position 1179: 0.00019833910479571617
Position 2341: 0.00016322315509302495
Position 576: 0.00012270266573069998
Position 1026: 0.00010964817093239282
Position 1623: 8.929000800760401e-05
Position 2106: 7.145705138615121e-05
Position 920: 5.1883954342104696e-05
Position 965: 5.050212689665962e-05
Position 43: 3.696888968063059e-05
Position 1531: 2.4452742842349894e-05
Position 1474: 2.1101602186290182e-05
Position 948: 1.6595591364132684e-05
Position 1113: 1.5022573850984622e-05
Position 753: 1.3324171035282415e-05
Position 1266: 1.1654362640430955e-05
Position 482: 1.0954380834507261e-05
Position 632: 8.21843870436603e-06
Position 1879: 8.012834118343554e-06
Position 573: 7.747647362397312e-06
Position 90: 7.211975385083266e-06
Position 992: 6.9700292690813215e-06
Position 81: 8.615762668751226e-07
Position 1588: 8.554644499770038e-07
Position 2140: 7.525147469035223e-07
Position 1351: 5.124449643763004e-07
Position 79: 4.5509523075227934e-07
Position 1768: 4.3086938411944386e-07
Position 946: 2.023186452744678e-07
Position 94: 1.5281308745884156e-07
Position 712: 1.1548227661188703e-07
Position 100: 1.0117856591176127e-07
Position 1997: 5.325246192465134e-08
Position 88: 4.116326768806671e-08
Position 1780: 2.957274158368892e-09
Position 455: 2.565977192996523e-09
Position 1082: 2.0604636734466806e-09
Position 220: 1.6396581983304484e-09
Position 149: 1.3378083382539743e-09
Position 1271: 1.2708346176972766e-09
Position 182: 1.0592559653698271e-09
Position 448: 8.475477529364737e-10
Position 436: 5.694036339587757e-10
Position 475: 4.131924032221251e-10
Position 1090: 1.0707542486023133e-10
Position 252: 1.823264249074677e-11
Position 133: 1.39444667497517e-12
Position 131: 1.2174566995449134e-12
Position 429: 1.0604754976530735e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 859: 0.9995531518097616
Position 1304: 0.9721310142572583
Position 252: 0.9554890722062223
Position 1962: 0.9527763816638337
Position 2327: 0.06394970757452925
Position 2405: 0.036755186883955945
Position 272: 0.02496463323012212
Position 2250: 0.019222524362285054
Position 316: 0.00962610013869335
Position 1006: 0.0030879521484469276
Position 2216: 0.0022947390207147286
Position 1076: 0.002037247122447483
Position 695: 0.0017295948508456037
Position 475: 0.0016990086292763258
Position 368: 0.0015991982599025294
Position 335: 0.0009903306380378827
Position 986: 0.0007793930575011442
Position 2056: 0.0007406318566899914
Position 587: 0.0006957989837428055
Position 462: 0.0004782659565539749
Position 2182: 0.0003825998236061799
Position 414: 0.00035268894226955083
Position 436: 0.0002957664531495369
Position 100: 0.00023854174437124644
Position 591: 0.00021937714729356023
Position 1895: 0.00020675606357474087
Position 1333: 0.00020425317429833398
Position 536: 0.0001644797987877014
Position 1810: 9.822806593405525e-05
Position 1683: 8.886011458001644e-05
Position 1577: 8.840547822721788e-05
Position 559: 5.880737156761822e-05
Position 486: 4.6713050186910385e-05
Position 118: 4.2453155544967594e-05
Position 365: 4.052335271742741e-05
Position 341: 3.622992202238346e-05
Position 1160: 3.1497301420959725e-05
Position 403: 3.0264240901543722e-05
Position 303: 2.6323292448569063e-05
Position 386: 2.5066774037187993e-05
Position 1240: 2.1993435546675102e-05
Position 605: 1.4230575080271599e-05
Position 320: 1.39217276186263e-05
Position 296: 1.2978161136726226e-05
Position 539: 1.0939296389748007e-05
Position 712: 8.39322706416288e-06
Position 498: 6.411271424766926e-06
Position 149: 6.305624432261669e-06
Position 380: 6.147654496413995e-06
Position 128: 2.6328051469588174e-06
Position 157: 1.4488762465235862e-06
Position 161: 4.275165652639704e-08
Position 866: 3.096113971910131e-08
Position 131: 3.077982912447035e-08
Position 182: 7.274413195775395e-11
