Gene = Drgx
index = 1139
Annotated 5SS: [  562 10557 15558 15720 21224 21889 27735]
Annotated 3SS: [10432 15465 15617 21121 21316 27576 28092]
SMsplice 5SS: [  562 10557 11074 15558 15720 21224 21889 27735]
SMsplice 3SS: [10432 10679 15465 15617 21121 21316 27576 28092]
top_k =  100
Partition function (log Z): 15.67458328442357

Sorted 5' Splice Sites (High to Low Probability):
Position 21889: 0.9999994678393086
Position 10557: 0.9998185939911249
Position 21224: 0.9968972086252083
Position 15558: 0.9899657587694735
Position 15720: 0.9853596751917982
Position 27735: 0.9787088493927569
Position 11074: 0.8654953480828397
Position 562: 0.6469612945249557
Position 554: 0.29699376780571207
Position 26819: 0.23240667949517702
Position 16598: 0.14296513858662932
Position 11692: 0.12868494228679353
Position 208: 0.0711114366303804
Position 22547: 0.04090350795050306
Position 1379: 0.040160683642572276
Position 7784: 0.02669979080227407
Position 1653: 0.020317074900005987
Position 23282: 0.019840945031551805
Position 27805: 0.019312732729941058
Position 23118: 0.018284475822585466
Position 5176: 0.015522210137963491
Position 22428: 0.01001295641685819
Position 16397: 0.004235475315333198
Position 210: 0.003300441196317
Position 214: 0.003124654555318147
Position 21228: 0.0030987484831177282
Position 22256: 0.002695447843237563
Position 28765: 0.001004142827136473
Position 21397: 0.0007396340929997791
Position 21405: 0.0006409461643054729
Position 16025: 0.0003367114708137923
Position 195: 0.00026841132262590616
Position 11081: 0.0002514518687195334
Position 274: 0.00013687288989306875
Position 727: 0.00012342313728314002
Position 21701: 8.159340680721231e-05
Position 218: 6.1075614767784e-05
Position 328: 4.272375679495886e-05
Position 212: 3.5475470735634414e-05
Position 3: 1.8168888397070955e-05
Position 137: 1.0692497577856058e-05
Position 367: 1.0186307326046348e-05
Position 417: 8.189916942885223e-06
Position 369: 8.102347211144916e-06
Position 315: 7.112199264121804e-06
Position 69: 3.025728153038025e-06
Position 21867: 5.321606921568974e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 10432: 0.9992834565310947
Position 27576: 0.9968641083043396
Position 21121: 0.9940247396939539
Position 15465: 0.9870709466793774
Position 15617: 0.9818196400634795
Position 28092: 0.8702796366848833
Position 21316: 0.7528095726619315
Position 10679: 0.4235836453508327
Position 21344: 0.2420963884554745
Position 25783: 0.23241263879852497
Position 10948: 0.16622424861808405
Position 28109: 0.12645309489547354
Position 10951: 0.09677850954627433
Position 10785: 0.09670306761709464
Position 16365: 0.09466783993721638
Position 22007: 0.07236878817991244
Position 11560: 0.06890680001053688
Position 10841: 0.0491059405327491
Position 615: 0.04138824402807825
Position 16270: 0.03521709340982017
Position 11238: 0.028743178777922318
Position 7425: 0.02093994682484094
Position 284: 0.01897983171505781
Position 11007: 0.01691322144298502
Position 10923: 0.01574424585834793
Position 22666: 0.011086629612853722
Position 13771: 0.009224443662307494
Position 4269: 0.008587083872474064
Position 790: 0.008153805972046327
Position 11361: 0.007640465467080495
Position 11202: 0.007609187139338161
Position 675: 0.0073877018557461805
Position 16309: 0.007379947768817303
Position 4789: 0.0069351262654894445
Position 21471: 0.005916236585652448
Position 7347: 0.005759843977433138
Position 21133: 0.00488657474870433
Position 21977: 0.004111979741493978
Position 11565: 0.003909929705391906
Position 22617: 0.003690463574731142
Position 1327: 0.003548006686707547
Position 461: 0.0032452230745981183
Position 15623: 0.0029762190098120635
Position 11300: 0.00279353451999095
Position 26894: 0.0024458861526137363
Position 11529: 0.0023334001567896353
Position 16092: 0.0022236460978828747
Position 11342: 0.001949935020204578
Position 11441: 0.0016315700235870249
Position 11388: 0.001617597022930465
Position 11159: 0.0015493444430211604
Position 15991: 0.0011729646357827924
Position 16488: 0.001015154719610398
Position 28825: 0.001004142827136473
Position 28800: 0.0007926041935656626
Position 28136: 0.0007601752165358401
Position 8994: 0.000716543468902693
Position 19654: 0.0005121219998701391
Position 10807: 0.0003221474708294767
Position 20394: 0.00031314689336808896
Position 19554: 0.0002633662769409752
Position 21950: 0.0002327957019199394
Position 27982: 0.00022806147571255653
Position 21362: 0.0002054007195625015
Position 21802: 0.00020017072437441066
Position 27797: 0.0001910417757845355
Position 21394: 0.0001827866682701005
Position 21964: 0.00014823593799266274
Position 11053: 0.00010680274976028394
Position 22027: 9.945443627596415e-05
Position 10631: 8.35647557271132e-05
Position 15874: 5.5156959321964964e-05
Position 21612: 2.565347473093156e-05
Position 15861: 2.226846562123722e-05
Position 21532: 2.1971869605730215e-05
Position 15885: 1.7437924996836677e-05
