Gene = MED14
index = 1259
Annotated 5SS: [ 258  415 1046 1606 2038 2331 3025 3386]
Annotated 3SS: [ 319  479 1107 1669 2095 2388 3080 3441]
SMsplice 5SS: [ 258  415 1046 1600 2038 2331 3025 3386 3760]
SMsplice 3SS: [ 319  479 1107 1669 2095 2388 3080 3441 5179]
top_k =  100
Partition function (log Z): 24.948353133066675

Sorted 5' Splice Sites (High to Low Probability):
Position 3386: 0.9991556805999662
Position 258: 0.9978335771114185
Position 1046: 0.9946598380885089
Position 3025: 0.9853960835498128
Position 415: 0.9824855414033133
Position 2038: 0.9790157969713664
Position 2331: 0.9767936417312235
Position 1600: 0.9344076974370518
Position 3760: 0.738445667362053
Position 1899: 0.26060042956972895
Position 2713: 0.1588962166903974
Position 1313: 0.10937968782760966
Position 5463: 0.10785877443045061
Position 2583: 0.10189007632204607
Position 2710: 0.04955157627960992
Position 940: 0.03862323187912277
Position 1611: 0.025492122349301215
Position 68: 0.022701588040115368
Position 1173: 0.01886350622180395
Position 1606: 0.01677377804326992
Position 697: 0.014697566631519351
Position 419: 0.014167054274128872
Position 2053: 0.013692238356619795
Position 2507: 0.01272329681680439
Position 3164: 0.011646715752149225
Position 3501: 0.011007161428789776
Position 2324: 0.009251486180354344
Position 2745: 0.008776115778610984
Position 2747: 0.007642811739875522
Position 3029: 0.0053312973649747766
Position 3593: 0.0019497613947082155
Position 2943: 0.001690409632410384
Position 401: 0.0016688850655440946
Position 3236: 0.0009407699184929122
Position 1326: 0.0007798033242035646
Position 1482: 0.0007526012225195728
Position 1626: 0.0007016986096523264
Position 1057: 0.0006630014448226976
Position 3214: 0.0006520340665534027
Position 425: 0.0005280199410358172
Position 385: 0.00025412825026757473
Position 3390: 0.0002352341884624324
Position 598: 0.00022839487171134737
Position 511: 9.249228716576204e-05
Position 2496: 7.931482490610881e-05
Position 2254: 4.529371971235342e-05
Position 1518: 3.5619737415371556e-05
Position 686: 3.156226132990783e-05
Position 2499: 2.6616507067175545e-05
Position 571: 1.7226410446092147e-05
Position 435: 8.550026214938326e-06
Position 2284: 5.474455592378149e-06
Position 1024: 3.5228872283764088e-06
Position 2978: 3.4567868920075847e-06
Position 264: 3.399995229465783e-06
Position 2826: 2.605973086005056e-06
Position 2218: 2.4407661626635854e-06
Position 262: 1.8952785808363045e-06
Position 1137: 1.7973614406973172e-06
Position 2863: 7.09162242803844e-07
Position 217: 2.68568940823597e-07
Position 352: 2.5290790997789164e-07
Position 970: 2.1418568070331114e-07
Position 226: 1.999357959318126e-07
Position 2225: 1.9897149961595304e-07
Position 2256: 1.953764704530876e-07
Position 2394: 1.4907933504142987e-07
Position 1072: 9.983357582959152e-08
Position 1083: 6.80457555689461e-08
Position 3362: 5.3212741658063816e-08
Position 356: 1.6904849016781327e-08
Position 219: 1.2961025490901225e-11
Position 951: 6.865244686381558e-12
Position 2216: 1.4964026862868858e-12
Position 2189: 1.1306247150011492e-12
Position 309: 1.1031613335527906e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2095: 0.9991918739379683
Position 479: 0.9968982221377917
Position 3080: 0.9913799347143467
Position 1669: 0.9604363019931202
Position 319: 0.9564625993306157
Position 2388: 0.9438797912914739
Position 1107: 0.9274430942688825
Position 3441: 0.8749301473432375
Position 2795: 0.3621449237090014
Position 5179: 0.3557491990139347
Position 1962: 0.2590151383010267
Position 3450: 0.08715646018217935
Position 4145: 0.07365881003476779
Position 5573: 0.06925609281872616
Position 4731: 0.060777119879403735
Position 4454: 0.058114941657431696
Position 1402: 0.05122263020690318
Position 991: 0.050921371069308094
Position 1238: 0.050411607490245536
Position 1361: 0.04633217860838935
Position 3551: 0.044298129887843166
Position 322: 0.04103274658186338
Position 5517: 0.03860268161172399
Position 4029: 0.035029634317007785
Position 5241: 0.03160456855595149
Position 4080: 0.029847508813304603
Position 4679: 0.02742885110370954
Position 1136: 0.022465743550002932
Position 3866: 0.020694725139321784
Position 1765: 0.01651345970853592
Position 3813: 0.014588277521149039
Position 129: 0.013145046606695163
Position 3890: 0.009023579414359884
Position 2572: 0.008177621392772935
Position 2666: 0.0077257383156545
Position 3289: 0.007399226487154218
Position 4384: 0.007034771336623124
Position 1425: 0.00681207161377701
Position 1154: 0.006124518233526085
Position 1727: 0.005166177697789712
Position 4710: 0.00482709259572249
Position 3107: 0.0045488007138217365
Position 3913: 0.004399187024682985
Position 145: 0.0037513768675001466
Position 4415: 0.003685082026964527
Position 139: 0.003385098210748937
Position 3313: 0.0031596069593320913
Position 3648: 0.003031459721877859
Position 3265: 0.00247007625610401
Position 557: 0.0022381036648958146
Position 156: 0.0020196484522459843
Position 1163: 0.002014571128789122
Position 5191: 0.0019823189277173837
Position 3513: 0.0016592470603945056
Position 1681: 0.0015943906431286972
Position 3624: 0.0013886410056699351
Position 1367: 0.0011079214183911724
Position 856: 0.0008992207198707498
Position 1195: 0.0006226184531690592
Position 897: 0.00041550906213026566
Position 880: 0.00023588057081459703
Position 2442: 0.00023429870918054862
Position 742: 0.00019148733139889352
Position 510: 0.0001895718868802571
Position 2110: 0.0001786633084514239
Position 2116: 0.00017571808276195612
Position 864: 0.0001669899711876856
Position 153: 0.00013025222078107344
Position 110: 9.458921447113939e-05
Position 3500: 9.441565807346007e-05
Position 828: 7.179063525661679e-05
Position 379: 3.516617158698398e-05
Position 206: 2.9548636720490862e-05
Position 2414: 1.8358866857778402e-05
Position 171: 1.619027180432059e-05
Position 1027: 4.892364744872691e-06
Position 257: 2.7518961968467048e-06
Position 160: 6.372969712342941e-07
Position 234: 2.6592138117153312e-09
Position 237: 1.1040700053635411e-09
Position 262: 1.1616089745563843e-13
