Gene = c(2)M
index = 1639
Annotated 5SS: [ 219  462  799 1042 1481 1841 2034]
Annotated 3SS: [ 297  517  857 1095 1532 1898 2090]
SMsplice 5SS: [ 219  462  799 1042 1841]
SMsplice 3SS: [ 297  517  857 1095 1898]
top_k =  100
Partition function (log Z): 16.921719978625106

Sorted 5' Splice Sites (High to Low Probability):
Position 462: 0.9989588876490838
Position 1841: 0.9980409593878418
Position 219: 0.9968410798424323
Position 799: 0.9917362950972781
Position 1042: 0.9819403961526427
Position 2034: 0.5219382322634545
Position 1481: 0.3527316515162556
Position 1465: 0.10889516602756882
Position 1472: 0.08969084014377
Position 1233: 0.04567242539060409
Position 19: 0.034508120697275144
Position 2202: 0.015331145132611957
Position 529: 0.009411902426842839
Position 2057: 0.007878141412162531
Position 1534: 0.003920517519530032
Position 1245: 0.002377028661138116
Position 3: 0.002257815716320357
Position 205: 0.0021178697300326165
Position 8: 0.0016905931531632484
Position 658: 0.0016703877888035016
Position 1777: 0.0006894228081965898
Position 637: 0.0004636292724752935
Position 466: 0.0004465716999191295
Position 778: 0.0003018272693674992
Position 446: 0.00028881980040076953
Position 2170: 0.000269881225993742
Position 1823: 0.00020111240468807172
Position 22: 0.0001877755616232288
Position 199: 0.00017044817826142742
Position 49: 0.0001402780569966466
Position 1691: 8.935454926451408e-05
Position 589: 5.6070019079174184e-05
Position 545: 5.453586521321196e-05
Position 1069: 5.3955333378340336e-05
Position 664: 5.324524694547048e-05
Position 781: 2.2678444056887383e-05
Position 568: 1.5625701178666365e-05
Position 806: 1.5081639698354873e-05
Position 803: 9.980251586282473e-06
Position 413: 8.806244828923423e-06
Position 857: 8.593737819038795e-06
Position 2011: 6.880840969623268e-06
Position 208: 6.4675021429566905e-06
Position 674: 6.325879930179531e-06
Position 2029: 6.314468748534734e-06
Position 386: 3.5706586877577977e-06
Position 2038: 2.830764854104811e-06
Position 79: 1.8186230918427237e-06
Position 2032: 1.6079473880082948e-06
Position 67: 8.488557499519649e-07
Position 82: 8.038465562073268e-07
Position 1413: 7.740425695232634e-07
Position 1095: 1.9706329604893803e-07
Position 76: 8.610113140682293e-08
Position 359: 5.614385082391402e-08
Position 422: 5.2709762968629236e-08
Position 472: 1.3171378383145863e-08
Position 551: 2.0978269881656654e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1898: 0.9986979564356967
Position 517: 0.9986888184854796
Position 297: 0.996105640777809
Position 857: 0.9599098355797461
Position 1095: 0.796768585310391
Position 2090: 0.46082185685698085
Position 1532: 0.30268861084485665
Position 1546: 0.26171326660330313
Position 1113: 0.13958527871920096
Position 82: 0.03837266406831715
Position 2114: 0.03232727454441097
Position 1680: 0.028119636917493557
Position 1300: 0.02712284824499618
Position 1100: 0.025230051082286115
Position 2349: 0.02185663917577272
Position 2260: 0.014740679124438109
Position 921: 0.011744277987412672
Position 939: 0.009343841667608477
Position 592: 0.009266223255578066
Position 1572: 0.008473312640662364
Position 2225: 0.007324237629605372
Position 301: 0.002832966326201713
Position 887: 0.0025854864139006092
Position 2557: 0.0019655478536441608
Position 2431: 0.001824643534386864
Position 2501: 0.0016846104173325674
Position 732: 0.0011947428913426654
Position 1153: 0.001156547713959118
Position 2328: 0.0010112051611773807
Position 2078: 0.0010108079088440793
Position 1538: 0.0009085963671195274
Position 628: 0.0008832853979301721
Position 946: 0.0007463635983065082
Position 750: 0.0007126057486242892
Position 2668: 0.0006058735487876798
Position 1908: 0.0004775211137556467
Position 680: 0.0003442823416200662
Position 1179: 0.00033881932365880914
Position 2240: 0.0002656134410419034
Position 1364: 0.0002581568211774486
Position 1008: 0.0002087270806084791
Position 346: 0.0001404869797146938
Position 877: 0.00012096419130432586
Position 136: 0.00010205280772210562
Position 108: 0.00010100426228099346
Position 687: 9.963476033666959e-05
Position 322: 8.108091150995439e-05
Position 978: 7.426973820399399e-05
Position 777: 7.402956699621707e-05
Position 893: 6.498086505755844e-05
Position 923: 5.993468657065745e-05
Position 729: 5.732693367828407e-05
Position 372: 5.216256141699174e-05
Position 336: 5.151490590257044e-05
Position 528: 3.975267148198669e-05
Position 397: 3.3520230193974645e-05
Position 1023: 3.228765687497282e-05
Position 664: 2.909175275794716e-05
Position 607: 2.695329339981174e-05
Position 49: 1.9684252454583097e-05
Position 1118: 9.621328445802966e-06
Position 438: 6.667062825463803e-06
Position 142: 7.509034386142269e-07
Position 422: 8.032008398600307e-08
Position 208: 3.481405524583056e-09
Position 110: 3.0790654431440074e-09
Position 92: 1.5448867285351658e-09
Position 155: 1.734139525783907e-11
Position 189: 1.6898145715366725e-11
