Gene = CG43120
index = 733
Annotated 5SS: [ 69 555]
Annotated 3SS: [136 603]
SMsplice 5SS: [ 69 555]
SMsplice 3SS: [136 603]
top_k =  100
Partition function (log Z): -2.866647524271467

Sorted 5' Splice Sites (High to Low Probability):
Position 69: 0.9971316866531428
Position 555: 0.41768283592362837
Position 531: 0.2131397279401919
Position 963: 0.059581217309747775
Position 713: 0.00633011333093078
Position 1020: 0.0053492074509506864
Position 183: 0.004869633637103559
Position 545: 0.003780700006228926
Position 559: 0.0022451741142469226
Position 290: 0.0019012483680573092
Position 730: 0.0018832735846080442
Position 517: 0.0016641255860483815
Position 401: 0.0015146701120474365
Position 1127: 0.0015030220519309857
Position 900: 0.0013410718361115954
Position 73: 0.0006069950915718791
Position 888: 0.0005354052396207084
Position 982: 0.00034389993759464086
Position 861: 0.000304746998072395
Position 381: 0.00024269239761881754
Position 202: 0.00016991324359204776
Position 312: 8.670801991677337e-05
Position 215: 3.093221211501829e-05
Position 519: 1.6302992242153324e-05
Position 391: 9.82466207321888e-06
Position 423: 8.878933721420371e-06
Position 413: 6.7958482879889285e-06
Position 389: 5.643243599909126e-06
Position 238: 1.8664039360790747e-06
Position 507: 1.8810943378605384e-07
Position 164: 1.3248086176035914e-07
Position 4: 3.49154773759303e-09
Position 110: 3.0309420164688897e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 136: 0.9927175808087043
Position 603: 0.6197933167669684
Position 1093: 0.08618529025604264
Position 883: 0.005404408231793832
Position 1292: 0.0030494409833630417
Position 1325: 0.002918959946148389
Position 459: 0.0026058674790189968
Position 507: 0.0021662613629271385
Position 1199: 0.0019557798716274928
Position 401: 0.001669916614378667
Position 1263: 0.0008994967844060299
Position 1054: 0.0008513963614036326
Position 142: 0.000581460403088413
Position 653: 0.00043319990712669526
Position 198: 0.00034257712562197576
Position 1346: 0.0002794818718965603
Position 767: 0.00021227823350127562
Position 1312: 0.00010446384914932925
Position 234: 2.9641703331912282e-05
Position 320: 2.680057306831882e-05
Position 294: 2.349420028751571e-05
Position 270: 2.1791975011990967e-05
Position 180: 1.5731881712207578e-05
Position 164: 1.1873719660582282e-11
Position 155: 7.855179573274103e-12
Position 99: 1.964096111257797e-12
Position 208: 1.4698864212214071e-12
Position 77: 3.750766085500216e-14
Position 68: 1.927105888033775e-14
Position 46: 1.2283411119050803e-14
Position 147: 2.387387898376623e-15
Position 48: 1.6375821427501464e-16
