Gene = Pvf3
index = 1396
Annotated 5SS: [ 2209 38811 50277 50555 57418]
Annotated 3SS: [38771 50143 50342 57139 57487]
SMsplice 5SS: [  315 50277 50555 57418]
SMsplice 3SS: [50143 50342 57139 57487]
top_k =  100
Partition function (log Z): -70.75312763375705

Sorted 5' Splice Sites (High to Low Probability):
Position 315: 0.9969040026913667
Position 2209: 0.04238401105387981
Position 519: 0.0009506832624094114
Position 240: 0.0009252348127951194
Position 228: 0.0005747372672887613
Position 653: 0.0001605021647953852
Position 675: 0.0001238769431116421
Position 244: 0.00010236319498434545
Position 322: 6.966960397548134e-05
Position 358: 5.2152618144152494e-05
Position 806: 4.332777423036855e-05
Position 432: 3.3894403628450607e-05
Position 224: 3.143020149734706e-05
Position 710: 1.9099407844435248e-05
Position 3437: 3.1004452033889416e-06
Position 2583: 7.947026314889643e-07
Position 2484: 1.7465254350485792e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 14509: 0.5240466314426283
Position 12384: 0.4417872326161981
Position 11677: 0.014825161959248042
Position 2019: 0.013784021567038856
Position 802: 0.011115430046330982
Position 9993: 0.0060473856383198585
Position 10990: 0.005775356974651397
Position 10722: 0.004069926576831267
Position 1544: 0.0029276084886499694
Position 1985: 0.0023084407514185
Position 1952: 0.0022822450857725874
Position 1317: 0.0022032508178115046
Position 2094: 0.001657785641928017
Position 7861: 0.0014337644639208088
Position 1076: 0.0012070773566376476
Position 9504: 0.0010050271466110826
Position 1731: 0.0008834373120269178
Position 836: 0.0008560780337866406
Position 1758: 0.0007935132047272994
Position 612: 0.0006753849671208317
Position 1502: 0.0006068842617069275
Position 1227: 0.0005438367752630386
Position 1170: 0.0005308664771810106
Position 9003: 0.0004836734927715003
Position 7605: 0.00032176260911753583
Position 6785: 4.968299436742045e-05
Position 4432: 4.1153509399315566e-05
Position 2685: 3.0320703478531837e-05
Position 5147: 2.2700675422320276e-05
Position 6182: 2.1445867898184302e-05
Position 5487: 1.175337934197894e-05
Position 4403: 7.0697652396541215e-06
Position 4655: 4.836409601662748e-06
Position 4730: 4.428654792107768e-06
Position 4032: 3.320475258981114e-06
Position 4799: 3.1600607824763585e-06
Position 3797: 1.8499407450022514e-06
Position 2663: 1.4835853583200513e-06
Position 1563: 1.2507981528844382e-06
Position 3462: 1.1267628787710109e-06
Position 2286: 6.106692197749428e-07
Position 2379: 1.9262541242326065e-07
Position 2702: 1.917039262805357e-07
Position 1392: 9.075534340886588e-08
Position 1460: 7.856844071731749e-08
Position 851: 6.059590539571325e-08
Position 1707: 5.287353389102774e-08
Position 1487: 4.7863188342248814e-08
Position 1042: 4.2830534533636665e-08
Position 883: 4.0490890736991376e-08
Position 1079: 3.694224875508852e-08
Position 1114: 3.3898491492986216e-08
Position 380: 2.9905170325972586e-08
Position 605: 1.534415248287629e-08
Position 1320: 1.481656083367634e-09
Position 710: 1.452783678551921e-09
Position 1149: 1.4277805121481934e-09
Position 1395: 1.2939556107072934e-09
