Gene = TSG101
index = 1541
Annotated 5SS: [ 383  583  739 1085 1437 1845]
Annotated 3SS: [ 497  672  808 1215 1497 1912]
SMsplice 5SS: [ 383  583  739  940 1085 1437 1845]
SMsplice 3SS: [ 497  672  808 1002 1215 1497 1912]
top_k =  1000
Partition function (log Z): 22.738649050024005

Sorted 5' Splice Sites (High to Low Probability):
Position 1845: 0.9987282734500458
Position 1085: 0.9925518562253961
Position 383: 0.9868449919440125
Position 583: 0.9768032293838129
Position 1437: 0.9514715699713862
Position 739: 0.8107831342870003
Position 940: 0.8084744167808856
Position 918: 0.05938556487244427
Position 1411: 0.04672497220424057
Position 219: 0.0125214937795534
Position 910: 0.012187772416117468
Position 632: 0.011217099523539166
Position 840: 0.006157168078263659
Position 72: 0.00405319652781512
Position 37: 0.0034310823775148573
Position 578: 0.0031813968790620735
Position 788: 0.002660718281412961
Position 1415: 0.0015415892755203649
Position 833: 0.0011950383316198326
Position 1089: 0.0011280604876943376
Position 99: 0.0008349716851127258
Position 2145: 0.0007634004564846049
Position 370: 0.0007394819506030535
Position 1603: 0.0005670097180396782
Position 1091: 0.00046275484729571515
Position 1096: 0.0004122517386049888
Position 60: 0.000389053732351082
Position 1591: 0.00022733358208607707
Position 1104: 0.00019937022999589997
Position 1003: 0.0001894993547489691
Position 2199: 0.00017968004327587243
Position 155: 0.00017655497919413232
Position 347: 0.00015663246433221778
Position 232: 0.00014282482263742392
Position 3: 0.0001149641375060965
Position 2125: 0.00010502940564830314
Position 1038: 9.331477813119227e-05
Position 729: 8.695464510512938e-05
Position 1441: 7.84725745121649e-05
Position 2158: 7.479512311473792e-05
Position 1153: 7.025553615409897e-05
Position 2069: 6.844257060538714e-05
Position 1862: 5.825404844339237e-05
Position 2019: 5.685457902148638e-05
Position 400: 5.663901582359038e-05
Position 922: 4.698974023451545e-05
Position 275: 4.527609097418168e-05
Position 1987: 4.1646439855294644e-05
Position 207: 3.940545767045667e-05
Position 1667: 3.858852368699661e-05
Position 62: 3.7842262835845964e-05
Position 1611: 3.398825612894935e-05
Position 1816: 3.336027615609289e-05
Position 2148: 3.246536184211746e-05
Position 503: 2.423234275031211e-05
Position 79: 2.409141898016812e-05
Position 1856: 2.3755242277936112e-05
Position 1849: 2.153460143016518e-05
Position 6: 1.978356323649982e-05
Position 1194: 1.7993774071861885e-05
Position 324: 1.7589887821392007e-05
Position 1653: 1.698849296638952e-05
Position 873: 1.5317341213146316e-05
Position 136: 1.384699989682537e-05
Position 65: 1.3123659592253242e-05
Position 180: 1.235719043529202e-05
Position 638: 8.38147549908756e-06
Position 875: 6.993055763239968e-06
Position 726: 5.616008705284287e-06
Position 1733: 5.1559717029450985e-06
Position 1036: 4.868989984221264e-06
Position 1291: 4.651404169482202e-06
Position 2119: 4.236159591846342e-06
Position 124: 3.967960465507652e-06
Position 2086: 3.7376669654841383e-06
Position 1307: 3.5778991417123202e-06
Position 636: 3.041386857111513e-06
Position 880: 2.8380394863416296e-06
Position 183: 2.7402605815686648e-06
Position 1288: 2.2273792167869343e-06
Position 701: 2.2083757635183725e-06
Position 1975: 2.0155370055038795e-06
Position 235: 1.3935487654835566e-06
Position 392: 1.2099673398862377e-06
Position 537: 8.155444987969693e-07
Position 2175: 5.875023020637912e-07
Position 1334: 4.853529545522507e-07
Position 1012: 4.480081052336139e-07
Position 143: 3.546112132882229e-07
Position 688: 2.966682206973669e-07
Position 1326: 2.2573322404087984e-07
Position 1989: 1.3733127414433414e-07
Position 674: 9.725961173814198e-08
Position 150: 8.300126052486318e-08
Position 497: 6.583034125762049e-08
Position 1514: 3.3671238135230683e-08
Position 1354: 3.242061576612868e-08
Position 528: 1.565110402108939e-08
Position 1913: 1.4032872086376909e-08
Position 548: 1.1121322758817653e-08
Position 531: 3.6145200529929347e-09
Position 1243: 2.7728045899907684e-09
Position 1897: 2.6663845666641497e-09
Position 540: 1.0636088039282142e-09
Position 507: 6.583681366567934e-10
Position 672: 1.747392609788647e-11
Position 1234: 1.8773283770135304e-12
Position 1256: 1.813410385128818e-12
Position 1476: 4.1767730179384713e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1912: 0.9987853892639856
Position 1497: 0.99367884550492
Position 497: 0.9883584992603262
Position 672: 0.9420274249721419
Position 1002: 0.8771478608615726
Position 808: 0.757389180862917
Position 1215: 0.6174759873604101
Position 1275: 0.3685605367578491
Position 903: 0.0635929476503441
Position 861: 0.028135415168148544
Position 969: 0.01471885807042663
Position 1229: 0.008727423093351006
Position 713: 0.005391731104482373
Position 275: 0.004869705378199549
Position 299: 0.004760736785746364
Position 124: 0.004615075063249118
Position 1514: 0.0042630581812825264
Position 688: 0.0026299899163283575
Position 2264: 0.0013945223545202806
Position 1483: 0.001160618803843588
Position 158: 0.0011263553651177476
Position 1194: 0.0010575182339189679
Position 177: 0.0008800942005197483
Position 301: 0.0007744294646550954
Position 503: 0.0007466857543983044
Position 1562: 0.0007312913455907247
Position 105: 0.0005861057581504997
Position 524: 0.0005661495554306364
Position 315: 0.00042645950559227705
Position 1650: 0.0003824765460999463
Position 556: 0.0003231212521001671
Position 909: 0.00030251936706526453
Position 1690: 0.0002931295616822826
Position 636: 0.00025628308880871803
Position 196: 0.00021530529396566474
Position 760: 0.00019968340006505843
Position 155: 0.00017399602851486415
Position 771: 0.00017270188289793858
Position 1249: 0.0001654573114184695
Position 939: 0.00014822887872737077
Position 1647: 0.0001238713498022669
Position 695: 0.00010797584459444548
Position 200: 9.252921577196127e-05
Position 1725: 9.015948952701331e-05
Position 58: 6.506296740693776e-05
Position 1743: 4.287990164607044e-05
Position 1128: 3.731451847176744e-05
Position 333: 3.0460582357529732e-05
Position 1938: 2.512171302866077e-05
Position 1359: 1.9744566396122704e-05
Position 1047: 1.5530517035519544e-05
Position 739: 1.4963846841473817e-05
Position 521: 1.3228455323806471e-05
Position 2119: 1.2643301644938852e-05
Position 2206: 1.0030701908842017e-05
Position 540: 7.891559317721781e-06
Position 205: 7.309066644539146e-06
Position 1752: 7.112038364315237e-06
Position 575: 6.544559199622471e-06
Position 1578: 6.239695062802923e-06
Position 1024: 5.071084351776319e-06
Position 1617: 4.486911058286098e-06
Position 2199: 3.977463940616142e-06
Position 382: 3.7849550953688825e-06
Position 79: 3.4466204800091957e-06
Position 1777: 2.8066575083056025e-06
Position 1749: 2.6001404906634974e-06
Position 2015: 2.4435321471546515e-06
Position 2066: 2.048747100721468e-06
Position 1758: 1.7835592005527212e-06
Position 1066: 1.254993376803949e-06
Position 1539: 7.228837796007113e-07
Position 2148: 6.816745580946439e-07
Position 1120: 6.575043587520135e-07
Position 1053: 6.01382386149756e-07
Position 370: 5.910605668590325e-07
Position 1653: 4.416138420223532e-07
Position 1755: 4.2242481059287274e-07
Position 1294: 4.044636018364556e-07
Position 1733: 3.7230432016746674e-07
Position 777: 3.4550234236201e-07
Position 1549: 3.0942470067166026e-07
Position 1785: 2.8193179793446416e-07
Position 1674: 2.5843993261282426e-07
Position 2027: 2.0843204532166492e-07
Position 2069: 2.0599364449897577e-07
Position 2074: 1.7658205829489646e-07
Position 1425: 1.436004146088071e-07
Position 2091: 1.4136838354922925e-07
Position 2003: 1.2813791162493315e-07
Position 1667: 1.278004114211925e-07
Position 352: 1.0895112845733476e-07
Position 1596: 9.479049407488012e-08
Position 1875: 6.91688455863827e-08
Position 577: 6.58997700868311e-08
Position 1623: 6.058560915284916e-08
Position 1284: 5.243825809379401e-08
Position 1986: 5.218798454735678e-08
Position 2081: 4.8974524637642367e-08
Position 1812: 4.556903122123612e-08
Position 1886: 4.350773200201697e-08
Position 387: 3.937227737209462e-08
Position 1611: 3.5853602020619604e-08
Position 2102: 3.078665621848004e-08
Position 1828: 2.458019632522787e-08
Position 2099: 1.8657055676802046e-08
Position 1794: 1.59183401153212e-08
Position 620: 7.949938530489904e-09
Position 1536: 4.835103478673285e-09
Position 2163: 4.030671618286539e-09
Position 400: 3.743957691041629e-09
Position 1973: 3.674364793160697e-09
Position 593: 1.7012482711006257e-09
Position 603: 7.796366072577875e-10
Position 587: 3.7307305649450836e-10
Position 355: 2.54321091480199e-11
