Gene = Spf45
index = 1512
Annotated 5SS: [ 187 1242]
Annotated 3SS: [ 241 1302]
SMsplice 5SS: [187]
SMsplice 3SS: [241]
top_k =  1000
Partition function (log Z): -7.349902280829443

Sorted 5' Splice Sites (High to Low Probability):
Position 187: 0.9133221763131838
Position 1242: 0.34444862447605945
Position 1073: 0.08099557199685839
Position 482: 0.08047057654639374
Position 1112: 0.042158740011738347
Position 842: 0.03696564761149967
Position 663: 0.01450989787825738
Position 1052: 0.012526857928217512
Position 1135: 0.011303059561185436
Position 453: 0.007412963502869693
Position 163: 0.005928039382488877
Position 345: 0.004260255881510462
Position 1230: 0.0036672840710032357
Position 861: 0.003541438892766833
Position 1213: 0.0033084674873745464
Position 257: 0.003174602819300491
Position 983: 0.0021214556415428405
Position 1154: 0.0019316555196428253
Position 595: 0.0014512429083627244
Position 268: 0.0014500101036798642
Position 191: 0.001029242090923115
Position 625: 0.0009679283864835706
Position 801: 0.0006940053310446923
Position 1344: 0.0006920071360743621
Position 1208: 0.0006627374548683953
Position 1256: 0.0005012856899428337
Position 1145: 0.0005009412691977732
Position 864: 0.0004814712277988042
Position 43: 0.00046836830202673304
Position 522: 0.00040063479483361784
Position 1005: 0.00034156877612201675
Position 293: 0.0003105804226254065
Position 647: 0.0002746889670343949
Position 1373: 0.00024313119035338908
Position 1196: 0.00019056158712099446
Position 711: 0.00013829317936637334
Position 536: 0.0001378554590359836
Position 890: 0.00011779416690324413
Position 1002: 0.00011735765420423555
Position 254: 9.92784039259246e-05
Position 1355: 9.792956789340043e-05
Position 566: 9.505645239687172e-05
Position 144: 7.224706090785157e-05
Position 342: 6.773446047706152e-05
Position 320: 6.601820148144145e-05
Position 78: 5.034149040046522e-05
Position 540: 4.812421367681264e-05
Position 795: 4.695796264690988e-05
Position 714: 3.864000966717593e-05
Position 717: 3.22254277470471e-05
Position 1272: 3.0221449801837457e-05
Position 1152: 3.0051736460704616e-05
Position 1181: 2.792433879320968e-05
Position 543: 2.468632706811607e-05
Position 238: 2.1619073701767343e-05
Position 46: 1.918681212160386e-05
Position 486: 1.8780274178527924e-05
Position 1381: 1.8414714379348686e-05
Position 175: 1.5048992424209783e-05
Position 52: 1.2514116604301106e-05
Position 323: 1.1946806678303502e-05
Position 784: 1.0014617786573217e-05
Position 126: 8.938676233839287e-06
Position 13: 1.776706678839461e-06
Position 300: 1.416655180848592e-06
Position 66: 7.644167726746721e-07
Position 462: 7.288245517010536e-07
Position 700: 1.335857369430375e-07
Position 23: 6.695836138291011e-08
Position 26: 4.684478508903095e-09
Position 755: 2.8378503695372812e-09
Position 395: 2.0686783397577994e-09
Position 528: 8.522583111343265e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 241: 0.6086832594887087
Position 1302: 0.5770021348867721
Position 941: 0.11256208100779447
Position 284: 0.09316351167268837
Position 908: 0.06429684088536645
Position 320: 0.05693486463489792
Position 750: 0.015764904303113732
Position 979: 0.015113793980979775
Position 1468: 0.008411412986431905
Position 790: 0.004648500047006074
Position 254: 0.0036077886362916446
Position 267: 0.0030913527906309625
Position 1135: 0.002846427010366884
Position 1308: 0.0018878433329085882
Position 342: 0.0018579798263357015
Position 695: 0.001598295176976076
Position 372: 0.0015043624043493717
Position 1279: 0.0014199474638849764
Position 650: 0.0011275521299040961
Position 1397: 0.0009101242876823961
Position 420: 0.0008531397791882476
Position 1435: 0.0008193711998276214
Position 1445: 0.0007255623574472756
Position 1076: 0.0006791775009445109
Position 711: 0.0006587141929466917
Position 381: 0.0006343153968636136
Position 211: 0.0004530180158159266
Position 446: 0.00043880547487363695
Position 479: 0.00031646522390501604
Position 722: 0.0002916903332284256
Position 1474: 0.00027347501453831355
Position 518: 0.00022360015556200435
Position 558: 0.00016590945660805516
Position 290: 0.00016164804994775537
Position 350: 0.00015937478346513936
Position 1047: 0.0001537598704570155
Position 586: 0.00014120058290311278
Position 110: 0.00013596513637104238
Position 293: 7.766200712586547e-05
Position 887: 7.356136981872571e-05
Position 1283: 7.309317571245767e-05
Position 820: 5.535073220711106e-05
Position 1241: 3.6885659502149774e-05
Position 150: 3.470757016611643e-05
Position 1020: 2.870930450380577e-05
Position 591: 2.565252265846549e-05
Position 462: 1.8224451724618185e-05
Position 1335: 1.7042196899922603e-05
Position 1211: 1.0727032374103922e-05
Position 572: 7.707220789727766e-06
Position 448: 6.383250133670474e-06
Position 114: 1.647675397972218e-06
Position 98: 1.2428506893535987e-06
Position 497: 3.9258941705606723e-07
Position 512: 3.7919816942672433e-07
Position 156: 1.2572250807783866e-07
Position 954: 3.455200223536007e-08
Position 453: 3.293093303225865e-08
Position 800: 2.9014380492428768e-08
Position 986: 2.8329800271318684e-08
Position 476: 1.1272355964676052e-08
Position 566: 9.336380772244392e-09
Position 187: 9.125224080747665e-09
Position 560: 1.3753724160699466e-09
Position 503: 3.9866700185160767e-10
Position 163: 5.484815534643048e-11
Position 191: 1.4979406564790222e-13
