Gene = BORCS6
index = 44
Annotated 5SS: [  90  578 1109]
Annotated 3SS: [ 150  633 1165]
SMsplice 5SS: [  90  578 1109]
SMsplice 3SS: [ 150  633 1165]
top_k =  1000
Partition function (log Z): -2.924309936547254

Sorted 5' Splice Sites (High to Low Probability):
Position 578: 0.8411284855008065
Position 1109: 0.7715716593676283
Position 90: 0.448219214380032
Position 16: 0.4021800162810016
Position 100: 0.11288255856020253
Position 1113: 0.02245648855123383
Position 582: 0.004388989886812832
Position 21: 0.003904996597967954
Position 589: 0.0031285934862477216
Position 1099: 0.0030436749341569546
Position 1208: 0.0017194476156004966
Position 349: 0.0007024310363432556
Position 72: 0.0004265472250407846
Position 536: 0.0003236056150029315
Position 336: 0.00019529502392577334
Position 361: 0.00012110334063860021
Position 233: 7.145937145139572e-05
Position 1031: 5.204066135196924e-05
Position 1117: 4.80464897850401e-05
Position 278: 4.501451481862515e-05
Position 1073: 3.1999323605466605e-05
Position 1231: 2.8441760986306018e-05
Position 805: 2.5858954496562533e-05
Position 1037: 1.332197151570731e-05
Position 821: 8.811164446889702e-06
Position 713: 8.161036608669904e-06
Position 778: 7.549253754272454e-06
Position 978: 7.130725065044827e-06
Position 324: 7.091688388463963e-06
Position 972: 5.673435975518995e-06
Position 251: 5.200444448852481e-06
Position 906: 4.568970805975256e-06
Position 993: 3.293528762940088e-06
Position 111: 2.5322022425824414e-06
Position 117: 1.8922626827282177e-06
Position 890: 1.8593242724145636e-06
Position 1193: 1.5870229210351805e-06
Position 1143: 1.1078186513452646e-06
Position 849: 7.853932040222348e-07
Position 161: 4.6442305855481045e-07
Position 861: 3.1342065128331986e-07
Position 1185: 2.765306725233907e-07
Position 227: 2.539522225689984e-07
Position 150: 1.4239860420449355e-07
Position 830: 1.0766060385270315e-07
Position 726: 9.935677262939359e-08
Position 603: 8.896577045044184e-08
Position 664: 7.79077200559748e-08
Position 238: 5.272328067674606e-08
Position 183: 3.606866758180339e-08
Position 192: 3.132818733670331e-09
Position 636: 7.8982306157655e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 633: 0.8578763961594902
Position 150: 0.8576203259390829
Position 1165: 0.6154915583786921
Position 1168: 0.1814845920636117
Position 128: 0.06850626301106873
Position 161: 0.0263253431496265
Position 178: 0.0023436716779725963
Position 207: 0.0016813149964894608
Position 1265: 0.001601874982782314
Position 69: 0.0012376094165355732
Position 183: 0.0007084970668507377
Position 1290: 0.0004378650533772728
Position 336: 0.00035268320122460264
Position 180: 0.00027903373903054323
Position 100: 0.0001528226808189186
Position 385: 0.00013340459288628155
Position 413: 0.00012752422060500243
Position 603: 0.00010996864046096065
Position 1172: 6.703227677574733e-05
Position 1089: 5.7006017413446725e-05
Position 188: 5.2163899193972186e-05
Position 705: 2.339684775504365e-05
Position 271: 1.8187229010577954e-05
Position 1216: 1.7175792465651247e-05
Position 849: 1.034708261428783e-05
Position 664: 8.76008433235439e-06
Position 859: 8.526406462764325e-06
Position 890: 8.325715745756985e-06
Position 830: 7.71722788601189e-06
Position 1248: 5.437818022264386e-06
Position 1201: 4.037166005943006e-06
Position 420: 3.0360916163789847e-06
Position 1031: 2.4963530019900634e-06
Position 1037: 1.7736304518459298e-06
Position 1094: 1.506393762213995e-06
Position 521: 9.530608472591631e-07
Position 1141: 9.255109566783444e-07
Position 1131: 9.187275286751296e-07
Position 531: 8.613368079438098e-07
Position 1178: 8.331095117836698e-07
Position 884: 6.821548372429395e-07
Position 616: 6.391156212865724e-07
Position 647: 6.301036334929649e-07
Position 536: 6.159090034996062e-07
Position 1055: 4.790593333296962e-07
Position 1001: 4.602017525606504e-07
Position 901: 3.953089756926379e-07
Position 355: 3.6538326621051415e-07
Position 369: 3.143224458938379e-07
Position 1127: 2.5531164994342755e-07
Position 501: 1.8628866231286906e-07
Position 713: 1.694976918501633e-07
Position 425: 1.6536837706958936e-07
Position 481: 1.457980181014325e-07
Position 560: 1.3250525051509406e-07
Position 554: 9.783546912562381e-08
Position 588: 9.596942826372374e-08
Position 752: 9.137964226928014e-08
Position 265: 7.785026484563495e-08
Position 275: 5.941454424321791e-08
Position 246: 4.083616987436186e-08
Position 357: 3.6397560989651165e-08
Position 495: 3.0440852138259435e-08
Position 707: 2.9316325643982332e-08
Position 465: 2.6388208144978955e-08
Position 1091: 2.0973937871854238e-08
Position 346: 1.6907058936441393e-08
Position 249: 1.300622639946047e-08
Position 278: 7.220870485331354e-09
Position 498: 1.6700107067602584e-09
Position 571: 1.5491378131839194e-09
Position 509: 1.0307203530373644e-09
Position 292: 1.0488504120587798e-14
Position 251: 8.580563818208858e-16
