Gene = cep290
index = 1644
Annotated 5SS: [ 758  989 1450 2341 3335 3526 3742 4486 5210 5396 6443 6836]
Annotated 3SS: [ 814 1041 1514 2399 3392 3587 3798 4549 5262 5453 6507 6898]
SMsplice 5SS: [ 758  989 1450 2341 3335 3526 3742 4486 5210 5396 6443 6836]
SMsplice 3SS: [ 814 1041 1514 2399 3392 3587 3798 4549 5262 5453 6507 6898]
top_k =  1000
Partition function (log Z): 41.16573778954342

Sorted 5' Splice Sites (High to Low Probability):
Position 989: 0.9999860120501723
Position 3526: 0.998624637201377
Position 2341: 0.998169401824354
Position 5210: 0.997868858309697
Position 1450: 0.9945317419478154
Position 3335: 0.9932811920442544
Position 4486: 0.991305540983506
Position 758: 0.9877993490359783
Position 3742: 0.9688216827632172
Position 6836: 0.9467135948260516
Position 5396: 0.909732891572334
Position 6443: 0.8967818021261178
Position 245: 0.1387487890220023
Position 6578: 0.03827764967211008
Position 623: 0.031914252875233556
Position 4113: 0.02385917638470328
Position 1342: 0.007535246611464315
Position 6840: 0.006615347633016432
Position 401: 0.006604777931355307
Position 6447: 0.006070993573559318
Position 4205: 0.0042998891488055385
Position 4767: 0.0037337443244684614
Position 6187: 0.0025432116946839437
Position 6001: 0.0024840767447096676
Position 3752: 0.0017942597868373293
Position 3183: 0.0016571881901303687
Position 2092: 0.0016258860160560265
Position 1584: 0.001454414867986716
Position 4500: 0.001363611368053519
Position 6075: 0.001358977909625818
Position 2306: 0.0012187385650624155
Position 2559: 0.0008467295422209085
Position 3755: 0.0007668686848413437
Position 3523: 0.000719377279013578
Position 1920: 0.0006895059049542494
Position 5190: 0.0006847912321881891
Position 1150: 0.0006550273652548528
Position 3962: 0.0006387428092500789
Position 765: 0.0005964187706300407
Position 1860: 0.0005125216382684397
Position 1349: 0.0005035294335615174
Position 2493: 0.0004934061252980941
Position 4019: 0.00046909610286941845
Position 5823: 0.0004121009914688187
Position 5849: 0.000346324457480263
Position 5068: 0.0003230960295417695
Position 4709: 0.0003202461325315323
Position 3178: 0.00030078350638301435
Position 2595: 0.00028242309613078374
Position 2081: 0.00027989512051945775
Position 2532: 0.00027826744285331376
Position 4015: 0.00027203608779070463
Position 4639: 0.0002425897130539913
Position 3044: 0.00022849618896733363
Position 4355: 0.00020387977963596713
Position 5222: 0.00019945865572562773
Position 5153: 0.00019723785624881773
Position 2817: 0.00016564865765472726
Position 4176: 0.00016462854382588325
Position 3920: 0.0001591840631071769
Position 7067: 0.00015438285817856768
