Gene = fry
index = 1708
Annotated 5SS: [  332  8993  9395 10853 11155 11402 13548 15027 15242 15483 15741 15938
 16161 18462 35676 35896 36076 36281 36518 36696 37097 42849 43423 44417
 45082 46139 46446 46871]
Annotated 3SS: [ 7394  9053  9464 10922 11218 13403 14858 15091 15312 15585 15826 16005
 18297 35555 35761 35976 36145 36345 36589 36760 41269 42915 43789 45033
 45178 46199 46503 46929]
SMsplice 5SS: [  332  8993  9395 10853 11155 11402 15027 15242 15483 15741 15938 16161
 18462 35676 35896 36076 36281 36518 36696 37097 41595 42849 43030 43423
 44417 46139 46446 46871 47116]
SMsplice 3SS: [ 7394  9053  9464 10922 11218 14858 15091 15312 15585 15826 16005 18297
 35555 35761 35976 36145 36345 36589 36760 41269 42759 42915 43094 43789
 45178 46199 46503 46929 47174]
top_k =  1000
Partition function (log Z): 92.88566914874659

Sorted 5' Splice Sites (High to Low Probability):
Position 36696: 0.9999836214128619
Position 35676: 0.9996637065939867
Position 36076: 0.9992433777048302
Position 11155: 0.9990385516960676
Position 42849: 0.9969584840104095
Position 36518: 0.9962244390273259
Position 8993: 0.9933419781295781
Position 37097: 0.9922394021828814
Position 35896: 0.9920406548823582
Position 36281: 0.990302007163132
Position 11402: 0.9885121943285116
Position 15242: 0.9877548292340306
Position 46446: 0.9834948639499422
Position 15938: 0.9822270097322978
Position 15027: 0.9768588324915407
Position 46871: 0.9765041708107842
Position 16161: 0.9753751343995191
Position 10853: 0.9724806139507093
Position 43423: 0.9713342367182245
Position 332: 0.9690047724141001
Position 9395: 0.9666798911800188
Position 15483: 0.8937335564600735
Position 18462: 0.8866389085240239
Position 46139: 0.84934894679481
Position 41595: 0.7838794113187435
Position 44417: 0.7720911708077363
Position 43030: 0.60945641205551
Position 13548: 0.570549361687774
Position 47116: 0.5628893205956982
Position 45082: 0.5556169318161714
Position 15745: 0.43918199163442195
Position 38376: 0.43129742634962287
Position 18130: 0.38468737628402566
Position 9762: 0.20536179566439935
Position 9683: 0.19418458089017304
Position 18252: 0.13129086418858318
Position 7523: 0.12979535359697716
Position 15772: 0.118165996101561
Position 41141: 0.09766513006868446
Position 39795: 0.09171873310132522
Position 38861: 0.08687251818221971
Position 41420: 0.08423098896180461
Position 47208: 0.08284326039009499
Position 17272: 0.08268966836302061
Position 17094: 0.07302842866767306
Position 24533: 0.06917049853020961
Position 13238: 0.0690484544482665
Position 9969: 0.06485008373774426
Position 9586: 0.06443153863636257
Position 17276: 0.05195209911070129
Position 955: 0.047507438650757704
Position 46717: 0.04731458682887752
Position 9725: 0.04627664748720358
Position 7336: 0.044955771644996964
Position 44352: 0.04277262155622758
Position 15431: 0.03866498302466427
Position 7979: 0.03769402991753561
Position 44465: 0.03633954455979559
Position 9823: 0.031085432969147498
Position 9334: 0.03007533065388092
Position 41740: 0.02895019825023832
Position 44700: 0.027912196387714385
Position 7132: 0.02610252021942087
Position 47204: 0.025468002778140944
Position 45830: 0.023727047121413457
Position 46130: 0.022418056471057254
Position 7305: 0.02087848750466193
Position 7773: 0.02081881332568252
Position 25649: 0.02025516250747125
Position 14664: 0.019588708508626918
Position 3051: 0.018343874767678247
Position 3150: 0.016866963532940316
Position 6998: 0.01567745049695931
Position 41943: 0.015646627479832313
Position 46119: 0.01562615932141763
Position 16479: 0.015554871992708568
Position 16858: 0.014333477365333013
Position 45273: 0.013948582075009024
Position 3086: 0.013449154273957006
Position 39105: 0.0133289471086022
Position 43212: 0.01296745655047468
Position 6993: 0.012899377543795987
Position 9582: 0.012520128543663075
Position 5697: 0.011468574495081669
Position 43711: 0.011421538094098583
Position 4303: 0.010934351705745466
Position 37374: 0.010393824716804586
Position 25706: 0.010303209958100865
Position 11735: 0.009903155278066659
Position 15725: 0.00933021908533614
Position 12417: 0.008093712298113133
Position 47123: 0.00795938344368311
Position 9739: 0.007924457940616574
Position 17748: 0.007886615773125596
Position 9308: 0.007810655018047089
Position 25: 0.007757579320576595
Position 13202: 0.007276210031096672
Position 37902: 0.006736306578337973
Position 46432: 0.006440421867670274
Position 11427: 0.0061981058083376795
Position 16328: 0.00616547849214371
Position 45294: 0.005886021856884837
Position 9827: 0.005848667729213622
Position 7146: 0.00583962673532537
Position 40326: 0.005806203726673314
Position 873: 0.005473463633031082
Position 38895: 0.005456368891350954
Position 40297: 0.005450693807588186
Position 47174: 0.005378382032545679
Position 37610: 0.00537053033091881
Position 47100: 0.005240914371231789
Position 44765: 0.005122417211010841
Position 42196: 0.004964496709994482
Position 9706: 0.004808323646145246
Position 15237: 0.004784661186334974
Position 38052: 0.004726469234021911
Position 43516: 0.00454833550209593
Position 6618: 0.004351134353589442
Position 17253: 0.004290179060393616
Position 46088: 0.004234105739932438
Position 37068: 0.004189140399060822
Position 44348: 0.004074617370269733
Position 43675: 0.004073908530788643
Position 13107: 0.004071378125149316
Position 38868: 0.004070748375422603
Position 15235: 0.004026273979097306
Position 43306: 0.003894958030997943
Position 8000: 0.003823315018544095
Position 16340: 0.0037905746007746628
Position 38309: 0.00335191333594385
Position 2644: 0.0031392743143133415
Position 2715: 0.0030876787223001237
Position 17232: 0.0029861135863598807
Position 38347: 0.0027198938209667305
Position 47145: 0.002681505927261916
Position 11507: 0.0026524783779399074
Position 37084: 0.002647969890222145
Position 13009: 0.002632066818985533
Position 10044: 0.002571271382320918
Position 40416: 0.0025494462176447316
Position 37925: 0.002545851289239401
Position 36522: 0.0025444275107431987
Position 46019: 0.002521251810081934
Position 3041: 0.0023500212991280313
Position 6083: 0.002334535487162997
Position 1521: 0.0022950397682951606
Position 8508: 0.0022426119985201136
Position 12370: 0.0022364685585762574
Position 3751: 0.00220820168570554
Position 1323: 0.00215546770033122
Position 3606: 0.0020942253200671177
Position 7174: 0.001945627287541754
Position 45616: 0.001940759047077081
Position 46725: 0.001940609201971965
Position 10406: 0.0018743663548614618
