Gene = RanGAP
index = 1408
Annotated 5SS: [ 297 3327 4068 4640 4894]
Annotated 3SS: [2992 3385 4137 4716 4949]
SMsplice 5SS: [2478 3327 4068 4640 4894]
SMsplice 3SS: [2543 3385 4137 4716 4949]
top_k =  1000
Partition function (log Z): 7.17713861599199

Sorted 5' Splice Sites (High to Low Probability):
Position 4640: 0.9988567600370045
Position 3327: 0.9832493695949222
Position 4894: 0.9832360641145049
Position 4068: 0.9608562536339356
Position 2478: 0.5309302033349806
Position 289: 0.42066134410441614
Position 2482: 0.38203021603646686
Position 4380: 0.26074927712573254
Position 297: 0.25004539053431746
Position 2617: 0.21666369604203997
Position 444: 0.16334052818693728
Position 853: 0.13361617972888973
Position 2685: 0.11396562303379315
Position 2694: 0.10067905366592722
Position 2931: 0.09493894703827442
Position 1150: 0.07764722130672855
Position 3174: 0.06783804740990233
Position 440: 0.05630541470502313
Position 2613: 0.027637594889379936
Position 3179: 0.012991476589190464
Position 3749: 0.012268463208752479
Position 2672: 0.011907484454292561
Position 5266: 0.009945300162082059
Position 966: 0.009799784033685335
Position 1144: 0.009654708098130323
Position 4197: 0.007224989002615857
Position 3137: 0.005958810379162497
Position 4283: 0.005950854921943365
Position 2823: 0.005597820864136971
Position 293: 0.005425733825661367
Position 3482: 0.004168857205099329
Position 1826: 0.003233103836445437
Position 5276: 0.003228266185019
Position 705: 0.002899737812226955
Position 2317: 0.0021939881011792815
Position 3752: 0.0017748152637434742
Position 4072: 0.0016910088777523926
Position 4245: 0.0015188175029254066
Position 3833: 0.0014487522020070688
Position 520: 0.0014265403217409863
Position 728: 0.0013582459628822552
Position 2831: 0.0012531461592824797
Position 4101: 0.0011969935112940467
Position 1190: 0.0009278066144228448
Position 5151: 0.0007168481568001039
Position 2621: 0.0006923639351292922
Position 247: 0.0006541033385545799
Position 3299: 0.0005929783851194667
Position 42: 0.0005720582269066727
Position 2668: 0.0005660102898993251
Position 1154: 0.0005530254317365808
Position 114: 0.0005255336999937364
Position 4672: 0.00048299431724433355
Position 270: 0.00047387802242139314
Position 2491: 0.00047272332958041014
Position 1862: 0.00046833441718776783
Position 217: 0.00044947744097610377
Position 416: 0.00044710579484261376
Position 2839: 0.0004228593675388912
Position 3349: 0.00041876330843433943
Position 266: 0.0004171617518244811
Position 2868: 0.0004053543627585401
Position 4105: 0.0003641883657276156
Position 1658: 0.0003618392301361883
Position 4076: 0.00031805484094391516
Position 685: 0.0003002205718135557
Position 4020: 0.0002997485311005936
Position 4279: 0.00029285588280199455
Position 5273: 0.0002600546509676389
Position 657: 0.0002546687688489593
Position 341: 0.00024681596687622725
Position 3488: 0.00022834061932941365
Position 4658: 0.00022594642939136668
Position 468: 0.00021245436920057272
Position 5054: 0.00021207592534133412
Position 1000: 0.00018744283275976386
Position 493: 0.00018272687866921264
Position 1287: 0.00016672077379602978
Position 95: 0.00016171814836764774
Position 4888: 0.00016013645239085062
Position 149: 0.00015496730270749638
Position 5219: 0.00014374571827534908
Position 3821: 0.0001392651559113478
Position 4277: 0.00011953528760106198
Position 5103: 0.00011934509229092062
Position 721: 0.00010770947629529973
Position 376: 0.00010549824228481497
Position 5115: 9.447222044110039e-05
Position 3860: 7.905195162071243e-05
Position 220: 7.065326226423967e-05
Position 1224: 6.844906304845167e-05
Position 5131: 6.731299575926645e-05
Position 209: 5.243703835114605e-05
Position 4644: 5.0479728120592827e-05
Position 2497: 4.980272934648751e-05
Position 1003: 4.752853166342365e-05
Position 301: 4.011845399401729e-05
Position 959: 3.8550927733334635e-05
Position 4232: 3.723409030992003e-05
Position 2581: 3.236663250059068e-05
Position 146: 3.0852345317220445e-05
Position 5000: 2.8809852002486925e-05
Position 911: 2.7692517409558366e-05
Position 4582: 2.7642276986467756e-05
Position 4881: 2.3944094881995977e-05
Position 255: 2.2299422747735653e-05
Position 1203: 2.203057249431004e-05
Position 5101: 2.1772101256648646e-05
Position 5046: 1.936044983462544e-05
Position 3691: 1.9245264957478175e-05
Position 3946: 1.6977951419566937e-05
Position 164: 1.6592983362799545e-05
Position 644: 1.543056297813298e-05
Position 699: 1.3688776205189096e-05
Position 5033: 1.2434671289332159e-05
Position 2847: 1.2068058604558103e-05
Position 1891: 1.0429029423587146e-05
Position 1928: 1.01863588510568e-05
Position 4592: 1.0155639766011828e-05
Position 3913: 1.0087091645188802e-05
Position 4933: 9.165374986656189e-06
Position 141: 9.051008465493748e-06
Position 510: 8.560679324875052e-06
Position 4808: 8.053076528101136e-06
Position 1022: 7.409232756177566e-06
Position 1013: 6.718602578997827e-06
Position 878: 5.32902391382666e-06
Position 4803: 4.713140932771439e-06
Position 403: 3.788660577656105e-06
Position 4663: 3.746953288519838e-06
