Gene = elg1
index = 1692
Annotated 5SS: [1211 3759]
Annotated 3SS: [1265 4167]
SMsplice 5SS: [1211 3759]
SMsplice 3SS: [1265 4167]
top_k =  1000
Partition function (log Z): 0.14877666197768502

Sorted 5' Splice Sites (High to Low Probability):
Position 3759: 0.988575077164771
Position 1211: 0.9601684289992287
Position 262: 0.6447052761914328
Position 2804: 0.09559004689497173
Position 1555: 0.08985386194483852
Position 1956: 0.0730033603322144
Position 4331: 0.03752441197954408
Position 2353: 0.02505318119490193
Position 2552: 0.02446536583421303
Position 211: 0.01799762416237487
Position 951: 0.017694194952339513
Position 1346: 0.013878574216240839
Position 1355: 0.01193981253432404
Position 3266: 0.011390920997967817
Position 1761: 0.008828095918001105
Position 936: 0.008140825416768818
Position 2899: 0.007156250738700505
Position 1765: 0.006945475739211748
Position 2491: 0.005902110102566309
Position 1790: 0.00519633553509955
Position 602: 0.005168161269835319
Position 495: 0.004268789170106412
Position 207: 0.004229935641008352
Position 227: 0.004079412535107099
Position 1677: 0.003608339530100721
Position 205: 0.003231322749841814
Position 2460: 0.0029021666531300334
Position 2624: 0.0027450174119719706
Position 511: 0.002568692034420038
Position 1496: 0.0022780174560327045
Position 2485: 0.0022400817966842894
Position 2077: 0.0021528114117092523
Position 4299: 0.0021429787735188525
Position 1542: 0.0021064856023991145
Position 1525: 0.0020178243881896008
Position 280: 0.0020056867818936805
Position 4078: 0.0019093360562774607
Position 2644: 0.001356956397355909
Position 2175: 0.0011786985218478169
Position 1303: 0.001133729346943686
Position 2350: 0.0010410854668766447
Position 61: 0.000900636924667677
Position 2027: 0.0007283088783726377
Position 2638: 0.0007163565318729078
Position 4377: 0.0006587013871238894
Position 3013: 0.0006023251106902056
Position 1339: 0.0005591790440411473
Position 1405: 0.00045083902721848774
Position 4294: 0.0003626035784219093
Position 28: 0.0003212734920413663
Position 217: 0.00030378262203162396
Position 1975: 0.0002823516799674973
Position 1639: 0.00027605019512147325
Position 3233: 0.0002684836045762165
Position 250: 0.00024577697871930944
Position 2213: 0.00019155788244435242
Position 2221: 0.0001849222286367483
Position 2813: 0.00017766792606725443
Position 131: 0.000169944898974054
Position 4000: 0.00016502959193513293
Position 4455: 0.00014837681230616269
Position 215: 0.0001460352757543559
Position 3751: 0.0001286390710551952
Position 4119: 0.0001231640409240811
Position 225: 0.00012198508614427545
Position 91: 0.00011229363742801463
Position 285: 0.00011201260629489668
Position 209: 0.00010002785157239343
Position 3920: 9.725891188129188e-05
Position 375: 9.554096219637269e-05
Position 2135: 9.270530918784235e-05
Position 293: 7.838725269697908e-05
Position 585: 7.789086614718723e-05
Position 345: 6.49431459042893e-05
Position 1036: 6.11533436090954e-05
Position 354: 5.6365164593240194e-05
Position 768: 4.627743254351867e-05
Position 334: 3.773596896373188e-05
Position 3946: 2.9407646402452166e-05
Position 158: 2.8967807066614032e-05
Position 191: 2.543276422656254e-05
Position 940: 2.0125465896361568e-05
Position 4337: 1.4232842823468238e-05
Position 2108: 8.91535858162394e-06
Position 15: 8.864286100528734e-06
Position 3780: 8.469419636458457e-06
Position 117: 8.377874199163704e-06
Position 1379: 7.833278634748305e-06
Position 1215: 6.751664590092545e-06
Position 841: 6.2839839613497145e-06
Position 153: 5.777827204769614e-06
Position 2015: 5.461442805352524e-06
Position 2120: 5.158601061146079e-06
Position 1426: 4.849007998455616e-06
Position 1681: 4.318952035803878e-06
Position 3723: 3.863096572924488e-06
Position 4475: 3.5875873413398088e-06
Position 3552: 3.2686734744464116e-06
Position 1863: 3.0686026548617373e-06
Position 2360: 2.8064015142306192e-06
Position 2088: 2.673323168717771e-06
Position 1887: 2.605171856380165e-06
Position 984: 2.5685449965178567e-06
Position 3171: 2.534676830416231e-06
Position 1867: 2.2294155540763504e-06
Position 4528: 2.1081827248625968e-06
Position 2250: 1.5089283175803736e-06
Position 1423: 1.3376831069562183e-06
Position 1679: 1.137508288861132e-06
Position 1718: 1.0127921226535622e-06
Position 2289: 1.0033973504927397e-06
Position 1026: 9.958951058684023e-07
Position 2475: 9.233882162242119e-07
Position 1903: 8.046033399401646e-07
Position 1659: 7.973732449371121e-07
Position 288: 6.438812824371535e-07
Position 502: 3.688521739319987e-07
Position 1175: 2.0984046293808254e-07
Position 1831: 2.0369614921068402e-07
Position 1072: 7.659768941921849e-08
Position 675: 7.335195539669318e-08
Position 1934: 2.3281568276981042e-08
Position 856: 7.854099109932818e-09
Position 992: 7.398690178385908e-09
Position 829: 4.907729526917227e-09
Position 606: 3.39612446122745e-09
Position 866: 2.8634138837959286e-09
Position 942: 1.0140263770320702e-09
Position 879: 6.420101459827478e-10
