Gene = ND-B17
index = 1300
Annotated 5SS: [357 529]
Annotated 3SS: [ 426 1226]
SMsplice 5SS: [357 529]
SMsplice 3SS: [ 426 1226]
top_k =  1000
Partition function (log Z): 1.8258461170757652

Sorted 5' Splice Sites (High to Low Probability):
Position 357: 0.9867083472423174
Position 529: 0.9827837761286897
Position 891: 0.13003301278828594
Position 862: 0.04358280885300833
Position 1424: 0.008750239995491044
Position 533: 0.007780353561449926
Position 370: 0.006625913578791995
Position 878: 0.0026274484050454144
Position 772: 0.002540344293430252
Position 330: 0.0022910835361267643
Position 516: 0.001911982806423134
Position 1027: 0.0012470763285893822
Position 264: 0.0012215012988778498
Position 704: 0.001157753867646667
Position 1401: 0.0011483618860443955
Position 624: 0.001145568631266437
Position 802: 0.0010012796424790967
Position 1415: 0.0008829298435699151
Position 374: 0.0008685123818301588
Position 642: 0.0007891539499208476
Position 147: 0.000561336885891285
Position 1536: 0.00044099005544862805
Position 812: 0.00035138851167283816
Position 553: 0.0003205299059249976
Position 570: 0.00029627561320983375
Position 582: 0.00028957677290826164
Position 960: 0.0002470157730038482
Position 1014: 0.00023364490014988017
Position 1005: 0.00015072471180907552
Position 1045: 0.0001139150832072849
Position 610: 9.052293684256399e-05
Position 595: 8.792218904975293e-05
Position 735: 8.183305793734889e-05
Position 361: 7.375013089525319e-05
Position 1530: 6.710935714647372e-05
Position 937: 6.591350628776679e-05
Position 1036: 5.3214967810183525e-05
Position 1163: 5.316216649149368e-05
Position 1664: 4.8057934898215813e-05
Position 1173: 4.775330194062931e-05
Position 175: 4.30371026078165e-05
Position 381: 4.1921506990374515e-05
Position 339: 3.7656391371759355e-05
Position 604: 3.162279690767692e-05
Position 1635: 3.083370312688897e-05
Position 105: 3.082820793311953e-05
Position 540: 2.4154266863117267e-05
Position 1677: 2.132302447930599e-05
Position 1305: 2.0661609031103392e-05
Position 1088: 2.0265118473593393e-05
Position 165: 1.9782230640276935e-05
Position 982: 1.9444968599584527e-05
Position 1165: 1.713192802634899e-05
Position 1030: 1.6720709683269605e-05
Position 900: 1.4907720228925614e-05
Position 29: 1.3420018635845573e-05
Position 928: 1.1973894379107169e-05
Position 1612: 1.0689677850915715e-05
Position 800: 9.132767618278777e-06
Position 50: 5.057573049273042e-06
Position 1574: 4.775843305868391e-06
Position 1094: 4.282055332888417e-06
Position 1056: 4.2526548615228095e-06
Position 1274: 3.922731008836473e-06
Position 969: 3.753316062383062e-06
Position 974: 3.694068296838943e-06
Position 364: 3.2832514329359447e-06
Position 1502: 2.811477903339828e-06
Position 1355: 2.073069162396062e-06
Position 790: 2.0485664205513404e-06
Position 224: 1.8956098692306113e-06
Position 80: 1.878269866812132e-06
Position 1207: 1.8180569458033438e-06
Position 1576: 1.4945420029184926e-06
Position 1384: 1.2431474723816451e-06
Position 135: 8.016929218574437e-07
Position 628: 7.620503705070894e-07
Position 115: 5.831606396253368e-07
Position 12: 4.843949692024051e-07
Position 367: 4.3361335766311703e-07
Position 351: 4.1943791522727674e-07
Position 112: 3.807746975927562e-07
Position 1495: 2.630191455191171e-07
Position 56: 1.7305998558088142e-07
Position 7: 1.4304569779424785e-07
Position 448: 5.461373573687548e-08
Position 95: 5.0805204403927715e-08
Position 66: 4.4380184120829253e-08
Position 646: 2.5127496295049885e-08
Position 441: 1.958023962870826e-08
Position 644: 1.2490504259070116e-08
Position 23: 1.0228195970808342e-08
Position 1200: 4.288805925996408e-09
Position 389: 3.262969263446494e-09
