Gene = mtsh
index = 1805
Annotated 5SS: [ 530  833 2072 2275]
Annotated 3SS: [ 597  948 2127 2553]
SMsplice 5SS: [530 833]
SMsplice 3SS: [597 948]
top_k =  1000
Partition function (log Z): -1.6689490180350446

Sorted 5' Splice Sites (High to Low Probability):
Position 833: 0.9967165083841222
Position 530: 0.9542592590291833
Position 2275: 0.2721005812708055
Position 1037: 0.26663432862424585
Position 2385: 0.06571017201008385
Position 2257: 0.05235731584515923
Position 2170: 0.03367588812187472
Position 2072: 0.033139879390315666
Position 1620: 0.0330401214644737
Position 466: 0.03140425407575166
Position 2709: 0.01978756651367748
Position 119: 0.014385806835755618
Position 2419: 0.01334201784292809
Position 1092: 0.012812761538237741
Position 2391: 0.010730232488707454
Position 86: 0.00994424055567254
Position 117: 0.009786363631759097
Position 1940: 0.008468398552625399
Position 98: 0.007964510272735066
Position 2281: 0.0072210058417158
Position 2718: 0.006879496495703708
Position 80: 0.004843023295721086
Position 2701: 0.004647232516378928
Position 1996: 0.003992293129916057
Position 1755: 0.0029311844995945757
Position 1271: 0.002422436671354071
Position 337: 0.0022345169416560264
Position 1412: 0.0014470807281757058
Position 294: 0.001428286406392884
Position 33: 0.0011987347844025
Position 1303: 0.001111385461971801
Position 1599: 0.0009142808674854366
Position 1159: 0.000893446756242145
Position 1400: 0.000735403889489056
Position 889: 0.0005634790607309281
Position 1424: 0.0005310298903319387
Position 422: 0.00044365582031497046
Position 2085: 0.00042533814731980933
Position 2371: 0.000416954057248285
Position 1056: 0.0004087727658200384
Position 1199: 0.00040067209046560227
Position 1558: 0.0003434190235261248
Position 777: 0.0003345253224931187
Position 383: 0.0003000591832421724
Position 1680: 0.0002835370912574383
Position 2358: 0.000268602813227062
Position 1301: 0.0001979792025330734
Position 1742: 0.00018449959961720983
Position 1945: 0.00017120374354507627
Position 84: 0.0001708757757163549
Position 1131: 0.00017033121844594777
Position 89: 0.00015666067622099707
Position 510: 0.0001177583724144332
Position 60: 0.00011450095873017559
Position 2127: 0.0001040131116392725
Position 2002: 0.00010269846369338288
Position 1982: 0.00010018159905379291
Position 2056: 9.855127639160487e-05
Position 2190: 9.521910621991413e-05
Position 904: 7.74071898190383e-05
Position 372: 6.79430196067418e-05
Position 1844: 6.585597487468846e-05
Position 171: 6.200694725587002e-05
Position 1283: 5.9149374584088064e-05
Position 343: 4.554903095349451e-05
Position 355: 3.779813360320979e-05
Position 1777: 3.2227956815016596e-05
Position 1188: 2.8493895809120327e-05
Position 893: 2.8447086180637815e-05
Position 2776: 2.5623226647020913e-05
Position 262: 2.234155025501513e-05
Position 57: 1.4863425900159602e-05
Position 1076: 1.468234650952376e-05
Position 457: 1.133841860543162e-05
Position 174: 9.977135674843255e-06
Position 629: 9.137105865976281e-06
Position 674: 8.824704847883705e-06
Position 552: 8.581028022125825e-06
Position 394: 6.98713912745113e-06
Position 2090: 6.356401276466965e-06
Position 539: 5.4110027843391455e-06
Position 1238: 4.749677453831252e-06
Position 1256: 4.6499145904425755e-06
Position 765: 4.305503024399206e-06
Position 253: 3.3253964239857056e-06
Position 425: 3.202935216440052e-06
Position 534: 2.605320328449595e-06
Position 188: 2.5994229993693315e-06
Position 8: 2.4920133849710075e-06
Position 1518: 2.4593476461723963e-06
Position 891: 1.9369694631077122e-06
Position 1107: 1.8376655071740093e-06
Position 328: 1.6066368392812223e-06
Position 470: 1.2994769828699564e-06
Position 718: 1.1917943322202982e-06
Position 203: 1.0941259698342e-06
Position 273: 8.033276998771711e-07
Position 574: 7.78379203183652e-07
Position 654: 6.941895452032266e-07
Position 1135: 6.576677489593547e-07
Position 1348: 5.778913486284277e-07
Position 757: 5.33475820666187e-07
Position 1002: 1.206056950926589e-07
Position 640: 6.529093692090091e-08
Position 691: 3.9773495023870736e-08
Position 912: 2.7232195390540053e-08
Position 713: 7.0653201164517516e-09
Position 1010: 8.935953199699411e-10
Position 942: 1.8535958821615167e-10
Position 950: 1.5358332018224816e-10
Position 975: 3.9030528945485116e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 597: 0.9203156871033796
Position 2553: 0.5573154513377143
Position 948: 0.5523548455045423
Position 2514: 0.10935494033567533
Position 1381: 0.10186883087282415
Position 2223: 0.1006845076371451
Position 2477: 0.05334029785876788
Position 1921: 0.04536117077126983
Position 2127: 0.043220954879155025
Position 889: 0.04260053772092188
Position 209: 0.041389549683778754
Position 2357: 0.03584255337801446
Position 674: 0.03366517269918249
Position 2764: 0.029074016264775245
Position 626: 0.027336747434195726
Position 1965: 0.024543018686061662
Position 2145: 0.023941291154155137
Position 919: 0.023926046265280377
Position 1745: 0.01675051521395631
Position 962: 0.01601262782536645
Position 2167: 0.013868451029024917
Position 902: 0.013483888859591111
Position 2384: 0.010000240971570441
Position 1092: 0.009773815636926905
Position 188: 0.0050525666544831635
Position 2154: 0.004301451236370403
Position 1715: 0.003905348368098807
Position 1867: 0.00376686329480857
Position 510: 0.0031790325146437066
Position 2810: 0.002628723576223163
Position 406: 0.0020468077948339845
Position 1147: 0.0018592479219729245
Position 1795: 0.001681345195997103
Position 2646: 0.0016016057522949378
Position 348: 0.001600296772042844
Position 1222: 0.0015549040100601818
Position 2952: 0.00136925541134904
Position 1518: 0.001179880145001318
Position 1526: 0.001158449794344761
Position 1330: 0.000987279783559622
Position 203: 0.0009745987033593351
Position 1144: 0.0009269645355344784
Position 2518: 0.0008352292183127453
Position 1405: 0.0008169911760444605
Position 1631: 0.0008043968156820188
Position 1993: 0.0007663216283625573
Position 2099: 0.0007374956472884596
Position 734: 0.0006524855167841851
Position 2076: 0.0006213997642118426
Position 457: 0.0005419126351005727
Position 1074: 0.0004928360885171751
Position 995: 0.0004894579409940397
Position 273: 0.00039318443577258293
Position 1530: 0.0003754874995133322
Position 1021: 0.00030493334553575183
Position 1503: 0.00028028505218665166
Position 223: 0.000261360164143614
Position 1100: 0.00024425454977818664
Position 743: 0.00021583561190341463
Position 1640: 0.00018790825392292512
Position 481: 0.0001783557659221247
Position 1096: 0.00015236115245511166
Position 2050: 0.00013160760868302632
Position 1337: 0.00010547323584789988
Position 529: 9.31187206135434e-05
Position 904: 7.654465001440256e-05
Position 425: 7.566170585784077e-05
Position 975: 7.088579594270952e-05
Position 691: 7.021688103416314e-05
Position 253: 5.9595777106788235e-05
Position 710: 5.1139993759390085e-05
Position 2867: 5.041260782070714e-05
Position 363: 4.670519692868105e-05
Position 2274: 4.408815352722783e-05
Position 300: 3.711401918379861e-05
Position 701: 3.673371715130307e-05
Position 524: 3.571053021593906e-05
Position 987: 3.3907661719112575e-05
