Gene = UQCR-Q
index = 1581
Annotated 5SS: [375 834]
Annotated 3SS: [648 889]
SMsplice 5SS: [ 74 375 834]
SMsplice 3SS: [132 648 889]
top_k =  1000
Partition function (log Z): 2.42694769874931

Sorted 5' Splice Sites (High to Low Probability):
Position 74: 0.9712641434980033
Position 834: 0.949164137368282
Position 375: 0.7277128203028123
Position 794: 0.04501364634573503
Position 294: 0.02368378857889047
Position 987: 0.018459016194951702
Position 356: 0.017079556196619494
Position 1004: 0.00808188162483422
Position 398: 0.005336014592954834
Position 838: 0.0049428416242374784
Position 530: 0.004248824831864387
Position 1049: 0.00354490757529889
Position 506: 0.0029652039427095762
Position 362: 0.0029241875865442025
Position 410: 0.0023848656502750286
Position 1052: 0.0014860973666960475
Position 471: 0.001380208152565422
Position 1062: 0.0011399776219994104
Position 1102: 0.0009857587372604044
Position 566: 0.0007926147231773212
Position 1092: 0.0007470179906118973
Position 327: 0.0006680924632858511
Position 603: 0.00035094003860611586
Position 203: 0.00027692847556338827
Position 1009: 0.0002639367916484796
Position 824: 0.00026333984812389356
Position 585: 0.0002414674729445184
Position 451: 0.0001994237070050291
Position 583: 0.00014937366115335915
Position 478: 0.00014115496793522071
Position 1056: 6.866031238060657e-05
Position 206: 5.3904170082248806e-05
Position 1039: 4.9369064828399445e-05
Position 190: 4.2950621980254146e-05
Position 104: 2.0048155217266383e-05
Position 337: 1.8015731592147685e-05
Position 619: 1.4743011284264771e-05
Position 1054: 1.3654470824998709e-05
Position 1124: 1.3438050194126954e-05
Position 469: 1.2300039319810936e-05
Position 815: 1.2226728803604365e-05
Position 318: 9.231032353137525e-06
Position 798: 9.196903091807104e-06
Position 181: 8.336166679685963e-06
Position 162: 7.095719650443018e-06
Position 38: 6.589603683173015e-06
Position 898: 5.132352438187549e-06
Position 226: 5.091781459531523e-06
Position 710: 3.5372505503847922e-06
Position 23: 2.604601660401653e-06
Position 298: 2.1707536406129274e-06
Position 1138: 1.9063352577308467e-06
Position 86: 1.226427330090935e-06
Position 1222: 6.458714816638441e-07
Position 132: 3.381309495667585e-07
Position 1151: 2.9789901378192577e-07
Position 311: 2.4612826948675375e-07
Position 168: 1.2072743837622148e-07
Position 663: 6.839106917236277e-08
Position 866: 9.46134670585789e-09
Position 1228: 5.28685286706097e-09
Position 858: 2.7822181834039442e-11
Position 722: 2.505057338328493e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 889: 0.994977971624707
Position 648: 0.8411090563918092
Position 132: 0.823634622604903
Position 161: 0.06841431225509893
Position 1039: 0.0182830352292822
Position 1169: 0.018012597494754555
Position 139: 0.012529168538371783
Position 632: 0.0033434269116060103
Position 451: 0.0025238000130258114
Position 1138: 0.002480520203937223
Position 688: 0.002294125662715506
Position 456: 0.0014922177121670954
Position 709: 0.0014833023156819976
Position 119: 0.0011942100196160668
Position 261: 0.0009923746874282728
Position 281: 0.0006659633718490061
Position 751: 0.0004197399621969852
Position 535: 0.000390504830028766
Position 1196: 0.0003645994107580859
Position 409: 0.0003003076571938665
Position 469: 0.0002076205840851875
Position 181: 0.00014858613911706387
Position 850: 0.00014658463891903506
Position 354: 0.00013166770091102594
Position 933: 0.0001235441638152147
Position 506: 0.00011920185929496548
Position 249: 6.551283751060105e-05
Position 304: 6.296679891104744e-05
Position 220: 6.268563820891528e-05
Position 733: 6.199155763553384e-05
Position 1072: 4.753912318725026e-05
Position 1045: 4.0228099354734775e-05
Position 475: 3.713431654717013e-05
Position 1216: 2.510153999892327e-05
Position 1086: 1.946313909494454e-05
Position 374: 1.762638615108229e-05
Position 168: 1.6026923637382437e-05
Position 190: 1.118895098518726e-05
Position 557: 3.793597340115899e-06
Position 544: 3.55447916467074e-06
Position 232: 3.5490053188742437e-06
Position 838: 2.7232017744110595e-06
Position 1000: 1.8329794897205191e-06
Position 1298: 1.7058108403041862e-06
Position 774: 1.6540406626684749e-06
Position 503: 1.3657626574994041e-06
Position 1234: 1.2678347021297649e-06
Position 458: 8.556058882949272e-07
Position 1173: 5.500888333758178e-07
Position 362: 3.6939445799604274e-07
Position 997: 3.5125693487869274e-07
Position 954: 3.2437457005268057e-07
Position 748: 1.692876271186732e-07
Position 1228: 1.5339309748951417e-07
Position 1316: 1.520901292610545e-07
Position 337: 1.1615609196146928e-07
Position 1171: 9.258240120480034e-08
Position 1193: 8.554775073414773e-08
Position 1205: 7.767399929084656e-08
Position 778: 1.878370375793676e-08
Position 73: 1.5371215034659038e-08
Position 1047: 1.2401918166118172e-08
Position 332: 1.0658635425516673e-08
Position 547: 4.565586205167823e-10
Position 344: 9.515746330466143e-12
Position 78: 3.5538068383211512e-12
Position 342: 3.07789576942584e-13
