Gene = ImpL2
index = 1231
Annotated 5SS: [  245 11221]
Annotated 3SS: [10440 11295]
SMsplice 5SS: [  245 11221 11537]
SMsplice 3SS: [10440 11295 11657]
top_k =  1000
Partition function (log Z): -3.1321729686029736

Sorted 5' Splice Sites (High to Low Probability):
Position 11221: 0.9940115428141045
Position 245: 0.9751611120919672
Position 11537: 0.6168364100333984
Position 9902: 0.2490422133276863
Position 9574: 0.11418437444563827
Position 11698: 0.09318647729088719
Position 12005: 0.0671016838740901
Position 10704: 0.06270621774476162
Position 11370: 0.057915676437273154
Position 10711: 0.04523739075816325
Position 9790: 0.03985863484576333
Position 752: 0.014700697676095113
Position 3738: 0.01219381696921593
Position 1455: 0.005940925497879126
Position 625: 0.004967345461467251
Position 5188: 0.00389770412743749
Position 1450: 0.0037271560942162296
Position 2288: 0.0037154593338077574
Position 8328: 0.0035363448497203465
Position 2753: 0.003507629377296379
Position 756: 0.0032201207014534443
Position 2262: 0.003019155698529111
Position 275: 0.0029450421743357626
Position 8756: 0.002705899172919417
Position 3321: 0.0026574370549503506
Position 1090: 0.0024654400592398792
Position 8150: 0.0024250606784180675
Position 9898: 0.0020653239011081655
Position 765: 0.002020237514704357
Position 1061: 0.0018021025177439329
Position 2272: 0.0017825250804590583
Position 83: 0.0016177525771658497
Position 7279: 0.0013507615151053488
Position 8058: 0.0012630262365175826
Position 3072: 0.001244133312241779
Position 3548: 0.000998500996599714
Position 11244: 0.0009944063065178838
Position 4412: 0.0009882669010295782
Position 930: 0.0009880510937567484
Position 11374: 0.0009566637277184585
Position 4783: 0.0008907620029032164
Position 6430: 0.0008465980979540855
Position 6505: 0.0008327182473794945
Position 11136: 0.0007930011278340852
Position 11225: 0.0007824097046169416
Position 2278: 0.0006711224720992371
Position 212: 0.0006247406164716134
Position 11478: 0.0006147421468832464
Position 11547: 0.0006060446280783704
Position 7708: 0.0005988360302949773
Position 1386: 0.0005282704317122785
Position 5895: 0.0005221621917419971
Position 11861: 0.00044857086176989885
Position 6394: 0.00043575323806880733
Position 1540: 0.00040153076640076304
Position 8222: 0.0003962832851992454
Position 4618: 0.000390350863507218
Position 5541: 0.00037921740124136527
Position 6520: 0.000369680492741281
Position 2899: 0.0003664905759635604
Position 118: 0.0003631980303760313
Position 174: 0.0003488564394652027
Position 3788: 0.00034389294114111653
Position 6409: 0.00033424338565991526
Position 495: 0.0003261513928593182
Position 4800: 0.00031754203684886215
Position 9154: 0.0003067081090559651
Position 10690: 0.00030107689682191074
Position 8419: 0.00030018850407478816
Position 194: 0.0002878776595367859
Position 6896: 0.0002824598635850679
Position 257: 0.00025507473762294286
Position 1611: 0.00024378423217406606
Position 658: 0.0002283277407781592
Position 11208: 0.00021106197231788394
Position 8219: 0.0002052266453365813
Position 2557: 0.00019438081659381017
Position 11498: 0.0001911356922481816
Position 5873: 0.00018980364876005157
Position 1965: 0.00018636906766618155
Position 8031: 0.00018596669612423085
Position 8801: 0.0001789366829363211
Position 8397: 0.00017674708504031704
Position 142: 0.00016840060206766422
Position 11528: 0.00016444278294178673
Position 3733: 0.00015893929377222029
Position 11949: 0.00015520360676257993
Position 218: 0.00015152647468075637
Position 8424: 0.0001445344329187179
