Gene = Hem
index = 1208
Annotated 5SS: [1388]
Annotated 3SS: [1452]
SMsplice 5SS: [1388]
SMsplice 3SS: [1452]
top_k =  1000
Partition function (log Z): -5.608638916487647

Sorted 5' Splice Sites (High to Low Probability):
Position 1388: 0.999131732638814
Position 1545: 0.3196960191899372
Position 3229: 0.09949691405492371
Position 430: 0.0774083788541252
Position 2645: 0.06075805281961005
Position 2067: 0.056721547634759596
Position 2880: 0.03886062855080887
Position 1848: 0.03388297479263068
Position 3174: 0.029741599497333786
Position 2529: 0.026873812119979624
Position 2650: 0.02667420606768428
Position 2200: 0.017727305178473523
Position 511: 0.012735274349350591
Position 30: 0.01150311904853062
Position 1695: 0.010288723898968477
Position 889: 0.008756315346933365
Position 1527: 0.007568581020961579
Position 1531: 0.006738817237572496
Position 1757: 0.0059059478634565146
Position 3258: 0.005201171651776257
Position 1066: 0.0042896638566496835
Position 806: 0.004107450124454571
Position 2859: 0.00390844356887486
Position 1686: 0.0031345101422532947
Position 385: 0.0029814566796239213
Position 2655: 0.002516047598967303
Position 378: 0.002381963039197605
Position 1845: 0.0022899880077803495
Position 84: 0.001977787385867616
Position 861: 0.001937712173061533
Position 1162: 0.0018899676816691478
Position 2054: 0.0018107607535805547
Position 2812: 0.00154617432020386
Position 468: 0.0013463711908075495
Position 2008: 0.00120896156175655
Position 3004: 0.0011381129088494204
Position 1224: 0.0010373020496568966
Position 751: 0.0009826281329521384
Position 2517: 0.0008563815317884855
Position 2633: 0.0006837946016552246
Position 879: 0.0005554678875132747
Position 409: 0.0005298012555788073
Position 1767: 0.000428462739069593
Position 330: 0.000392671562766019
Position 2064: 0.00038883934837665617
Position 1139: 0.00035891978539670055
Position 357: 0.00033594091570930034
Position 1937: 0.0003233617640813414
Position 456: 0.00031719921633225137
Position 1392: 0.0003128431560316388
Position 1872: 0.0002998476017769158
Position 3689: 0.0002846832814140923
Position 393: 0.0002576039529006493
Position 601: 0.00021719342396458348
Position 3030: 0.00020157514758096972
Position 1916: 0.00017883633881308502
Position 1891: 0.00017326208008327268
Position 37: 0.00016872327280305436
Position 3132: 0.00014827446803431036
Position 198: 0.00014545102307728132
Position 1056: 0.0001373890851384696
Position 765: 0.0001361034168186951
Position 2499: 0.00013554815020717985
Position 1615: 0.00012827782679059177
Position 2799: 0.00012636861078873542
Position 1830: 0.00012131134006146121
Position 945: 0.00012102618545311806
Position 2739: 0.00011832447445892424
Position 2047: 0.00011769354953421003
Position 1090: 0.00011249062586647405
Position 1017: 0.00010984315026092688
Position 360: 0.00010279442129360287
Position 1077: 9.177044229712378e-05
Position 3615: 8.786856950023998e-05
Position 188: 6.284150119196536e-05
Position 90: 5.024378542150886e-05
Position 1186: 4.009425231154561e-05
Position 35: 2.984189425572577e-05
Position 1027: 2.704641262498625e-05
Position 669: 2.0120014421170896e-05
Position 2222: 1.8027217040817497e-05
Position 2541: 1.6709689145894815e-05
Position 1900: 1.5461192853622096e-05
Position 919: 1.3506647388527112e-05
Position 1765: 1.2692869449573554e-05
Position 2355: 1.147962218116202e-05
Position 2329: 9.666226776102581e-06
Position 1742: 8.943630090386373e-06
Position 1563: 7.29244301957768e-06
Position 816: 6.335829803063946e-06
Position 604: 6.2401231081034915e-06
Position 2170: 6.1788456954180416e-06
Position 148: 5.2730666601383376e-06
Position 2264: 4.959495166457665e-06
Position 127: 4.720240259174834e-06
Position 1654: 4.542607989873355e-06
Position 2303: 4.0307105388194715e-06
Position 628: 3.4545789172619407e-06
Position 1313: 3.412982537952191e-06
Position 810: 2.369367371207662e-06
Position 884: 1.5567804002597561e-06
Position 47: 1.5341862432921163e-06
Position 1574: 1.4077056432016198e-06
Position 1946: 1.2638160432399843e-06
Position 49: 1.0012674560795175e-06
Position 484: 8.915492774273674e-07
Position 640: 7.33981995835013e-07
Position 2187: 3.6791569649739424e-07
Position 146: 2.9471641831105666e-07
Position 462: 2.2284977369386682e-07
Position 1625: 1.11223132437828e-07
Position 2442: 4.806775467054656e-08
Position 1976: 1.351585938002776e-08
Position 615: 8.962434935426988e-09
Position 1319: 7.607405783794586e-09
Position 633: 5.3243263577282e-09
Position 613: 4.133724043860969e-09
Position 1425: 1.9592125532006264e-09
Position 1473: 1.2650492302563265e-09
Position 1069: 7.383908688697046e-10
Position 658: 7.012406067975844e-10
Position 1627: 1.681182057305686e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1452: 0.9964168415160114
Position 2756: 0.1920444265549321
Position 3313: 0.16370594136715758
Position 2708: 0.12985310280904494
Position 638: 0.047803914198807924
Position 1615: 0.04570190578374125
Position 504: 0.04193575894469449
Position 1993: 0.041823100639639975
Position 2966: 0.027999298524092896
Position 1958: 0.02528894963760556
Position 2585: 0.024864252849271008
Position 2135: 0.020243422292819873
Position 3772: 0.018886875100363673
Position 1116: 0.012989064363128994
Position 3082: 0.01258495566655525
Position 2249: 0.011321482229984577
Position 1138: 0.007532520281252568
Position 1635: 0.007454108719613129
Position 915: 0.006610410362550757
Position 2402: 0.005975938862315553
Position 1276: 0.0054647553866540586
Position 1654: 0.005139196919978316
Position 2732: 0.0036525166351511484
Position 2920: 0.0036178434184421884
Position 2850: 0.003578907892623431
Position 1843: 0.0034629607978127236
Position 1632: 0.003384820208152797
Position 3270: 0.003286415903905461
Position 1017: 0.0029464498586541346
Position 84: 0.002935236143280374
Position 2937: 0.002760937694439186
Position 2456: 0.002584892721636421
Position 136: 0.00237125270585542
Position 856: 0.002188912500252021
Position 1237: 0.0020475678474512022
Position 3448: 0.0016950319955891763
Position 2793: 0.0016826815332735287
Position 1677: 0.0012015592636725116
Position 1476: 0.0010763991083546818
Position 2210: 0.0009391512902941035
Position 1946: 0.0009117737211856124
Position 792: 0.0007087088416932352
Position 2207: 0.0006348620966937545
Position 3101: 0.0005229080104119255
Position 2053: 0.0005017805332566985
Position 2650: 0.0004910737590861492
Position 3406: 0.0004884472845748517
Position 546: 0.0004213455127143191
Position 3809: 0.00037979717533679605
Position 237: 0.0002749133938474813
Position 2945: 0.00024804634813862164
Position 2594: 0.00024074628857546592
Position 2148: 0.0002365137840376743
Position 3830: 0.00022807628656887672
Position 1891: 0.00018610014341902917
Position 3087: 0.00018146234611648066
Position 2204: 0.00016528990523884365
Position 2132: 0.00014129482807638538
Position 442: 0.00012593907233506417
Position 2084: 0.0001100889397339328
Position 2777: 0.00010474743083729461
Position 732: 9.473011802795542e-05
Position 1195: 8.90431739732669e-05
Position 1686: 8.531607402697478e-05
Position 892: 8.493396350790209e-05
Position 1457: 6.998712744765972e-05
Position 105: 6.0874211621696485e-05
Position 90: 5.980800623565252e-05
Position 1974: 5.861547046920968e-05
Position 1875: 5.8451953104329706e-05
Position 2177: 5.3142244381809094e-05
Position 2390: 4.529752772883502e-05
Position 1293: 4.2251783328567334e-05
Position 1511: 4.0638934612294864e-05
Position 1694: 3.6521145939025274e-05
Position 1872: 3.554076471984053e-05
Position 1061: 3.4711680251316065e-05
Position 853: 3.430246703480924e-05
Position 1851: 3.350108027317533e-05
Position 234: 3.2744179805714626e-05
Position 198: 3.16367815386002e-05
Position 960: 3.076512390319054e-05
Position 1352: 3.074296880770011e-05
Position 702: 2.909523460007542e-05
Position 178: 2.7209219781797935e-05
Position 1484: 2.7206564878349544e-05
Position 1245: 2.095933946250059e-05
Position 1027: 1.92083769644964e-05
Position 654: 1.6923729880701702e-05
Position 806: 1.568027122181161e-05
Position 1215: 1.3683916673779453e-05
Position 1540: 1.3297632728143359e-05
Position 645: 1.0533069473347714e-05
Position 1145: 8.738567545036826e-06
Position 415: 7.197815645707382e-06
Position 357: 6.401311994993997e-06
Position 576: 6.297744333255777e-06
Position 456: 5.631555140813727e-06
Position 879: 5.072269098970315e-06
Position 240: 4.1381506145499576e-06
Position 765: 3.6386890882950404e-06
Position 330: 3.620034949339726e-06
Position 309: 3.2920362500077444e-06
Position 390: 2.77230503794875e-06
Position 447: 2.6041232934375013e-06
Position 1459: 2.5783978975127747e-06
Position 313: 1.8944068078742446e-06
Position 945: 1.606750247525724e-06
Position 1691: 1.565112721115894e-06
Position 340: 1.0961053358248171e-06
Position 1335: 1.0765455734704843e-06
Position 1775: 9.437959615526073e-07
Position 1794: 9.364394749592428e-07
Position 884: 4.990147547180545e-07
Position 1786: 4.3119346542306115e-07
Position 1467: 1.1550006179431852e-07
Position 1544: 8.28518118651676e-08
Position 1387: 6.064967065898073e-08
Position 378: 2.874214773071718e-09
Position 354: 2.4370948216108047e-09
Position 1493: 1.7733589243275595e-09
Position 1553: 1.2223363384508127e-09
Position 244: 4.502598492875943e-10
Position 658: 3.010324614251672e-10
Position 336: 8.521112616370406e-11
Position 371: 2.3083324010618356e-13
Position 249: 1.790842475564922e-14
