Gene = mwh
index = 1810
Annotated 5SS: [  530  5647  6000 29006 29250 29421 29663 30056]
Annotated 3SS: [ 5241  5741 28743 29073 29306 29473 29722 30115]
SMsplice 5SS: [  530  5647  6000 29006 29250 29421 29663 30056]
SMsplice 3SS: [ 5255  5741 28743 29073 29306 29473 29722 30115]
top_k =  1000
Partition function (log Z): 13.917536094066856

Sorted 5' Splice Sites (High to Low Probability):
Position 6000: 1.0000000000000024
Position 29006: 0.999682853820683
Position 29421: 0.9993860006911695
Position 5647: 0.997555519266869
Position 29663: 0.9938172966569819
Position 30056: 0.9856909131339985
Position 29250: 0.9619056001592762
Position 530: 0.8807224424214818
Position 5343: 0.1317329214599552
Position 30735: 0.09724068938802045
Position 170: 0.041017246588445445
Position 2337: 0.03472405974209676
Position 122: 0.033628009561264445
Position 29264: 0.03319843862249162
Position 251: 0.02869499362138748
Position 522: 0.023969286580978178
Position 30445: 0.017853689068032676
Position 132: 0.01536003179788673
Position 2232: 0.013154428543976365
Position 1693: 0.006872342168701467
Position 2266: 0.00624708504733209
Position 2166: 0.0058999225408096455
Position 30264: 0.005785901823861037
Position 30051: 0.004595961432201882
Position 31847: 0.004073478572609343
Position 526: 0.0032441901286806955
Position 3512: 0.0029394378960824327
Position 29905: 0.002440239658355733
Position 534: 0.002263369791691325
Position 30242: 0.002203966914340614
Position 30348: 0.002089262659474806
Position 2202: 0.0018621653999340835
Position 29244: 0.001775877432040195
Position 30739: 0.0017546403774319776
Position 30333: 0.0016783054791826059
Position 30041: 0.0016382194851027564
Position 30049: 0.0013020149879652838
Position 31233: 0.0009904588969640875
Position 363: 0.0009610380133349419
Position 324: 0.0008194328870931626
Position 30534: 0.0007881097399145589
Position 416: 0.0007437620176832561
Position 1045: 0.0006369978843783385
Position 29787: 0.0006111057375142624
Position 112: 0.00047166627649912897
Position 2023: 0.0004700031912018974
Position 30669: 0.0004002296706308664
Position 4293: 0.00038874193878974045
Position 358: 0.00033206608296783383
Position 30022: 0.00031512888452868307
Position 30777: 0.0003116477724374767
Position 31809: 0.0002920379956400874
Position 31836: 0.0002811098529653247
Position 196: 0.0002634502323770773
Position 29974: 0.000241026409731009
Position 365: 0.00023528404534905418
Position 2006: 0.00022561883337806398
Position 30144: 0.00021235521856296052
Position 127: 0.00018517562957351676
Position 30831: 0.00017660513299854128
Position 538: 0.00017577999816448278
Position 31287: 0.00017413099376342186
Position 161: 0.0001726622064027567
Position 31128: 0.00016959810093417505
Position 369: 0.00016899437976845255
Position 2042: 0.00011971262611969981
Position 30607: 0.0001174292482205756
Position 565: 9.612448657749149e-05
Position 29791: 9.256699223448165e-05
Position 4082: 9.133321087073114e-05
Position 29388: 8.23907668142326e-05
Position 29902: 8.030605138184316e-05
Position 1978: 7.812419185028e-05
Position 30025: 7.608689554922377e-05
Position 31483: 6.524278815699697e-05
Position 31534: 5.806845093366096e-05
Position 218: 5.560169846682947e-05
Position 883: 5.506557750000194e-05
Position 31596: 5.4045333165337205e-05
Position 31227: 5.030148352718763e-05
Position 31744: 4.994787543858033e-05
Position 31118: 4.4983281731078204e-05
Position 282: 4.329828087659634e-05
Position 394: 4.0384283823367056e-05
Position 1321: 3.872792349039325e-05
Position 29654: 3.5774809692933544e-05
Position 30479: 3.479273173643582e-05
Position 29899: 2.8252357689644352e-05
Position 3503: 2.7096774976609503e-05
Position 29821: 2.641516835793233e-05
Position 31277: 2.3440987301395088e-05
Position 30000: 2.3313749201892696e-05
Position 29407: 2.0959501067942936e-05
Position 724: 1.981725909772386e-05
Position 29186: 1.9211897366777833e-05
Position 30930: 1.9087476132663104e-05
Position 598: 1.841190659104189e-05
Position 30882: 1.566407141420635e-05
Position 30366: 1.56130608468386e-05
Position 550: 1.5254261831293495e-05
Position 1160: 1.5017093371217114e-05
Position 542: 1.401537198813566e-05
Position 1485: 1.3933234591127835e-05
Position 546: 1.2191796822155943e-05
Position 29409: 1.0911848540162957e-05
Position 618: 1.0887222817995231e-05
Position 29635: 1.0838522979380864e-05
Position 30565: 1.0606132641523783e-05
Position 95: 1.0577607606678256e-05
Position 31094: 1.051710550089487e-05
Position 373: 9.623339254872478e-06
Position 29937: 9.295811285410288e-06
Position 29667: 8.939549444144416e-06
Position 2635: 8.863463551271828e-06
Position 29855: 8.10283167276108e-06
Position 30595: 7.914999556336713e-06
Position 30485: 6.929119509372325e-06
Position 396: 6.24247249054941e-06
Position 2686: 6.107326435295591e-06
Position 29992: 5.027761293653837e-06
Position 29697: 4.8844683479934155e-06
Position 41: 4.538335021982826e-06
Position 29354: 4.322270592938378e-06
Position 29593: 3.3579850811348166e-06
Position 29268: 2.4992708263627277e-06
Position 319: 2.0202167918061566e-06
Position 435: 1.5972988677065269e-06
Position 174: 1.3872298739967169e-06
Position 381: 1.259223191874588e-06
Position 9: 1.177937775981512e-06
Position 375: 1.1084997357398533e-06
Position 172: 9.78714077989271e-07
Position 29130: 7.736237896362608e-07
Position 2352: 7.579602054821305e-07
Position 29144: 7.29452131012045e-07
Position 30217: 5.507870722393099e-07
Position 1385: 4.321947669460485e-07
Position 30430: 4.107589934706857e-07
Position 29486: 4.0046381665047075e-07
Position 4691: 2.9497571291588023e-07
Position 29358: 2.189603196981135e-07
Position 1807: 2.0005436195928423e-07
Position 29490: 1.9013245768190802e-07
Position 951: 1.876723806761567e-07
Position 1986: 1.8531659696394714e-07
Position 29728: 1.8111793878426646e-07
Position 1624: 1.744421161970087e-07
Position 814: 1.6805167843096697e-07
Position 30079: 1.437308602870144e-07
Position 30294: 1.409019235331059e-07
Position 29683: 1.404862485004467e-07
Position 29379: 1.0951703275751686e-07
Position 29982: 1.0101767864717741e-07
Position 1833: 9.896425867406324e-08
Position 30500: 9.204278358899808e-08
Position 649: 7.716509790385894e-08
Position 749: 6.774999168140238e-08
Position 30401: 5.616567913928766e-08
Position 29951: 5.3366791308936984e-08
Position 29743: 4.873588504296169e-08
Position 29770: 4.606381101730177e-08
Position 29740: 4.1931579859152244e-08
Position 30529: 3.8687103162828555e-08
Position 31451: 3.6186349285407036e-08
Position 29529: 3.131701894196901e-08
Position 779: 3.097296992071452e-08
Position 30393: 2.7990753934566536e-08
Position 818: 2.6017475851429885e-08
Position 30840: 2.542546518435192e-08
Position 30128: 2.4140571100063526e-08
Position 30164: 2.3640994375191098e-08
Position 560: 2.1346477955544434e-08
Position 30160: 1.6783357495343634e-08
Position 30825: 1.2009909733643418e-08
Position 30866: 1.1673191044899002e-08
Position 30775: 4.6948098255805065e-09
Position 31206: 3.961535817838945e-09
Position 627: 1.942374748293541e-10
Position 703: 1.60047850618701e-10
Position 670: 1.3525456213641024e-11
Position 705: 1.1931520515168897e-12
Position 29478: 9.203983018169327e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 28743: 0.9997346563006456
Position 29073: 0.9994666633868087
Position 29722: 0.9922534741134952
Position 30115: 0.9921169445401569
Position 29473: 0.9886368058846781
Position 29306: 0.9553869912529463
Position 5741: 0.6138735479119894
Position 5744: 0.3332478701560309
Position 5255: 0.27194069417891126
Position 5304: 0.1766602766387939
Position 5241: 0.1647444534515022
Position 5464: 0.14666531025670668
Position 5451: 0.10879855092248207
Position 31355: 0.06993194262174246
Position 4739: 0.06776359283133254
Position 5199: 0.0672955371214794
Position 2105: 0.04716202790458055
Position 5404: 0.042498745069676165
Position 29329: 0.04109477814937827
Position 5871: 0.019287314370128903
Position 415: 0.01824906889206369
Position 5776: 0.017883286874943415
Position 4555: 0.017131934703311848
Position 4363: 0.015500867542015241
Position 5802: 0.013962858467805504
Position 327: 0.013257340967101874
Position 5410: 0.01219134393460158
Position 30512: 0.011581757975476384
Position 5278: 0.011174074675838945
Position 29483: 0.010568975245453157
Position 31172: 0.00906732269871364
Position 1537: 0.007178044430030809
Position 30848: 0.006582320323572256
Position 31531: 0.006037715278344502
Position 31905: 0.004837839057492606
Position 4930: 0.0042964911783707005
Position 30908: 0.004011988301892878
Position 31232: 0.003699307168707808
Position 2052: 0.003661250213705466
Position 1106: 0.0035742887342010816
Position 30945: 0.0035687092029390776
Position 2072: 0.0028419304797570144
Position 30948: 0.0027633803734625796
Position 3938: 0.002527385241655961
Position 30791: 0.002515891456154922
Position 29968: 0.002360242439740407
Position 5135: 0.002281948625157609
Position 30533: 0.0020653809806041915
Position 461: 0.002052332531669392
Position 4141: 0.0018523344991516985
Position 4892: 0.0015267368906543833
Position 31698: 0.0014754323279799083
Position 4549: 0.00146776145861265
Position 30302: 0.0014671279661617753
Position 31269: 0.0014606978019653682
Position 1715: 0.001233693536731814
Position 3918: 0.0012079356599528155
Position 4743: 0.001205937543217398
Position 29855: 0.0011118087236133111
Position 31322: 0.0011019803274938754
Position 4877: 0.0010829229960698666
Position 3161: 0.0010687723771229457
Position 4445: 0.001050818041409505
Position 4872: 0.0010004149270741243
Position 31580: 0.0009037633128784791
Position 29766: 0.0007087733027566469
Position 1672: 0.0006997217264072724
Position 4573: 0.0006980187550826369
Position 882: 0.0006871041958888033
Position 4372: 0.0006707760635361443
Position 5035: 0.0006447181506759188
Position 30188: 0.0006168507786148877
Position 292: 0.0006157974409002533
Position 4832: 0.0005923301443220929
Position 3616: 0.000592265695933055
Position 1829: 0.0005511084215131482
Position 1196: 0.0005429010463313053
Position 30650: 0.0005410112393088646
Position 474: 0.0005168465314235207
Position 30364: 0.0005087190085906609
Position 5756: 0.00047881064730977173
Position 31732: 0.000468206569118611
Position 3551: 0.00044789993002502425
Position 3414: 0.0004357406839986388
Position 1499: 0.0004333120154660838
Position 29082: 0.00042350732857846294
Position 30818: 0.00040962559718442924
Position 471: 0.00040365133906467666
Position 4038: 0.00038134612706725203
Position 4674: 0.0003599265662466181
Position 5936: 0.00035844576429816045
Position 4777: 0.00035766862178888997
Position 2685: 0.0003573482814202056
Position 5885: 0.00035221954339761745
Position 4635: 0.00033107323172310753
Position 31650: 0.0003228320117541644
Position 5891: 0.000320951690496028
Position 3651: 0.0003155615418686807
Position 29486: 0.00031096726971804525
Position 807: 0.00030998397996392116
Position 31319: 0.000307229447079121
Position 29331: 0.0002865852286104799
Position 826: 0.00028137093148548095
Position 31876: 0.0002788260433880016
Position 31541: 0.00023409137371771323
Position 632: 0.0002331795590596427
Position 3635: 0.00022265517315780904
Position 31640: 0.00022079116027615354
Position 30158: 0.0002124310226324869
Position 30464: 0.00020628658516206957
Position 29974: 0.00019909555169009594
Position 30856: 0.00019813208470693532
Position 4069: 0.00019003686513276472
Position 3229: 0.00018364927770953574
Position 4227: 0.0001794626525810837
Position 31023: 0.00017735849323985932
Position 4262: 0.0001767835050181943
Position 435: 0.00017506763217905414
Position 29825: 0.00017045465296107028
Position 1089: 0.0001661994617640475
Position 3062: 0.00014648381238632034
Position 5922: 0.00014210228716210094
Position 31798: 0.00014177933095681385
Position 31017: 0.000141091952281687
Position 30516: 0.0001348270131313066
Position 836: 0.00013451581744881126
Position 30173: 0.0001320693290186397
Position 30985: 0.0001295888266258123
Position 3132: 0.00011673830998930187
Position 2213: 0.00011129486698729777
Position 2977: 0.00011009153793766928
Position 30560: 0.00010923853124757718
Position 267: 0.00010855140297267079
Position 1889: 9.942267292891033e-05
Position 3947: 9.576354535376648e-05
Position 31335: 9.336930441555688e-05
Position 5705: 9.25922864413631e-05
Position 3984: 8.542130182199774e-05
Position 423: 8.393309637526984e-05
Position 1524: 7.769891551310935e-05
Position 29882: 7.718104169378337e-05
Position 394: 7.689923589975829e-05
Position 30999: 7.63770208722589e-05
Position 269: 7.061751553171606e-05
Position 665: 6.894984136193537e-05
Position 746: 6.88736519918663e-05
Position 2165: 6.567458279677682e-05
Position 1997: 5.667378042822359e-05
Position 1488: 5.430931185091127e-05
Position 30319: 5.27348579598103e-05
Position 31788: 5.2332163166648304e-05
Position 3706: 5.050636974285384e-05
Position 1869: 4.5082960926800736e-05
Position 1836: 4.260620609141572e-05
Position 3955: 4.026215230915809e-05
Position 3211: 3.9648991159694694e-05
Position 3327: 3.951551534985828e-05
Position 31331: 3.783515053671997e-05
Position 29555: 3.6286522113777625e-05
Position 2407: 3.338476446511221e-05
Position 31547: 2.9971102792947838e-05
Position 3381: 2.7341052068441455e-05
Position 31360: 2.7185082591114925e-05
Position 3435: 2.602676131196384e-05
Position 30371: 2.4898289463107436e-05
Position 30016: 2.3873760600973307e-05
Position 29444: 2.0981689423251887e-05
Position 2088: 2.0060874992315895e-05
Position 30340: 1.9781940404804104e-05
Position 31684: 1.842480341953978e-05
Position 29358: 1.7212568306986235e-05
Position 29388: 1.6647514501677785e-05
Position 31193: 1.543230030885002e-05
Position 497: 1.530811541992556e-05
Position 358: 1.4806002168818119e-05
Position 30557: 1.4716251895244995e-05
Position 30578: 1.4205129254820213e-05
Position 31071: 1.4172557732033884e-05
Position 31277: 1.3492041815171567e-05
Position 1236: 1.2995098610695181e-05
Position 31186: 1.2622156597254299e-05
Position 1910: 1.2458590098649879e-05
Position 31708: 1.1761099856173521e-05
Position 31659: 1.1482702745132266e-05
Position 30755: 1.087025297071379e-05
Position 30500: 1.0061225368909767e-05
Position 31274: 8.765705373744692e-06
Position 30257: 7.959120486807771e-06
Position 30972: 7.836221412244022e-06
Position 29339: 5.698095406135648e-06
Position 30359: 5.099018926671231e-06
Position 30041: 4.343347328717641e-06
Position 30137: 4.068327109161978e-06
Position 29583: 3.669606675257223e-06
Position 29529: 3.5386756832282136e-06
Position 768: 3.205358623797381e-06
Position 2609: 2.174218031153767e-06
Position 30624: 2.1538165514050135e-06
Position 30548: 2.0972364521371864e-06
Position 30565: 2.0776947948717155e-06
Position 29925: 1.7397018268377553e-06
Position 29515: 1.6576684045276509e-06
Position 30668: 1.3242884236908547e-06
Position 2988: 1.1807924824956547e-06
Position 2743: 1.1733645024648382e-06
Position 1467: 1.0683897957431909e-06
Position 30386: 9.619328058792746e-07
Position 30383: 9.026197564053936e-07
Position 30656: 8.545305785792061e-07
Position 29611: 8.270997521312161e-07
Position 29623: 7.798534321741776e-07
Position 29934: 7.690666676319457e-07
Position 2318: 7.267224614364418e-07
Position 29560: 6.241879167051e-07
Position 29899: 6.014402078534527e-07
Position 1857: 5.993853736470723e-07
Position 30198: 4.406202333997406e-07
Position 29683: 3.7329489611535165e-07
Position 30389: 3.443122355627038e-07
Position 29982: 3.397169806257166e-07
Position 30084: 3.2353063817108093e-07
Position 30329: 2.4785739336917504e-07
Position 30410: 2.321958681211082e-07
Position 29893: 2.0701035653643483e-07
Position 29420: 1.5038316662632191e-07
Position 30473: 1.4207139634907399e-07
Position 869: 1.3556593346388723e-07
Position 811: 1.1608653875118581e-07
Position 939: 1.1466475476346085e-07
Position 1120: 8.879853801129256e-08
Position 30155: 8.487117794213864e-08
Position 30148: 8.199292707809993e-08
Position 1254: 7.841786760617433e-08
Position 649: 6.935270268369546e-08
Position 1595: 6.255587933062968e-08
Position 1356: 4.8063198470576217e-08
Position 1562: 4.710547778194142e-08
Position 2487: 4.479520201971841e-08
Position 1368: 3.39770004221328e-08
Position 2600: 2.6186937447976467e-08
Position 29697: 2.2803603636866573e-08
Position 30686: 2.206631025310222e-08
Position 30592: 2.2031392967817996e-08
Position 1200: 2.134141935243575e-08
Position 29630: 1.747613229155092e-08
Position 842: 1.5507421345431778e-08
Position 29593: 1.4653036566434964e-08
Position 1126: 1.2044650938673164e-08
Position 30595: 1.1817706521606162e-08
Position 1062: 1.0046224849418839e-08
Position 1263: 1.0027461717086072e-08
Position 29916: 5.238730117997957e-09
Position 29909: 4.901674646329422e-09
Position 506: 4.615290559267771e-09
Position 918: 4.418607329477913e-09
Position 29912: 3.920131129398093e-09
Position 70: 3.4293859490191928e-09
Position 943: 3.0532301083284364e-09
Position 30179: 2.940760586819863e-09
Position 724: 2.796031297190616e-09
Position 855: 2.3723762039605247e-09
Position 849: 1.7945661204036333e-09
Position 30079: 9.826165845427979e-10
Position 30491: 9.33875570405079e-10
Position 29425: 8.389345441574231e-10
Position 1957: 6.827521651099659e-10
Position 994: 6.020024839878906e-10
Position 897: 4.410083703781044e-10
Position 909: 3.856753202589465e-10
Position 1337: 1.1544540058751452e-10
Position 1320: 1.0965311731644008e-10
Position 161: 2.6182132762896678e-11
Position 196: 8.495941494148682e-12
Position 150: 4.674918731024607e-12
Position 206: 3.712342348093517e-12
Position 485: 3.4830190235567173e-12
Position 510: 2.492217056716385e-12
Position 476: 2.4483622212307924e-12
