Gene = Nplp3
index = 1329
Annotated 5SS: [46]
Annotated 3SS: [174]
SMsplice 5SS: [46]
SMsplice 3SS: [174]
top_k =  1000
Partition function (log Z): -4.702360889004323

Sorted 5' Splice Sites (High to Low Probability):
Position 46: 0.9764735232088754
Position 328: 0.028053524743206246
Position 109: 0.020167287212785958
Position 325: 0.004861211325188446
Position 373: 0.004793920133921462
Position 129: 0.002207300346718383
Position 70: 0.0007320170092952023
Position 421: 0.00022962093115469752
Position 295: 0.0002176175887192275
Position 337: 0.00011906604303831318
Position 149: 0.00011295932661764344
Position 334: 0.00010415577766585559
Position 268: 9.799247055059605e-05
Position 431: 9.776227595845112e-05
Position 607: 6.615494973942648e-05
Position 36: 3.981920426530442e-05
Position 403: 3.8887423361655204e-05
Position 79: 3.84619316055188e-05
Position 344: 3.16463790471997e-05
Position 543: 2.995623837848786e-05
Position 424: 2.3288432081300668e-05
Position 10: 2.3252785938971527e-05
Position 298: 1.3033925630038293e-05
Position 248: 1.0008026567579674e-05
Position 50: 5.842284325140511e-06
Position 555: 2.6505152258130957e-06
Position 174: 2.5058112878283662e-06
Position 440: 8.329476992317558e-07
Position 548: 7.867595096577794e-07
Position 503: 2.834725211284571e-07
Position 178: 1.8926882246236597e-08
Position 184: 1.7605260356392442e-08
Position 166: 7.293775860347066e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 174: 0.8190685164099698
Position 197: 0.17146662249242162
Position 372: 0.02329657929584263
Position 471: 0.009391882700315747
Position 324: 0.005923546243358315
Position 399: 0.0026037707548819426
Position 440: 0.002295179000228363
Position 660: 0.0018828418307074146
Position 90: 0.0008293178805317697
Position 109: 0.0005759717741479717
Position 612: 0.00035362939523438694
Position 217: 0.0003140334457099735
Position 129: 0.00017653439644704688
Position 487: 0.00015943688392098163
Position 632: 9.564327382776264e-05
Position 543: 7.149188324122333e-05
Position 568: 4.296220848487917e-05
Position 577: 1.3371458854361306e-05
Position 421: 1.2508134065051032e-05
Position 453: 1.1578609251599383e-05
Position 495: 9.743371582466573e-06
Position 587: 1.477079428750366e-07
Position 401: 9.183865203534638e-08
Position 59: 4.133999070362714e-09
Position 70: 1.0293613347511674e-09
Position 584: 4.485663322867724e-10
Position 68: 1.4084906226088183e-10
Position 332: 4.544800636143393e-15
