Gene = ssp6
index = 1893
Annotated 5SS: [ 624 2560]
Annotated 3SS: [2196 2619]
SMsplice 5SS: [ 624 2560]
SMsplice 3SS: [2196 2619]
top_k =  1000
Partition function (log Z): -4.772215490311121

Sorted 5' Splice Sites (High to Low Probability):
Position 624: 0.9784535572566946
Position 2560: 0.961783042575633
Position 2705: 0.4520099949287717
Position 3800: 0.34362700512837663
Position 4117: 0.0713566338300205
Position 2750: 0.05995603522393967
Position 5131: 0.05131475244441634
Position 4548: 0.049466538143605555
Position 5207: 0.034570290465462415
Position 2098: 0.027273574373222458
Position 2095: 0.013553928633658811
Position 2530: 0.012577873771708294
Position 2150: 0.012100019955697231
Position 1494: 0.011079253405641276
Position 2551: 0.010722596309270933
Position 2565: 0.009227401439588931
Position 614: 0.007538510366546183
Position 2689: 0.0063172587054361245
Position 4768: 0.005586786356335927
Position 2887: 0.005376193480539776
Position 3337: 0.00493248102943595
Position 232: 0.003005472287585231
Position 2012: 0.0030015648582370213
Position 195: 0.0028946994581356
Position 1775: 0.002819364590214854
Position 3481: 0.0028112360283396413
Position 2122: 0.0022867151698743125
Position 811: 0.0021523503416746963
Position 2809: 0.0021216772684127796
Position 2549: 0.002055646513154573
Position 1964: 0.001998036199239998
Position 3709: 0.0017264860878474107
Position 2276: 0.0012877708921355294
Position 1746: 0.0012531374765174822
Position 426: 0.0011869303748973973
Position 2394: 0.0011410035389690923
Position 2402: 0.0011388687064616508
Position 1543: 0.0009627425640362408
Position 642: 0.0009311378638153704
Position 5222: 0.0008591993613729118
Position 2816: 0.0008132287652072375
Position 2000: 0.0008003831390255392
Position 774: 0.0007654622250712775
Position 968: 0.0006856493884258175
Position 281: 0.0005186185036501502
Position 4611: 0.00043904446085386384
Position 966: 0.000434787196756672
Position 2724: 0.00039915870634791575
Position 3845: 0.0003842078833878234
Position 1221: 0.0003338561247720855
Position 189: 0.00032747356677292915
Position 751: 0.0003185533721997575
Position 1893: 0.00025852949071038646
Position 5297: 0.00024034440151059327
Position 238: 0.00021101082125155022
Position 244: 0.00019952164406916297
Position 1934: 0.00018626059248845833
Position 1599: 0.00018484218681676196
Position 1102: 0.00016374234384571438
Position 174: 0.00015857860428979153
Position 788: 0.0001518782165349921
Position 1779: 0.00014060707824314756
Position 2426: 0.00013772155245652353
Position 3365: 0.00011244893244299607
Position 1014: 0.00011184310913870517
Position 4668: 0.00011041101818675826
Position 1186: 0.0001058044219253628
Position 3029: 0.00010552374852863888
Position 4552: 9.831536497148038e-05
Position 3527: 9.798014229645001e-05
Position 1565: 9.040785884363169e-05
Position 373: 8.563495776528517e-05
Position 3154: 8.388148520172952e-05
Position 3875: 7.552568048207271e-05
Position 1984: 7.139384322387149e-05
Position 2437: 7.085980111705538e-05
Position 116: 6.602248292575685e-05
Position 3256: 6.011073622283011e-05
Position 1585: 5.4725229778426336e-05
Position 830: 5.149633362975514e-05
Position 1631: 4.6411483177629905e-05
Position 994: 4.44627918289279e-05
Position 2310: 4.134646308662935e-05
Position 1582: 4.09817225063173e-05
Position 957: 4.0536776325417416e-05
Position 575: 3.949929071105879e-05
Position 3312: 3.9487831258107266e-05
Position 2709: 3.770933079740548e-05
Position 1168: 3.7463527490323675e-05
Position 827: 3.671765240054459e-05
Position 3082: 3.281099804333013e-05
Position 3014: 3.04629902308857e-05
Position 533: 2.994094360908601e-05
Position 1085: 2.9885849005836814e-05
Position 791: 2.9485074359070137e-05
Position 1123: 2.805385120627647e-05
Position 718: 2.5978228673551046e-05
Position 817: 2.270210569524227e-05
Position 634: 2.2427529496669252e-05
Position 203: 2.2072205915745113e-05
Position 226: 2.201864269120472e-05
Position 1558: 2.174420538433972e-05
Position 4012: 2.059797486550912e-05
Position 3661: 1.9765113317792268e-05
Position 6: 1.9383290085562478e-05
Position 910: 1.7842748159783766e-05
Position 1519: 1.681476226178273e-05
Position 3386: 1.6642595164646517e-05
Position 248: 1.5568382685911474e-05
Position 1720: 1.4973848432226258e-05
Position 3725: 1.4939972778292586e-05
Position 186: 1.4835787648604482e-05
Position 2491: 1.4509422286447971e-05
Position 176: 1.4447015459633173e-05
Position 1260: 1.3355434295399505e-05
Position 224: 1.256062110823568e-05
Position 396: 1.2288563903512564e-05
Position 954: 1.1827940527285697e-05
Position 3146: 1.163659594637496e-05
Position 806: 1.0861181384739087e-05
Position 2389: 1.0605652067324406e-05
Position 771: 1.0592491400093034e-05
