Gene = Glg1
index = 1190
Annotated 5SS: [1111 2523 2997 3548 6981]
Annotated 3SS: [1312 2598 3178 6610 9045]
SMsplice 5SS: [1111 2523 2985 3548 6981]
SMsplice 3SS: [1312 2598 3178 6610 9045]
top_k =  1000
Partition function (log Z): 4.512478552790716

Sorted 5' Splice Sites (High to Low Probability):
Position 3548: 0.998161238542837
Position 1111: 0.9928366408845332
Position 2523: 0.9298542980935
Position 2985: 0.8294430832580459
Position 6981: 0.6951019794838302
Position 3925: 0.2617576934834564
Position 5562: 0.13593613081151282
Position 7185: 0.1355334965734634
Position 2935: 0.12626208495681052
Position 4260: 0.09635567233344904
Position 6164: 0.06800824004425902
Position 1461: 0.0658415793571287
Position 5354: 0.06096585133740095
Position 9780: 0.0341554011532092
Position 2282: 0.03262912087859069
Position 4999: 0.02587993846897142
Position 2231: 0.024460293153607544
Position 4003: 0.023769487435117143
Position 7334: 0.02202059669346742
Position 7219: 0.020236373277164012
Position 2744: 0.01961512572940283
Position 5483: 0.016017065893312806
Position 2980: 0.015800363482415782
Position 3245: 0.014361424912337176
Position 4960: 0.01296340428576358
Position 4991: 0.00933310442943594
Position 5765: 0.00865289473580935
Position 2871: 0.008371153588115958
Position 6302: 0.007801234120528067
Position 161: 0.00768918098139311
Position 5369: 0.007275339552930124
Position 9495: 0.0069995240097085795
Position 3114: 0.006583567822609071
Position 4919: 0.006192812599331646
Position 6012: 0.00528022486677253
Position 4815: 0.005038057518460614
Position 5988: 0.004635299677603063
Position 1712: 0.003907896905807694
Position 4112: 0.003282684319649267
Position 5713: 0.0032312688555331225
Position 1522: 0.0031646211770468297
Position 1728: 0.0031282498033877357
Position 5024: 0.0029365504214772407
Position 4119: 0.002670698789131185
Position 5430: 0.0025992631803303714
Position 7009: 0.0025830436337303236
Position 7947: 0.002541134657773088
Position 5736: 0.0022796529389587086
Position 7140: 0.0019855004095661708
Position 4070: 0.0019200985230278717
Position 1223: 0.0018049326541491459
Position 6712: 0.001787109518100415
Position 5330: 0.001757545566755576
Position 35: 0.001550329411895097
Position 7322: 0.0015082589516759828
Position 7254: 0.0012883281211321718
Position 4105: 0.0012776977959561198
Position 8799: 0.0011375092307585252
Position 1517: 0.0011375091169332277
Position 6863: 0.0010251440349535832
Position 1947: 0.0009981091959117062
Position 5436: 0.0009555935581794962
Position 1929: 0.0009260421969496635
Position 708: 0.0008555298907590855
Position 8416: 0.0008190790387158685
Position 2790: 0.0008184168949544075
Position 7785: 0.0007285628384487981
Position 9731: 0.0007262364644677518
Position 1976: 0.0007088215342503354
Position 3001: 0.000704508748283852
Position 3970: 0.0006255252686456443
Position 1446: 0.0005826262969687228
Position 936: 0.0005515670945747874
Position 3407: 0.0005243008664065665
Position 194: 0.00048388784087597184
Position 2723: 0.0004569312854934869
Position 1734: 0.0004203761682272413
Position 1756: 0.0003561364640945903
Position 2803: 0.00034241304255454606
Position 4952: 0.00033695740074496974
Position 2295: 0.00031977399341507376
Position 2941: 0.00030539561429233946
Position 297: 0.00030215055888058406
Position 1871: 0.0002809755087935429
Position 1907: 0.00027137937672281693
Position 3410: 0.00025036087748668404
Position 9736: 0.0002501466868019317
Position 2462: 0.0002323201589060471
Position 3567: 0.00022427404494295789
Position 4181: 0.00021293687805758202
Position 9790: 0.00021120163434552665
Position 2740: 0.00020397701025648575
Position 4109: 0.0002025994849708729
Position 3786: 0.00019083334725707214
Position 3493: 0.00019014650955316857
Position 24: 0.00018062986247543105
Position 2240: 0.00017988308397083385
Position 3253: 0.00017977204170733846
Position 31: 0.00017071148350782087
Position 1898: 0.00016619587450382857
Position 2787: 0.00015561777547516004
Position 2410: 0.0001217184071712373
Position 4580: 0.00012065620570631589
Position 1336: 0.00011985142759560739
Position 3259: 0.00011400576534044311
Position 4214: 0.00011236119545348708
Position 9469: 0.00011196139001289276
Position 922: 0.00011087111585002031
Position 3943: 0.00010668982494198902
Position 1555: 0.00010617457517283418
Position 9339: 0.00010339739809154578
Position 4033: 0.0001008693102243384
Position 1115: 9.206881917013027e-05
Position 333: 8.433260341863435e-05
Position 2399: 8.169212428753468e-05
Position 1499: 7.744881614023683e-05
Position 1203: 6.942115719592719e-05
Position 4060: 6.584891230415661e-05
Position 991: 5.5314095558922584e-05
Position 200: 5.530342195169243e-05
Position 3770: 5.208720107442593e-05
Position 1793: 4.976676431066704e-05
Position 5341: 4.95266758086105e-05
Position 1477: 4.9070145735749406e-05
Position 4532: 4.358851678289557e-05
Position 1480: 4.2198958618611376e-05
Position 1919: 4.073597254073804e-05
Position 3937: 3.9862168100404255e-05
Position 2808: 3.945446455280291e-05
Position 1662: 3.570678483152199e-05
Position 4079: 3.218378635294852e-05
Position 1681: 3.035244702757682e-05
Position 203: 3.023864909772425e-05
Position 3413: 2.9965795224288263e-05
Position 2086: 2.706712813875844e-05
Position 2041: 2.673628652089389e-05
Position 502: 2.585558010857533e-05
Position 1950: 2.570350998956823e-05
Position 2343: 2.5483950241656554e-05
Position 2435: 2.3375300939853165e-05
Position 2735: 2.2330482181691782e-05
Position 1597: 2.1975431816170473e-05
Position 609: 1.9686936924116586e-05
Position 4050: 1.884730846008056e-05
Position 490: 1.4532607528139426e-05
Position 1904: 1.4056998397665483e-05
Position 3367: 1.3708329546493331e-05
Position 2017: 1.3489061688226895e-05
Position 1553: 1.3015647969138943e-05
Position 2056: 1.1489672537891503e-05
Position 3270: 1.0881490553585018e-05
Position 350: 1.0367880246188073e-05
Position 3552: 1.0347323962887803e-05
Position 1779: 1.0316940527897821e-05
Position 1895: 9.81445691107542e-06
Position 3617: 9.237577376698147e-06
Position 4412: 9.060251062268033e-06
Position 1275: 8.507197999826296e-06
Position 337: 8.478023705917116e-06
Position 3298: 8.416501550962371e-06
Position 1318: 8.254469386458195e-06
Position 28: 7.991596101962095e-06
Position 257: 7.86979022010348e-06
Position 889: 7.033072910258068e-06
Position 3058: 6.834086585815794e-06
Position 1075: 6.274523777902886e-06
Position 656: 6.0906576518624335e-06
Position 1210: 6.027093584903537e-06
Position 1806: 5.815512427257345e-06
Position 1036: 5.54884491707852e-06
Position 636: 5.234342609605069e-06
Position 897: 4.815840372518007e-06
Position 2450: 4.73785600426664e-06
Position 328: 4.67499006499687e-06
Position 3598: 4.552307869171603e-06
Position 2220: 4.374705643603948e-06
Position 3663: 3.998161030822997e-06
Position 106: 3.828377175334467e-06
Position 3385: 3.784326212113026e-06
Position 3397: 3.684076809157996e-06
Position 3319: 3.677883385450079e-06
Position 3049: 3.6392857271150657e-06
Position 141: 3.538780156466551e-06
Position 582: 2.9839599606222213e-06
Position 282: 2.637576663296214e-06
Position 2081: 2.3624588181219856e-06
Position 1151: 2.352952674956829e-06
Position 2858: 2.2966738032162995e-06
Position 206: 2.288102466717799e-06
Position 2662: 2.2267986660519854e-06
Position 2355: 2.200268641223985e-06
Position 2839: 1.802362116515576e-06
Position 1436: 1.7938495224334212e-06
Position 1940: 1.6278279552163364e-06
Position 1686: 1.4901470938771352e-06
Position 378: 1.481020161696505e-06
Position 1242: 1.4795074218466106e-06
Position 2405: 1.4242868681984995e-06
Position 2389: 1.3828797578690796e-06
Position 1438: 1.3754987093301104e-06
Position 3727: 1.2061906503484443e-06
Position 1349: 1.047186954541154e-06
Position 952: 9.894940009990492e-07
Position 546: 8.985297783678039e-07
Position 1342: 8.31476918062312e-07
Position 3559: 8.186292525003128e-07
Position 1139: 7.540363047972834e-07
Position 2770: 5.511019549621689e-07
Position 672: 5.49228770078713e-07
Position 3748: 4.749470655492068e-07
Position 3857: 4.7390152839007404e-07
Position 3931: 4.6570574313886986e-07
Position 3976: 4.46245336919015e-07
Position 3746: 3.97785220834382e-07
Position 3340: 3.967172111769729e-07
Position 938: 3.129035979871021e-07
Position 690: 2.781836772202947e-07
Position 3740: 2.576128987757504e-07
Position 3579: 2.253922227753015e-07
Position 778: 1.9197090547109198e-07
Position 864: 1.719449716744313e-07
