Gene = AGO2
index = 2
Annotated 5SS: [ 360 4005 4226 4891 6004 6466]
Annotated 3SS: [2736 4136 4280 4986 6094 6527]
SMsplice 5SS: [ 110  360 4005 4891 5149 6004 6466]
SMsplice 3SS: [ 176 2736 4136 4986 5820 6094 6527]
top_k =  1000
Partition function (log Z): 15.486192772047163

Sorted 5' Splice Sites (High to Low Probability):
Position 6004: 0.9943403078812313
Position 360: 0.983955886069234
Position 4891: 0.9669869935727603
Position 110: 0.9404904752795724
Position 5149: 0.7951384092369612
Position 4005: 0.7737240220611901
Position 6466: 0.6839717410115546
Position 4226: 0.2719914758240578
Position 4451: 0.061638694090748465
Position 4336: 0.05116208470237063
Position 4447: 0.03414570068865496
Position 87: 0.024222375045299227
Position 4877: 0.02248558360153882
Position 3619: 0.019498366256123008
Position 2865: 0.01821920474273314
Position 4326: 0.017965641293565184
Position 4721: 0.017216988127358977
Position 4495: 0.015862654191193086
Position 3783: 0.015722764346267012
Position 6480: 0.012463182889682563
Position 4048: 0.01228998822593129
Position 5192: 0.011583294047194909
Position 6434: 0.011537480111021318
Position 6606: 0.01110937771737728
Position 6624: 0.010535128601720725
Position 1593: 0.00938858752135463
Position 5591: 0.009380029557370074
Position 4938: 0.009193124345196086
Position 2649: 0.008815985158330297
Position 6260: 0.008672931644318099
Position 4217: 0.008421356393588673
Position 550: 0.008047929759636478
Position 5758: 0.007296760113000241
Position 573: 0.005873286183172043
Position 5179: 0.005272839933919828
Position 5700: 0.005068390964510675
Position 6308: 0.005059392388889775
Position 5482: 0.00436637374183924
Position 3067: 0.0038297862685490003
Position 5274: 0.003777983002094408
Position 2178: 0.0035324801760278795
Position 4681: 0.0034773852702033705
Position 2998: 0.00289044058221205
Position 371: 0.00261812269447244
Position 4066: 0.0024314883947439787
Position 1666: 0.002362678748016374
Position 1762: 0.0022750000894776975
Position 2137: 0.002237151241796679
Position 1364: 0.0021878902613368476
Position 3136: 0.002174447918732914
Position 6758: 0.0019265035026571605
Position 554: 0.0018322555689948951
Position 3343: 0.0017188771377828127
Position 2592: 0.0017026440474612308
Position 5146: 0.0016867048106168454
Position 4455: 0.0016380769077264082
Position 4690: 0.0016225275007246444
Position 6095: 0.0015123516028681574
Position 3205: 0.0014863958930841578
Position 403: 0.0014372577917936124
Position 5286: 0.0014018283395645147
Position 2389: 0.0013147302495705232
Position 2032: 0.0013098480815669702
Position 3412: 0.0012149323963245987
Position 62: 0.0011951794106292483
Position 5755: 0.0010738530828113527
Position 3481: 0.0010686028356236695
Position 3274: 0.0009479827671577212
Position 2060: 0.0009315159077633691
Position 3550: 0.0009226072155456033
Position 5589: 0.0008766646549735506
Position 3999: 0.0008709269059633548
Position 4192: 0.0008116522239058099
Position 1567: 0.0008081881246459026
Position 6826: 0.0006634549230151727
Position 386: 0.0006242704328490842
Position 6102: 0.0005987871634711955
Position 5979: 0.0005873237753725612
Position 5025: 0.000577567308558744
Position 2703: 0.0005110980366957172
Position 5276: 0.0004955341575006292
Position 5199: 0.0004287141136195858
Position 1507: 0.00037949104769148203
Position 1692: 0.0003774138030640812
