Gene = Sf3b6
index = 1487
Annotated 5SS: [215 404]
Annotated 3SS: [284 469]
SMsplice 5SS: [215 404]
SMsplice 3SS: [284 469]
top_k =  1000
Partition function (log Z): -1.0249432078728564

Sorted 5' Splice Sites (High to Low Probability):
Position 404: 0.9917014510761091
Position 215: 0.9644608891377056
Position 792: 0.03731331910858581
Position 668: 0.009211251730079879
Position 711: 0.005108531831747568
Position 359: 0.003824018842259717
Position 723: 0.002740562861228027
Position 564: 0.000613920530821158
Position 556: 0.00042271261587122744
Position 317: 0.00026820490325712233
Position 582: 0.00015415793443394424
Position 45: 0.00013914986193404799
Position 155: 0.0001387652908671739
Position 303: 0.00010502316555239624
Position 112: 0.00010285381987004386
Position 402: 6.20730061966496e-05
Position 585: 3.15349862398558e-05
Position 149: 2.7970808365857354e-05
Position 541: 1.4616371932123448e-05
Position 253: 1.3789856303013336e-05
Position 507: 8.099055191961261e-06
Position 821: 5.527134644185511e-06
Position 566: 4.503050765339565e-06
Position 39: 3.862071595135213e-06
Position 321: 3.1964194353826496e-06
Position 9: 2.6778712141567966e-06
Position 819: 1.923623018104997e-06
Position 847: 1.7569551434124746e-06
Position 65: 1.7546974241317465e-06
Position 621: 1.700261132604772e-06
Position 870: 1.0351086640625086e-06
Position 29: 1.0249514691664934e-06
Position 267: 9.166579344549808e-07
Position 335: 8.402539236975096e-07
Position 260: 5.006822172263885e-07
Position 490: 2.705104366982594e-07
Position 434: 2.396201928452055e-07
Position 457: 2.1088929380896242e-07
Position 961: 1.9164228224942148e-07
Position 970: 1.2444021344398148e-07
Position 504: 5.6479267471704775e-08
Position 455: 8.977137238648542e-09
Position 167: 3.2723770374131774e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 469: 0.9950982217687648
Position 284: 0.9643356412465234
Position 850: 0.05609163988959311
Position 608: 0.0003166170029868192
Position 797: 0.00025517076673434614
Position 267: 0.0001316303761914225
Position 719: 6.324127564449558e-05
Position 947: 5.6495010633464683e-05
Position 116: 3.41934697396908e-05
Position 300: 2.7805151051577424e-05
Position 302: 2.296920613086504e-05
Position 617: 1.5243812700688294e-05
Position 395: 1.2043556780263048e-05
Position 97: 1.0040092023725336e-05
Position 757: 5.818984860754504e-06
Position 641: 5.662031371563407e-06
Position 662: 2.483855493336422e-06
Position 84: 1.9792172190362254e-06
Position 995: 1.3525211307683234e-06
Position 187: 1.0390400230013035e-06
Position 698: 1.0334270517150012e-06
Position 533: 7.193606510612903e-07
Position 122: 6.987236183603965e-07
Position 1019: 6.369628203147736e-07
Position 668: 5.571918328366688e-07
Position 471: 4.1836081736290496e-07
Position 736: 4.1484798476940135e-07
Position 740: 3.613942832705401e-07
Position 515: 2.852708672346254e-07
Position 690: 1.9887423624517185e-07
Position 222: 1.6615394162616124e-07
Position 680: 8.291223913682403e-08
Position 51: 8.204603089493619e-08
Position 56: 6.513766161254052e-08
Position 635: 5.259847036543099e-08
Position 415: 4.888256661916138e-08
Position 1023: 2.969884058608202e-08
Position 260: 2.8483104420912027e-08
Position 644: 1.2475671010004132e-08
Position 143: 1.0900392178233385e-08
Position 408: 8.739707501005511e-09
Position 247: 8.16131439809293e-09
Position 155: 4.78449940734744e-09
Position 384: 2.5571176008817146e-09
Position 1029: 1.5593247066048223e-09
Position 356: 1.3046727451758428e-09
Position 60: 1.2953551319460778e-09
Position 149: 1.1925909945314122e-09
Position 205: 6.221379081608448e-10
Position 62: 1.6781595199277056e-10
Position 65: 1.1073870697196095e-12
Position 219: 1.1121726300149129e-14
