Gene = ste14
index = 1896
Annotated 5SS: [355 794]
Annotated 3SS: [421 921]
SMsplice 5SS: [355 794]
SMsplice 3SS: [421 921]
top_k =  1000
Partition function (log Z): 3.8154302735377335

Sorted 5' Splice Sites (High to Low Probability):
Position 355: 0.9979473808655487
Position 794: 0.9957466927543999
Position 1289: 0.029182565733760275
Position 1072: 0.012963202879588189
Position 1280: 0.0033205821768046025
Position 461: 0.0020837330163617045
Position 811: 0.0011512391887121079
Position 8: 0.0008565202769051803
Position 327: 0.0007867715893490014
Position 1274: 0.0005430561368426841
Position 801: 0.0004513498422972026
Position 152: 0.00038070222514375137
Position 746: 0.00034251392366412985
Position 1011: 0.00030866455232859226
Position 1309: 0.0002832706332895872
Position 798: 0.00017602441442563245
Position 1225: 0.00016255988210930628
Position 1005: 0.00014686312098751916
Position 44: 0.00013326959240227485
Position 1147: 0.0001242596778708415
Position 1201: 9.922612278610625e-05
Position 1014: 8.435666613065024e-05
Position 185: 6.872393928128368e-05
Position 668: 4.944203794504761e-05
Position 167: 3.786164276846405e-05
Position 265: 3.120497074145137e-05
Position 588: 2.7651894631495892e-05
Position 1033: 2.4849411496873426e-05
Position 1239: 2.4394694782461504e-05
Position 1209: 2.2837273289785504e-05
Position 1165: 2.1021435091765673e-05
Position 670: 1.8921308872370352e-05
Position 117: 1.2897342793386057e-05
Position 133: 1.0999563323078625e-05
Position 1105: 1.0824934171654005e-05
Position 1113: 1.0637857450910994e-05
Position 1342: 1.0596564659877017e-05
Position 997: 8.7863182968727e-06
Position 1083: 8.67587692749373e-06
Position 990: 8.62819657635389e-06
Position 359: 8.127605781534085e-06
Position 66: 7.1371336938649595e-06
Position 550: 7.0457124893543326e-06
Position 165: 5.397472512397222e-06
Position 1137: 5.159268656149939e-06
Position 297: 4.6500186052719865e-06
Position 465: 4.381265751152867e-06
Position 529: 4.30712493373244e-06
Position 710: 3.898591187667099e-06
Position 467: 1.3837125113686105e-06
Position 112: 1.3105342718903308e-06
Position 645: 1.2212746595911783e-06
Position 1299: 1.072182177208161e-06
Position 473: 1.0717489356888618e-06
Position 557: 1.0612657355834892e-06
Position 617: 8.545087748537829e-07
Position 685: 7.36404159118404e-07
Position 719: 5.826684966211724e-07
Position 256: 4.785025667096811e-07
Position 119: 4.4899223193106284e-07
Position 1232: 3.3164408528473464e-07
Position 496: 3.297241735027857e-07
Position 253: 3.228134151394726e-07
Position 267: 3.012388991048165e-07
Position 232: 2.928112095265222e-07
Position 287: 2.8690626930448895e-07
Position 727: 2.73235057283528e-07
Position 722: 1.7522202095441846e-07
Position 68: 1.4039348729383673e-07
Position 331: 1.2364091319854888e-07
Position 217: 1.1554070447444638e-07
Position 277: 7.432448729379361e-08
Position 890: 7.017202295008929e-08
Position 655: 6.769837198343294e-08
Position 422: 3.811274224149466e-08
Position 1357: 6.015193678418121e-09
Position 390: 3.463111763835715e-10
Position 922: 1.7927013516663179e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 421: 0.9976281822740055
Position 921: 0.9853124838815189
Position 1398: 0.014025904664583009
Position 1137: 0.013687288304033365
Position 1357: 0.01089385750445175
Position 1372: 0.008833896333685375
Position 886: 0.006222972339024348
Position 927: 0.005971865418172442
Position 685: 0.0009507133564306846
Position 588: 0.000644318870424639
Position 81: 0.0006085553307860444
Position 847: 0.0005701467102005186
Position 211: 0.00043259012605304995
Position 1273: 0.00030218616021712003
Position 1076: 0.0002957323550197462
Position 112: 0.00025184262280967287
Position 665: 0.0002320721920748414
Position 951: 0.0001467078489973578
Position 962: 0.00012008244970108908
Position 1404: 0.00011210284914315456
Position 84: 0.00010991895780058948
Position 1161: 0.00010161517453182501
Position 240: 0.00010130768841962714
Position 641: 4.6448354880613706e-05
Position 432: 2.2937772104838978e-05
Position 550: 2.0917037061113194e-05
Position 390: 1.9567138025623606e-05
Position 1279: 1.685311090289383e-05
Position 691: 1.403990360271685e-05
Position 502: 9.33394892779892e-06
Position 1113: 6.540312365213512e-06
Position 264: 5.010972859632021e-06
Position 1326: 4.560926130524893e-06
Position 667: 3.6006452988894804e-06
Position 87: 3.4123034112018434e-06
Position 1029: 3.1090436357696813e-06
Position 1314: 2.973099469087973e-06
Position 1335: 2.4723764116170274e-06
Position 1209: 2.1250728771883534e-06
Position 217: 1.6155950139726768e-06
Position 645: 1.293485231612005e-06
Position 465: 1.0179668773626962e-06
Position 933: 4.6011644749647533e-07
Position 770: 4.557218363604041e-07
Position 175: 3.6418650498599517e-07
Position 1288: 3.1905598071658217e-07
Position 1110: 2.1469468064269055e-07
Position 496: 2.1199324726746165e-07
Position 758: 1.6255818405843868e-07
Position 354: 1.5451534833944342e-07
Position 1296: 1.22113751739576e-07
Position 1299: 1.2005306402228344e-07
Position 754: 9.160512486933536e-08
Position 126: 6.654597706305804e-08
Position 185: 5.28324891932014e-08
Position 693: 3.7988325200490796e-08
Position 133: 1.7179016073585858e-08
Position 96: 4.137256216239717e-09
Position 128: 3.408016959572014e-09
Position 161: 3.1890700094118807e-09
Position 371: 8.352906859128212e-10
Position 798: 5.069937155922621e-10
Position 742: 3.452898510278638e-10
Position 253: 3.1060314481067463e-10
Position 1239: 1.719012135508314e-10
Position 359: 3.014781531673805e-15
