Gene = strat
index = 1897
Annotated 5SS: [204]
Annotated 3SS: [273]
SMsplice 5SS: [204]
SMsplice 3SS: [273]
top_k =  1000
Partition function (log Z): -4.810234847019193

Sorted 5' Splice Sites (High to Low Probability):
Position 204: 0.9992331913352824
Position 539: 0.05070707861977403
Position 650: 0.005562703955128343
Position 655: 0.0055285224893485635
Position 830: 0.0036365956870530944
Position 499: 0.0007616104052953778
Position 502: 0.0007179823994053738
Position 596: 0.0006949075799705526
Position 23: 0.0006552909990061496
Position 644: 0.0005330871947821614
Position 421: 0.00017081768478286195
Position 864: 0.00015113525212884975
Position 844: 0.00013729152080682293
Position 414: 0.00012799328551863542
Position 782: 0.00011012631663255386
Position 791: 0.00010562008704921088
Position 6: 9.736399388814326e-05
Position 400: 7.567442584423148e-05
Position 815: 7.170617141879589e-05
Position 448: 6.528519616157923e-05
Position 663: 2.9151706745297887e-05
Position 208: 2.624826932796972e-05
Position 355: 2.290367823583664e-05
Position 823: 1.9977638545689925e-05
Position 387: 1.788595633260695e-05
Position 548: 1.4412166918877544e-05
Position 3: 1.4324103722201897e-05
Position 138: 7.328798682096725e-06
Position 688: 5.159399801042083e-06
Position 274: 4.919472454208867e-06
Position 13: 4.111417564127826e-06
Position 543: 3.597946793205369e-06
Position 602: 3.345900097690764e-06
Position 716: 2.5231442692797907e-06
Position 160: 2.3145720348278576e-06
Position 541: 2.0062665036452514e-06
Position 731: 1.1385632597708978e-06
Position 765: 9.509286008651939e-07
Position 786: 1.2542777210174596e-07
Position 51: 9.07070406834732e-08
Position 149: 6.94413221457305e-08
Position 706: 3.347914531399608e-08
Position 875: 2.292973807406493e-08
Position 252: 1.3153924392359077e-09
Position 280: 5.481642991368055e-10
Position 258: 2.9834024373973634e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 273: 0.9853948935278141
Position 706: 0.026697032056039505
Position 731: 0.015829652938229903
Position 908: 0.01384559780842303
Position 644: 0.008857598575869078
Position 602: 0.007664363601387414
Position 648: 0.003734120265477245
Position 713: 0.002010073993629316
Position 297: 0.0012866388205542035
Position 622: 0.0007012778075571424
Position 300: 0.0006690746196327396
Position 87: 0.000608446487041863
Position 716: 0.0005785362474103907
Position 917: 0.00042672695233665045
Position 736: 0.00035649544506650575
Position 303: 0.00013827658863470644
Position 625: 8.187072313718621e-05
Position 410: 6.257874557036548e-05
Position 103: 5.811702435288707e-05
Position 329: 5.811142599674195e-05
Position 875: 4.880188805346901e-05
Position 776: 4.673202807730444e-05
Position 64: 3.619625825439331e-05
Position 320: 3.5242963812879325e-05
Position 149: 2.976875648088409e-05
Position 89: 1.566867938775855e-05
Position 343: 1.0833805684573478e-05
Position 782: 9.787734235080587e-06
Position 548: 6.114247716603834e-06
Position 834: 5.536779426528918e-06
Position 360: 5.444806814345227e-06
Position 864: 5.2744256534487916e-06
Position 495: 4.789420417916576e-06
Position 93: 1.6234826569369675e-06
Position 796: 1.2859460600960286e-06
Position 655: 1.1812494825559138e-06
Position 414: 9.809405475740281e-07
Position 197: 4.927730108212708e-07
Position 174: 3.780341209911653e-07
Position 803: 3.1147571520640414e-07
Position 850: 1.9465300104138533e-07
Position 378: 1.833186303174008e-07
Position 519: 1.296492922136297e-07
Position 510: 1.1075077795218233e-07
Position 791: 3.277042081239934e-08
Position 180: 2.8764667172922874e-08
Position 107: 1.3196341712852437e-08
Position 200: 3.128853777460589e-09
Position 241: 1.4848339119216032e-09
Position 525: 7.523298543271252e-10
Position 467: 2.526784187996705e-10
Position 442: 2.414130027662487e-10
Position 438: 1.9099627194875232e-10
Position 333: 1.3891096486264358e-10
Position 497: 3.264483996257485e-11
Position 182: 4.866368545858935e-13
Position 208: 3.34508243601266e-14
Position 203: 9.689392403984724e-18
