Gene = jhamt
index = 1735
Annotated 5SS: [668]
Annotated 3SS: [731]
SMsplice 5SS: [668]
SMsplice 3SS: [731]
top_k =  1000
Partition function (log Z): 0.24167582019340703

Sorted 5' Splice Sites (High to Low Probability):
Position 668: 0.9996522258465291
Position 139: 0.0397051365865862
Position 155: 0.02801131916295534
Position 248: 0.015218175119412094
Position 208: 0.006771032860429523
Position 425: 0.0042045943041759785
Position 52: 0.003573080539632474
Position 472: 0.0034628283847157114
Position 956: 0.003270470774676208
Position 175: 0.0028700620386540063
Position 840: 0.0027541464261747178
Position 501: 0.0017961892020707027
Position 463: 0.0015167940206053257
Position 994: 0.0013270571650378365
Position 286: 0.0011333847172152114
Position 917: 0.0004935738535798463
Position 235: 0.00033856245621365284
Position 370: 0.00026514219974498596
Position 143: 0.000215785212929905
Position 504: 0.00020403182865714507
Position 160: 0.0001735733385131036
Position 1035: 0.00010052536681704107
Position 684: 9.0904309100462e-05
Position 595: 7.038723821100468e-05
Position 652: 6.660735645386493e-05
Position 737: 3.231230305853352e-05
Position 926: 2.8273809654249263e-05
Position 1015: 2.6188396854795036e-05
Position 672: 2.5549228407824015e-05
Position 862: 2.4210387306503933e-05
Position 790: 1.9159259706416102e-05
Position 636: 1.65703972607475e-05
Position 578: 1.6514024690980575e-05
Position 351: 1.3474223033128765e-05
Position 884: 1.33768458152568e-05
Position 1006: 1.0184931306330278e-05
Position 815: 5.447437607084094e-06
Position 887: 3.717122001704885e-06
Position 634: 1.6991055637840424e-06
Position 105: 1.289303085472318e-06
Position 197: 1.1203504107462506e-06
Position 343: 6.249811353154107e-07
Position 7: 6.030793933819592e-07
Position 599: 4.73895426199704e-07
Position 616: 2.87413116423219e-07
Position 1079: 2.763444965771239e-07
Position 1066: 2.541844162501287e-07
Position 640: 1.9521734529470145e-07
Position 523: 1.8540241276546012e-07
Position 10: 9.533491662497876e-08
Position 582: 5.1955784169991885e-08
Position 554: 2.542638171785537e-08
Position 585: 1.6492640559794617e-08
Position 604: 6.409937451479912e-09
Position 560: 3.645414139974858e-09
Position 750: 1.6775921997094832e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 731: 0.9947810184795823
Position 554: 0.09765484950613022
Position 1013: 0.004584720489990302
Position 519: 0.0044003124497022615
Position 776: 0.004071868797303107
Position 105: 0.002672452709264502
Position 417: 0.002548866163222257
Position 1066: 0.001666583623225979
Position 1105: 0.0012883255299913883
Position 835: 0.0008681453579406815
Position 217: 0.000494990141863581
Position 472: 0.0003533677612153533
Position 501: 0.00031289836052960187
Position 994: 0.000295987441845778
Position 742: 0.00018630713526179713
Position 261: 0.0001559276011681247
Position 424: 0.00014409440037488368
Position 904: 0.00012714801943485558
Position 385: 0.00011496540720309048
Position 1095: 0.00010234126249717275
Position 480: 0.00010035527781987982
Position 560: 9.618061937044338e-05
Position 231: 9.227707837293763e-05
Position 227: 6.248682438915825e-05
Position 248: 5.381493590435731e-05
Position 252: 5.0400001050695235e-05
Position 1130: 4.40740801574496e-05
Position 790: 4.0926363379018696e-05
Position 649: 3.031493029929816e-05
Position 763: 2.915393060248108e-05
Position 285: 2.127109991390396e-05
Position 578: 2.0362332553249907e-05
Position 332: 1.012785980383153e-05
Position 809: 6.6273324923680635e-06
Position 265: 5.299529020942033e-06
Position 388: 4.964680216432611e-06
Position 1121: 4.660726459309183e-06
Position 634: 4.248794510451347e-06
Position 326: 3.9407640752377484e-06
Position 528: 3.8808688753896735e-06
Position 582: 2.3518919517061654e-06
Position 1109: 1.8795706092785777e-06
Position 1112: 1.8075528044322392e-06
Position 278: 1.7936564179726317e-06
Position 148: 1.766956741002063e-06
Position 180: 1.6901934452331822e-06
Position 1132: 1.5724727131279803e-06
Position 839: 1.4292881484730135e-06
Position 267: 1.2885939916207595e-06
Position 961: 9.680527401259108e-07
Position 862: 5.096166321274707e-07
Position 318: 5.3174709700108546e-08
Position 51: 4.822468108511047e-08
Position 656: 2.9869602449933705e-08
Position 321: 1.855190689523685e-08
Position 123: 8.152413183179314e-09
Position 1015: 7.111201956163332e-09
Position 270: 6.432228141752869e-09
Position 306: 3.8770956042932225e-09
Position 59: 2.7806283451164593e-09
Position 121: 2.546771024590504e-09
