Gene = scat
index = 1867
Annotated 5SS: [497]
Annotated 3SS: [875]
SMsplice 5SS: [497]
SMsplice 3SS: [875]
top_k =  1000
Partition function (log Z): -7.601032931888845

Sorted 5' Splice Sites (High to Low Probability):
Position 497: 0.9674930283376627
Position 692: 0.07670607803657851
Position 211: 0.0712076822532147
Position 1112: 0.02768495718191865
Position 1621: 0.023794112357572138
Position 1414: 0.023209777269607657
Position 1328: 0.009998954789832202
Position 1131: 0.007989071509270716
Position 609: 0.0067418274915067725
Position 688: 0.005144417638675029
Position 943: 0.0037939174225575275
Position 3814: 0.0034365425355381506
Position 754: 0.00271539402103166
Position 255: 0.0021745981379769548
Position 1537: 0.0017776242427712122
Position 719: 0.0010435957241025939
Position 2824: 0.0009505865332784369
Position 1325: 0.0008757644140147293
Position 626: 0.0008530106956065595
Position 2820: 0.0006814578348383172
Position 1666: 0.0006340290672668376
Position 1005: 0.0005983913212627459
Position 822: 0.00047090221577108637
Position 1513: 0.00043873115582577447
Position 1157: 0.0003926871486320007
Position 1625: 0.0003645478938197161
Position 583: 0.00029097495507581335
Position 681: 0.0002756956973147897
Position 1081: 0.0002667921019180709
Position 1519: 0.00015662115275007514
Position 1349: 0.00013228942962855827
Position 1162: 9.04606174730439e-05
Position 1051: 7.842964417836659e-05
Position 3566: 5.251663624250109e-05
Position 2291: 4.946245017220766e-05
Position 2029: 4.438663791065368e-05
Position 379: 4.012652171724509e-05
Position 334: 3.7569483951365966e-05
Position 237: 3.6278716947230385e-05
Position 1147: 2.3965006848966474e-05
Position 776: 2.142018459512102e-05
Position 1669: 2.1179151360932216e-05
Position 1684: 2.1143679267090147e-05
Position 1629: 1.9784281594068154e-05
Position 1012: 1.5694338797100864e-05
Position 1274: 1.5256020811950038e-05
Position 3: 1.481321546489089e-05
Position 711: 1.1132385283760018e-05
Position 405: 1.1109384013484507e-05
Position 696: 9.06911653770978e-06
Position 151: 4.022198185550799e-06
Position 44: 3.1859766419998842e-06
Position 549: 2.549881052650359e-06
Position 1354: 1.7079530800707946e-06
Position 13: 1.5713420630140926e-06
Position 344: 9.843038600651077e-07
Position 501: 9.75321341377928e-07
Position 1119: 9.48865221490905e-07
Position 1212: 9.068711024331603e-07
Position 908: 8.470993734813671e-07
Position 33: 8.431484990315016e-07
Position 492: 7.126810010599182e-07
Position 589: 6.12654230565954e-07
Position 970: 5.025327046149975e-07
Position 304: 3.8109003381530626e-07
Position 112: 3.283541704529455e-07
Position 506: 3.280824959612713e-07
Position 409: 3.2206528376360895e-07
Position 306: 2.798790801027366e-07
Position 644: 2.722230189473581e-07
Position 503: 2.4810020860683803e-07
Position 2284: 2.3053196566996195e-07
Position 947: 1.597337641872454e-07
Position 683: 5.040386520707033e-08
Position 348: 4.9301004976743305e-08
Position 778: 1.9361028738914128e-08
Position 426: 1.3358698841501688e-08
Position 919: 1.2243489329243766e-08
Position 896: 9.5460896643408e-09
Position 655: 2.4223287840755754e-10
Position 673: 1.2564446088119373e-10
Position 844: 6.70775675451733e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 875: 0.7677953913239225
Position 649: 0.05914637557331834
Position 298: 0.05505473784308963
Position 3903: 0.046533479419242275
Position 2469: 0.03879386464010827
Position 1223: 0.03851500445822905
Position 2706: 0.035604855222839064
Position 1893: 0.028644884943540526
Position 608: 0.022956768698199004
Position 1448: 0.018953894414739835
Position 3683: 0.01562697593551483
Position 3228: 0.012797545179824054
Position 678: 0.011353742070419975
Position 2873: 0.007659485172558465
Position 2079: 0.0073556093743868695
Position 804: 0.006614374000416417
Position 322: 0.005148469063892156
Position 822: 0.003995791891421174
Position 2896: 0.003954934719110288
Position 765: 0.00394909698383401
Position 655: 0.003323012216570634
Position 830: 0.003194199240010417
Position 1413: 0.003081234818185058
Position 621: 0.003052994371292708
Position 906: 0.002784215451637677
Position 1386: 0.002685193118854654
Position 540: 0.002625853575227924
